schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,semantic_anchor,source_text,target_text,source_raw_tex_sha256,target_raw_tex_sha256,importance,importance_basis,provenance
1.1.0,exercise,O007-FREMLIN-V2-S272-EXERCISE-272XA,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S272-SEG-272XA,1,272X,272Xa,"\leader{272X}{Basic exercises (a)}
%\spheader 272Xa
Let $(\Omega,\Sigma,\mu)$ be an atomless probability space, and
$\sequencen{\epsilon_n}$ any sequence in $[0,1]$.   Show that there is
an independent sequence $\sequencen{E_n}$ in $\Sigma$ such that
$\mu E_n=\epsilon_n$ for every $n$.   \Hint{215D.}
%272B

","\leader{272X}{Latihan dasar (a)}
%\spheader 272Xa
Misalkan $(\Omega,\Sigma,\mu)$ suatu ruang probabilitas tanpa atom, dan
$\sequencen{\epsilon_n}$ sebarang barisan dalam $[0,1]$. Tunjukkan bahwa
terdapat suatu barisan bebas $\sequencen{E_n}$ dalam $\Sigma$
sedemikian sehingga $\mu E_n=\epsilon_n$ untuk setiap $n$.
\Hint{215D.}
%272B

",076d0b9dc88fe3a054d7e44dee85812487d1c04752ce27d6a28b21ebdb912bca,dc0f1332aa7fe2bfbc921d011ae01e42ec33e222192a9594478afb8711ca9845,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S272-EXERCISE-272XB,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S272-SEG-272XB,2,272Xb,272Xb,"\sqheader 272Xb Let $\langle X_i\rangle_{i\in I}$ be a family of
real-valued random variables.   Show that it is independent iff

\Centerline{$\Expn(h_1(X_{i_1})\times\ldots\times h_n(X_{i_n}))
=\prod_{j=1}^n\Expn(h_j(X_{i_j}))$}

\noindent whenever $i_1,\ldots,i_n$ are distinct members of $I$ and
$h_1,\ldots,h_n$ are Borel measurable functions from $\Bbb R$ to
$\Bbb R$ such that $\Expn(h_j(X_{i_j}))$ are all finite.
%272E

","\sqheader 272Xb Misalkan $\langle X_i\rangle_{i\in I}$ suatu keluarga
variabel acak bernilai real. Tunjukkan bahwa keluarga tersebut bebas
jika dan hanya jika

\Centerline{$\Expn(h_1(X_{i_1})\times\ldots\times h_n(X_{i_n}))
=\prod_{j=1}^n\Expn(h_j(X_{i_j}))$}

\noindent setiap kali $i_1,\ldots,i_n$ adalah anggota-anggota berbeda
dari $I$ dan $h_1,\ldots,h_n$ merupakan fungsi terukur Borel dari
$\Bbb R$ ke $\Bbb R$ sedemikian sehingga semua
$\Expn(h_j(X_{i_j}))$ berhingga.
%272E

",6398c9766a8a9faa9eb51e51576ade53977ea23ffef2159165969568ebd86682,8903bfbdff3c80849d4c91cfe7439d185a6a6d6fdef2d2d05c08d1da64d4fdf5,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S272-EXERCISE-272XC,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S272-SEG-272XC,3,272Xc,272Xc,"\spheader 272Xc Write out a proof of 272F which does not use the
theory of product measures.
%272F

","\spheader 272Xc Tuliskan bukti 272F yang tidak menggunakan teori ukuran
produk.
%272F

",60e6fff3020f3e8054cfe89892284539f2ca455bbb38055912425f3950ff2240,35c6ae3d4c0214a80f56287f51a6a4d79bc2db7b5aab926359ecaee3d8478b7a,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S272-EXERCISE-272XD,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S272-SEG-272XD,4,272Xd,272Xd,"\spheader 272Xd Let $\pmb{X}=(X_1,\ldots,X_n)$ be a
family of real-valued
random variables all defined on the same probability space,
and suppose that $\pmb{X}$ has a density function $f$ expressible in the
form $f(\xi_1,\ldots,\xi_n)=f_1(\xi_1)f_2(\xi_2)\ldots f_n(\xi_n)$ for
suitable functions $f_1,\ldots,f_n$ of one real variable.   Show that
$X_1,\ldots,X_n$ are independent.
%272G

","\spheader 272Xd Misalkan $\pmb{X}=(X_1,\ldots,X_n)$ suatu keluarga
variabel acak bernilai real yang semuanya didefinisikan pada ruang
probabilitas yang sama, dan andaikan $\pmb{X}$ mempunyai fungsi kepadatan
$f$ yang dapat dinyatakan dalam bentuk
$f(\xi_1,\ldots,\xi_n)=f_1(\xi_1)f_2(\xi_2)\ldots f_n(\xi_n)$ untuk
fungsi-fungsi yang sesuai $f_1,\ldots,f_n$ dari satu variabel real.
Tunjukkan bahwa $X_1,\ldots,X_n$ bebas.
%272G

",5f05859ae2cbe5aaf996e28f37ae43427c978846c6a30a3296edbccbc374f540,39863749e380ceeab4521a16b0605f6f2678e5101460324b1c5509353dc37c08,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S272-EXERCISE-272XE,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S272-SEG-272XE,5,272Xe,272Xe,"\spheader 272Xe Let $X_1$, $X_2$ be independent real-valued random
variables both with distribution $\nu$ and distribution function $F$.
Set $Y=\max(X_1,X_2)$.   Show that the distribution of $Y$ is absolutely
continuous with respect to $\nu$, with a Radon-Nikod\'ym derivative
$F+F^{-}$, where $F^{-}(x)=\lim_{t\uparrow x}F(t)$ for every
$x\in\Bbb R$.
%272G

","\spheader 272Xe Misalkan $X_1$, $X_2$ merupakan variabel acak bernilai
real yang bebas, keduanya dengan distribusi $\nu$ dan fungsi
distribusi $F$. Tetapkan $Y=\max(X_1,X_2)$. Tunjukkan bahwa distribusi
$Y$ kontinu mutlak terhadap $\nu$, dengan turunan Radon--Nikod\'ym
$F+F^{-}$, dengan $F^{-}(x)=\lim_{t\uparrow x}F(t)$ untuk setiap
$x\in\Bbb R$.
%272G

",d99db3080c6920f8e4d35ef6e821266c39083c9589cbc6c4c8f60f20b54e224a,43ed99f0ba2e9d62e870c5bda75e2e9a741746efee9df4b6b5141cca0160416e,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S272-EXERCISE-272XF,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S272-SEG-272XF,6,272Xf,272Xf,"\spheader 272Xf Use 254Sa and the idea of 272J to give another proof of
272O.
%272O

","\spheader 272Xf Gunakan 254Sa dan gagasan 272J untuk memberikan bukti
lain bagi 272O.
%272O

",73aada679478c7a75d4504d22e5a8094ca85c419acd30d6cdcf633dc6931c752,ab866c3c9e134fbf2373cb3c4364b0b033c7b1615506d2769c6eae05dafd3496,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S272-EXERCISE-272XG,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S272-SEG-272XG,7,272Xg,272Xg,"\spheader 272Xg Let $(\Omega,\Sigma,\mu)$ be a probability space and
$\sequencen{\Sigma_n}$ a non-decreasing sequence of $\sigma$-subalgebras
of $\Sigma$.   Let $\Sigma_{\infty}$ be the $\sigma$-algebra generated
by $\bigcup_{n\in\Bbb N}\Sigma_n$.   Let $\Tau$ be another
$\sigma$-subalgebra of $\Sigma$ such that $\Sigma_n$ and $\Tau$ are
independent for each $n$.   Show that $\Sigma_{\infty}$ and $\Tau$ are
independent.   \Hint{apply the Monotone Class Theorem to
$\{E:\mu(E\cap F)=\mu E\cdot\mu F$ for every $F\in\Tau\}$.}   Use this
to prove 272O.
%272O

","\spheader 272Xg Misalkan $(\Omega,\Sigma,\mu)$ suatu ruang probabilitas
dan $\sequencen{\Sigma_n}$ suatu barisan tak menurun dari
subaljabar-sigma $\Sigma$. Misalkan $\Sigma_{\infty}$ aljabar-sigma yang
dibangkitkan oleh $\bigcup_{n\in\Bbb N}\Sigma_n$. Misalkan $\Tau$
subaljabar-sigma lain dari $\Sigma$ sedemikian sehingga $\Sigma_n$ dan
$\Tau$ bebas untuk setiap $n$. Tunjukkan bahwa $\Sigma_{\infty}$
dan $\Tau$ bebas. \Hint{terapkan Teorema Kelas Monoton pada
$\{E:\mu(E\cap F)=\mu E\cdot\mu F$ untuk setiap $F\in\Tau\}$.} Gunakan
hal ini untuk membuktikan 272O.
%272O

",89508ab764e40c01b315d2aebedc837030b5f02a2858e4c31ff8c4f2028fe941,063cc0908c8b9a6f16d161f5fa7a91c5cec8b6e9ffbe7d30f3b1e761f228097c,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S272-EXERCISE-272XH,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S272-SEG-272XH,8,272Xh,272Xh,"\spheader 272Xh Let $\sequencen{X_n}$ be a sequence of
real-valued random variables and $Y$ a real-valued
random variable such that $Y$ and $X_n$ are independent for
each $n\in\Bbb N$.   Suppose that $\Pr(Y\in\Bbb N)=1$ and that
$\sum_{n=0}^{\infty}\Pr(Y\ge n)\Expn(|X_n|)$ is finite.   Set
$Z=\sum_{n=0}^YX_n$ (that is,
$Z(\omega)=\sum_{n=0}^{Y(\omega)}X_n(\omega)$ whenever $\omega\in\dom Y$
is such that $Y(\omega)\in\Bbb N$ and $\omega\in\dom X_n$ for every
$n\le Y(\omega)$).   (i) Show that
$\Expn(Z)=\sum_{n=0}^{\infty}\Pr(Y\ge n)\Expn(X_n)$.   \Hint{set
$X'_n(\omega)=X_n(\omega)$ if $Y(\omega)\ge n$, $0$ otherwise.}   (ii)
Show that if $\Expn(X_n)=\gamma$ for every $n\in\Bbb N$ then
$\Expn(Z)=\gamma\Expn(Y)$.   (This is {\bf Wald's equation}.)
%272R

","\spheader 272Xh Misalkan $\sequencen{X_n}$ suatu barisan variabel acak
bernilai real dan $Y$ suatu variabel acak bernilai real sedemikian
sehingga $Y$ dan $X_n$ bebas untuk setiap $n\in\Bbb N$. Andaikan
$\Pr(Y\in\Bbb N)=1$ dan
$\sum_{n=0}^{\infty}\Pr(Y\ge n)\Expn(|X_n|)$ berhingga. Tetapkan
$Z=\sum_{n=0}^YX_n$ (yaitu,
$Z(\omega)=\sum_{n=0}^{Y(\omega)}X_n(\omega)$ setiap kali
$\omega\in\dom Y$ sedemikian sehingga $Y(\omega)\in\Bbb N$ dan
$\omega\in\dom X_n$ untuk setiap $n\le Y(\omega)$). (i) Tunjukkan bahwa
$\Expn(Z)=\sum_{n=0}^{\infty}\Pr(Y\ge n)\Expn(X_n)$. \Hint{tetapkan
$X'_n(\omega)=X_n(\omega)$ jika $Y(\omega)\ge n$, dan $0$ jika tidak.}
(ii) Tunjukkan bahwa jika $\Expn(X_n)=\gamma$ untuk setiap $n\in\Bbb N$,
maka $\Expn(Z)=\gamma(\Expn(Y)+1)$. (Ini adalah {\bf persamaan Wald}
untuk konvensi jumlah yang dimulai dari indeks nol.)
%272R

",c81d7cfe202ade625e54da680905bb1652442ef7e97a6e5d659747af3bf50f08,bbb62b7d86e252511fe96a8af82c388a92692117844e5dddadf2152bd5630102,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S272-EXERCISE-272XI,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S272-SEG-272XI,9,272Xi,272Xi,"\sqheader 272Xi Let $X_1,\ldots,X_n$ be independent real-valued random
variables.   Show that if $X_1+\ldots+X_n$ has finite expectation so
does every $X_j$.   \Hint{part (b) of the proof of 272S.}
%272S

","\sqheader 272Xi Misalkan $X_1,\ldots,X_n$ merupakan variabel acak
bernilai real yang bebas. Tunjukkan bahwa jika
$X_1+\ldots+X_n$ mempunyai ekspektasi berhingga, maka demikian pula
setiap $X_j$. \Hint{bagian (b) dari bukti 272S.}
%272S

",7ac1c1218bd7f103cbd2368fc5b7bb138b14084af8ca7dfc2924c295020e0360,49fe3b774ba7665417f158b662a6241655741b35384eaa2615245890f2be7ceb,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S272-EXERCISE-272XJ,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S272-SEG-272XJ,10,272Xj,272Xj,"\sqheader 272Xj Let $X$ and $Y$ be independent real-valued random
variables with densities $f$ and $g$.   Show that $X\times Y$ has
a density function $h$ where
$h(x)=\int_{-\infty}^{\infty}\bover1{|y|}g(y)f(\bover{x}{y})dy$ for
almost every $x$.   \Hint{271K.}
%272U

","\sqheader 272Xj Misalkan $X$ dan $Y$ merupakan variabel acak bernilai
real yang bebas dengan kepadatan $f$ dan $g$. Tunjukkan bahwa
$X\times Y$ mempunyai fungsi kepadatan $h$, dengan
$h(x)=\int_{-\infty}^{\infty}\bover1{|y|}g(y)f(\bover{x}{y})dy$ untuk
hampir setiap $x$. \Hint{271K.}
%272U

",dbb2b7dba2dc8e2b50b779988c97717924d256f18758ca5677f119ec3a75650b,5b3f3120cca73d776bca49ccbdda5b441d44403d1ec314907a50e488cdfc5438,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
