schema_version,record_type,id,unit_id,rights_id,segment_id,source_anchor,semantic_anchor,association_locator,source_line_start,target_line_start,source_text,target_text,source_raw_tex_sha256,target_raw_tex_sha256,provenance
1.1.0,proof,O007-FREMLIN-V1-S114-PROOF-114BA,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,114B,114Ba,printed bold clause (a) inside proof macro for 114B,44,46,"{\bf (a)}
If $I=\emptyset$ then of course $\lambda I=0\le\sum_{j=0}^{\infty}\lambda
I_j$.   Otherwise, take
$I=\coint{a,b}$, where $a<b$.    For each $x\in \Bbb R$ let $H_x$ be the
half-line $\ooint{-\infty,x}$, and consider the set

\Centerline{$A=\{x:a\le x\le b,\,
x-a\le\sum_{j=0}\sp{\infty}\lambda(I_j\cap
H_x)\}$.}

\noindent (Note that if $I_j=\coint{c_j,d_j}$ then $I_j\cap
H_x=\coint{c_j,\min(d_j,x)}$, so $\lambda(I_j\cap H_x)$ is always
defined.)   We have $a\in A$ (because
$a-a=0\le\sum_{j=0}\sp{\infty}\lambda(I_j\cap
H_a)$) and of course $A\subseteq[a,b]$, so $c=\sup A$ is defined, and
belongs to $[a,b]$.

\medskip

","{\bf (a)}
Jika $I=\emptyset$, tentu saja
$\lambda I=0\le\sum_{j=0}^{\infty}\lambda I_j$. Jika tidak, ambil
$I=\coint{a,b}$, dengan $a<b$. Untuk setiap $x\in \Bbb R$, misalkan
$H_x$ adalah setengah garis $\ooint{-\infty,x}$, dan tinjau himpunan

\Centerline{$A=\{x:a\le x\le b,\,
x-a\le\sum_{j=0}\sp{\infty}\lambda(I_j\cap
H_x)\}$.}

\noindent (Perhatikan bahwa jika $I_j=\coint{c_j,d_j}$, maka $I_j\cap
H_x=\coint{c_j,\min(d_j,x)}$, sehingga $\lambda(I_j\cap H_x)$ selalu
terdefinisi.) Kita mempunyai $a\in A$ (karena
$a-a=0\le\sum_{j=0}\sp{\infty}\lambda(I_j\cap
H_a)$) dan tentu saja $A\subseteq[a,b]$, sehingga $c=\sup A$
terdefinisi dan termasuk dalam $[a,b]$.

\medskip

",f97e031e9a67ebb16be5ae9222258e5047059290e4edf9ab8aa738128a9c0339,028d394e007ad3ec7ab9babf1082c3a7904807837e9ecfac82eb9578dd10eeff,"{""basis"":""source proof macro split only at printed bold clause labels"",""kind"":""source-derived-proof-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,proof,O007-FREMLIN-V1-S114-PROOF-114BB,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BB,114B,114Bb,printed bold clause (b) inside proof macro for 114B,63,65,"{\bf (b)} We find now that $c\in A$.

\prooflet{

$$\eqalign{\Prf\ c-a&=\sup_{x\in A}x-a\cr
&\le\sup_{x\in A}\sum_{j=0}^{\infty}\lambda(I_j\cap H_x)
\le\sum_{j=0}^{\infty}\lambda(I_j\cap H_c). \text{ \Qed}\cr}$$
}

\medskip

","{\bf (b)} Sekarang kita dapati bahwa $c\in A$.

\prooflet{

$$\eqalign{\Prf\ c-a&=\sup_{x\in A}x-a\cr
&\le\sup_{x\in A}\sum_{j=0}^{\infty}\lambda(I_j\cap H_x)
\le\sum_{j=0}^{\infty}\lambda(I_j\cap H_c). \text{ \Qed}\cr}$$
}

\medskip

",2a981389c204bd273a0980c3b430294edc3b1279a41f168a40f5b57e1cba151d,1252077ac9e7c1325e29bfbc81a814e869471d1b407c24d7c4f2b897fc162f37,"{""basis"":""source proof macro split only at printed bold clause labels"",""kind"":""source-derived-proof-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,proof,O007-FREMLIN-V1-S114-PROOF-114BB-PROOFLET,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BB,114B,114Bb,first-class prooflet nested inside printed proof clause 114B(b),65,67,"\prooflet{

$$\eqalign{\Prf\ c-a&=\sup_{x\in A}x-a\cr
&\le\sup_{x\in A}\sum_{j=0}^{\infty}\lambda(I_j\cap H_x)
\le\sum_{j=0}^{\infty}\lambda(I_j\cap H_c). \text{ \Qed}\cr}$$
}","\prooflet{

$$\eqalign{\Prf\ c-a&=\sup_{x\in A}x-a\cr
&\le\sup_{x\in A}\sum_{j=0}^{\infty}\lambda(I_j\cap H_x)
\le\sum_{j=0}^{\infty}\lambda(I_j\cap H_c). \text{ \Qed}\cr}$$
}",491076516dd8ac2ed92831c022aeaf2bd81ffc0e21a853beca4ec73f67075e53,491076516dd8ac2ed92831c022aeaf2bd81ffc0e21a853beca4ec73f67075e53,"{""basis"":""exact active prooflet macro retained as a first-class proof record"",""kind"":""source-derived-prooflet-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,proof,O007-FREMLIN-V1-S114-PROOF-114BC,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BC,114B,114Bc,printed bold clause (c) inside proof macro for 114B,74,76,"{\bf (c)} \Quer\ Suppose, if possible, that $c<b$.   Then $c\in
\coint{a,b}$, so there is some $k\in\Bbb N$ such that $c\in I_k$.
Express $I_k$ as $\coint{c_k,d_k}$;  then $x=\min(d_k,b)>c$.    For each
$j$, $\lambda(I_j\cap H_x)\ge\lambda(I_j\cap H_c)$, while

\Centerline{$\lambda(I_k\cap H_x)=\lambda(I_k\cap H_c)+x-c$.}

\noindent So

$$\eqalign{\sum_{j=0}^{\infty}\lambda(I_j\cap H_x)
&\ge\sum_{j=0}^{\infty}\lambda(I_j\cap H_c)+x-c\cr
&\ge c-a+x-c
=x-a,\cr}$$

\noindent so $x\in A$;  but $x>c$ and $c=\sup A$.  \Bang

\medskip

","{\bf (c)} \Quer\ Andaikan, jika mungkin, bahwa $c<b$. Maka $c\in
\coint{a,b}$, sehingga terdapat suatu $k\in\Bbb N$ sedemikian sehingga
$c\in I_k$. Nyatakan $I_k$ sebagai $\coint{c_k,d_k}$; maka
$x=\min(d_k,b)>c$. Untuk setiap $j$,
$\lambda(I_j\cap H_x)\ge\lambda(I_j\cap H_c)$, sedangkan

\Centerline{$\lambda(I_k\cap H_x)=\lambda(I_k\cap H_c)+x-c$.}

\noindent Jadi

$$\eqalign{\sum_{j=0}^{\infty}\lambda(I_j\cap H_x)
&\ge\sum_{j=0}^{\infty}\lambda(I_j\cap H_c)+x-c\cr
&\ge c-a+x-c
=x-a,\cr}$$

\noindent sehingga $x\in A$; tetapi $x>c$ dan $c=\sup A$. \Bang

\medskip

",547237cfa6b1514d65e2574ac1adc7c4f6b214b8e40dae3c4e1903426d9c28b9,1b69d29e39e1c08b3bf15344ecf1c0afa1b4ddab75d05c2e2ca8a54a8704f3fb,"{""basis"":""source proof macro split only at printed bold clause labels"",""kind"":""source-derived-proof-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,proof,O007-FREMLIN-V1-S114-PROOF-114BD,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BD,114B,114Bd,printed bold clause (d) inside proof macro for 114B,92,95,"{\bf (d)} We conclude that $c=b$, so that $b\in A$ and

\Centerline{$b-a\le\sum_{j=0}^{\infty}\lambda(I_j\cap
H_b)\le\sum_{j=0}^{\infty}\lambda I_j$,}

\noindent as claimed.
","{\bf (d)} Kita menyimpulkan bahwa $c=b$, sehingga $b\in A$ dan

\Centerline{$b-a\le\sum_{j=0}^{\infty}\lambda(I_j\cap
H_b)\le\sum_{j=0}^{\infty}\lambda I_j$,}

\noindent sebagaimana diklaim.
",6c74ad85ba99168717ebfcd1a6ee37cfdf298ef9a3df9822f8ccc0e62bdc24ec,c1a9c3e769e491a11d93f826501c8df95eeb4a4ecf3e0411e4e3ef2df3550912,"{""basis"":""source proof macro split only at printed bold clause labels"",""kind"":""source-derived-proof-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,proof,O007-FREMLIN-V1-S114-PROOF-114DA-I,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114DA,114D,114Da,printed bold clause (a)(i) inside proof macro for 114D,127,131,"{\bf (a)(i)} $\theta$ takes values in $[0,\infty]$
because every $\theta A$ is the infimum of a non-empty subset of
$[0,\infty]$.

\medskip

\quad","{\bf (a)(i)} $\theta$ mengambil nilai dalam $[0,\infty]$
karena setiap $\theta A$ merupakan infimum suatu subhimpunan tak kosong
dari $[0,\infty]$.

\medskip

\quad",35aeac5ce3efc431472acc8e3299c36f164783f259e81ae4b6ea525898b8bd5c,a3e6890188b5c02357701d157d1c95a7a1c555bf1025d11dd3d262f07d20f587,"{""basis"":""source proof macro split only at printed bold clause labels"",""kind"":""source-derived-proof-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,proof,O007-FREMLIN-V1-S114-PROOF-114DA-II,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114DA,114D,114Da,printed bold clause (ii) inside proof macro for 114D,133,137,"{\bf (ii)} $\theta\emptyset=0$ because (for instance) if we set
$I_j=\emptyset$ for every $j$, then every $I_j$ is a half-open interval
(on the convention I am using) and
$\emptyset\subseteq\bigcup_{j\in\Bbb N}I_j$, $\sum_{j=0}\sp{\infty}\lambda I_j=0$.

\medskip

\quad","{\bf (ii)} $\theta\emptyset=0$ karena (misalnya) jika kita
menetapkan $I_j=\emptyset$ untuk setiap $j$, maka setiap $I_j$ adalah
interval setengah terbuka (menurut kesepakatan yang saya gunakan) dan
$\emptyset\subseteq\bigcup_{j\in\Bbb N}I_j$,
$\sum_{j=0}\sp{\infty}\lambda I_j=0$.

\medskip

\quad",fecd8d43a4f39a161a542d025871cb2ca6c4706e51d870e9532dc1bfc43fbcde,89ae155abe8130703ad1bc067f297f9f462fe9168ed958fe446263b939498df1,"{""basis"":""source proof macro split only at printed bold clause labels"",""kind"":""source-derived-proof-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,proof,O007-FREMLIN-V1-S114-PROOF-114DA-III,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114DA,114D,114Da,printed bold clause (iii) inside proof macro for 114D,140,145,"{\bf (iii)} If $A\subseteq B$ then whenever
$B\subseteq\bigcup_{j\in\Bbb N}I_j$ we have
$A\subseteq\bigcup_{j\in\Bbb N}I_j$, so $\theta A$ is the infimum of a set at least as large as that
involved in the definition of $\theta B$, and $\theta A\le\theta B$.

\medskip

\quad","{\bf (iii)} Jika $A\subseteq B$, maka setiap kali
$B\subseteq\bigcup_{j\in\Bbb N}I_j$ kita mempunyai
$A\subseteq\bigcup_{j\in\Bbb N}I_j$, sehingga $\theta A$ adalah
infimum suatu himpunan yang sekurang-kurangnya sama besar dengan
himpunan yang terlibat dalam definisi $\theta B$, dan
$\theta A\le\theta B$.

\medskip

\quad",9a53bf0e04e214869a849cecd46ee1148664b5243945b828f5b36626bacb1e91,a2b9061e7bc1fc86e30e98108f8189067d14ea75fda721480a820f31b53a7a00,"{""basis"":""source proof macro split only at printed bold clause labels"",""kind"":""source-derived-proof-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,proof,O007-FREMLIN-V1-S114-PROOF-114DA-IV,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114DA,114D,114Da,printed bold clause (iv) inside proof macro for 114D,147,154,"{\bf (iv)} Now suppose that $\langle A_n\rangle_{n\in\Bbb N}$ is a
sequence of subsets of $\Bbb R$, with union $A$.   For any $\epsilon>0$,
we can choose, for each $n\in\Bbb N$, a sequence $\langle
I_{nj}\rangle_{j\in\Bbb N}$ of half-open intervals such that
$A_n\subseteq\bigcup_{j\in\Bbb N}I_{nj}$ and
$\sum_{j=0}\sp{\infty}\lambda I_{nj}\le\theta A_n+2^{-n}\epsilon$.
(You should perhaps check that this formulation is valid whether $\theta
A_n$ is finite or infinite.)   Now by 111F(b-ii)
there is a bijection from $\Bbb N$ to $\Bbb N\times\Bbb N$;  express
this in the form $m\mapsto(k_m,l_m)$.   Then $\sequence{m}{I_{k_m,l_m}}$
is a sequence of half-open intervals, and

\Centerline{$A\subseteq\bigcup_{m\in\Bbb N}I_{k_m,l_m}$.}

\noindent \Prf\  If $x\in A=\bigcup_{n\in\Bbb N}A_n$ there must be an
$n\in\Bbb N$ such that $x\in A_n\subseteq\bigcup_{j\in\Bbb N}I_{nj}$, so
there is a $j\in\Bbb N$ such that $x\in I_{nj}$.   Now
$m\mapsto(k_m,l_m)$ is surjective, so there is an $m\in\Bbb N$ such that
$k_m=n$ and $l_m=j$, in which case $x\in I_{k_m,l_m}$.\ \Qed

Next,

\Centerline{$\sum_{m=0}\sp{\infty}\lambda I_{k_m,l_m}
\le\sum_{n=0}\sp{\infty}\sum_{j=0}\sp{\infty}\lambda I_{nj}$.}

\noindent \Prf\ If $M\in\Bbb N$, then
$N=\max(k_0,k_1,\ldots,k_M,l_0,l_1,\ldots,l_M)$ is finite;   because
every $\lambda I_{nj}$ is
greater than or equal to $0$, and any pair $(n,j)$ can appear at most
once as a $(k_m,l_m)$,

\Centerline{$\sum_{m=0}^M\lambda I_{k_m,l_m}
\le\sum_{n=0}^N\sum_{j=0}^N\lambda I_{nj}
\le\sum_{n=0}^N\sum_{j=0}^{\infty}\lambda I_{nj}
\le\sum_{n=0}^{\infty}\sum_{j=0}^{\infty}\lambda I_{nj}$.}

\noindent So

\Centerline{$\sum_{m=0}^{\infty}\lambda I_{k_m,l_m}
=\lim_{M\to\infty}\sum_{m=0}^M\lambda I_{k_m,l_m}
\le\sum_{n=0}^{\infty}\sum_{j=0}^{\infty}\lambda I_{nj}$.  \Qed}

Accordingly

$$\eqalign{\theta A
&\le\sum_{m=0}\sp{\infty}\lambda I_{k_m,l_m}\cr
&\le\sum_{n=0}\sp{\infty}\sum_{j=0}\sp{\infty}\lambda I_{nj}\cr
&\le\sum_{n=0}\sp{\infty}(\theta A_n+2^{-n}\epsilon)\cr
&=\sum_{n=0}\sp{\infty}\theta A_n+\sum_{n=0}\sp{\infty}2^{-n}\epsilon\cr
&=\sum_{n=0}\sp{\infty}\theta A_n+2\epsilon.\cr}$$

\noindent Because $\epsilon$ is arbitrary, $\theta
A\le\sum_{n=0}\sp{\infty}\theta A_n$ (again, you should check that this
is valid whether or not $\sum_{n=0}\sp{\infty}\theta A_n$ is finite).
As $\langle A_n\rangle_{n\in\Bbb N}$ is arbitrary, $\theta$ is an outer
measure.

\medskip

","{\bf (iv)} Sekarang andaikan bahwa
$\langle A_n\rangle_{n\in\Bbb N}$ adalah barisan subhimpunan
$\Bbb R$, dengan gabungan $A$. Untuk setiap $\epsilon>0$, kita dapat
memilih, bagi setiap $n\in\Bbb N$, suatu barisan
$\langle I_{nj}\rangle_{j\in\Bbb N}$ yang terdiri atas interval
setengah terbuka sedemikian sehingga
$A_n\subseteq\bigcup_{j\in\Bbb N}I_{nj}$ dan
$\sum_{j=0}\sp{\infty}\lambda I_{nj}\le\theta A_n+2^{-n}\epsilon$.
(Anda mungkin perlu memeriksa bahwa perumusan ini sah, baik ketika
$\theta A_n$ berhingga maupun tak hingga.) Menurut 111F(b-ii), terdapat
bijeksi dari $\Bbb N$ ke $\Bbb N\times\Bbb N$; nyatakan bijeksi ini
dalam bentuk $m\mapsto(k_m,l_m)$. Maka
$\sequence{m}{I_{k_m,l_m}}$ adalah barisan interval setengah terbuka,
dan

\Centerline{$A\subseteq\bigcup_{m\in\Bbb N}I_{k_m,l_m}$.}

\noindent \Prf\ Jika $x\in A=\bigcup_{n\in\Bbb N}A_n$, harus ada
$n\in\Bbb N$ sedemikian sehingga
$x\in A_n\subseteq\bigcup_{j\in\Bbb N}I_{nj}$, sehingga terdapat
$j\in\Bbb N$ sedemikian sehingga $x\in I_{nj}$. Karena
$m\mapsto(k_m,l_m)$ surjektif, terdapat $m\in\Bbb N$ sedemikian sehingga
$k_m=n$ dan $l_m=j$; dalam hal ini $x\in I_{k_m,l_m}$.\ \Qed

Selanjutnya,

\Centerline{$\sum_{m=0}\sp{\infty}\lambda I_{k_m,l_m}
\le\sum_{n=0}\sp{\infty}\sum_{j=0}\sp{\infty}\lambda I_{nj}$.}

\noindent \Prf\ Jika $M\in\Bbb N$, maka
$N=\max(k_0,k_1,\ldots,k_M,l_0,l_1,\ldots,l_M)$ berhingga; karena
setiap $\lambda I_{nj}$ lebih besar daripada atau sama dengan $0$, dan
setiap pasangan $(n,j)$ dapat muncul paling banyak sekali sebagai suatu
$(k_m,l_m)$,

\Centerline{$\sum_{m=0}^M\lambda I_{k_m,l_m}
\le\sum_{n=0}^N\sum_{j=0}^N\lambda I_{nj}
\le\sum_{n=0}^N\sum_{j=0}^{\infty}\lambda I_{nj}
\le\sum_{n=0}^{\infty}\sum_{j=0}^{\infty}\lambda I_{nj}$.}

\noindent Jadi

\Centerline{$\sum_{m=0}^{\infty}\lambda I_{k_m,l_m}
=\lim_{M\to\infty}\sum_{m=0}^M\lambda I_{k_m,l_m}
\le\sum_{n=0}^{\infty}\sum_{j=0}^{\infty}\lambda I_{nj}$. \Qed}

Dengan demikian

$$\eqalign{\theta A
&\le\sum_{m=0}\sp{\infty}\lambda I_{k_m,l_m}\cr
&\le\sum_{n=0}\sp{\infty}\sum_{j=0}\sp{\infty}\lambda I_{nj}\cr
&\le\sum_{n=0}\sp{\infty}(\theta A_n+2^{-n}\epsilon)\cr
&=\sum_{n=0}\sp{\infty}\theta A_n+\sum_{n=0}\sp{\infty}2^{-n}\epsilon\cr
&=\sum_{n=0}\sp{\infty}\theta A_n+2\epsilon.\cr}$$

\noindent Karena $\epsilon$ sebarang,
$\theta A\le\sum_{n=0}\sp{\infty}\theta A_n$ (sekali lagi, Anda
sebaiknya memeriksa bahwa ini sah, baik
$\sum_{n=0}\sp{\infty}\theta A_n$ berhingga maupun tidak).
Karena $\langle A_n\rangle_{n\in\Bbb N}$ sebarang, $\theta$ adalah
ukuran luar.

\medskip

",f81e10c47aca4638ec1337ef25460479a328465f7f82b306eeb283211c8d00d8,3da1c06b2fb7998ddfdd7bfc85aac1875950cc44c6ae62c980e2788ee1d23c1d,"{""basis"":""source proof macro split only at printed bold clause labels"",""kind"":""source-derived-proof-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,proof,O007-FREMLIN-V1-S114-PROOF-114DB,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114DB,114D,114Db,printed bold clause (b) inside proof macro for 114D,206,218,"{\bf (b)} Because we can always take $I_0=I$, $I_j=\emptyset$ for
$j\ge 1$, to obtain a sequence of half-open intervals covering $I$ with
$\sum_{j=0}\sp{\infty}\lambda I_j=\lambda I$, we surely have $\theta
I\le\lambda I$.   For the reverse inequality, use 114B:  if
$I\subseteq\bigcup_{j\in\Bbb N}I_j$, then $\lambda
I\le\sum_{j=0}^{\infty}\lambda I_j$;   as
$\langle I_j\rangle_{j\in\Bbb N}$ is arbitrary, $\theta I\ge\lambda I$ and $\theta I=\lambda I$, as
required.
","{\bf (b)} Karena kita selalu dapat mengambil $I_0=I$ dan
$I_j=\emptyset$ untuk $j\ge 1$, untuk memperoleh barisan interval
setengah terbuka yang menutupi $I$ dengan
$\sum_{j=0}\sp{\infty}\lambda I_j=\lambda I$, kita tentu mempunyai
$\theta I\le\lambda I$. Untuk ketaksamaan sebaliknya, gunakan 114B:
jika $I\subseteq\bigcup_{j\in\Bbb N}I_j$, maka
$\lambda I\le\sum_{j=0}^{\infty}\lambda I_j$; karena
$\langle I_j\rangle_{j\in\Bbb N}$ sebarang,
$\theta I\ge\lambda I$ dan $\theta I=\lambda I$, sebagaimana
diperlukan.
",46b76996f59146f84404b05332e9414f937e0efe2e2a2dc75e2885954bc49162,908a4fb01f40a97431a05da11b70595e86cc0e5986f13ee6d7d00f2ce39d6eec,"{""basis"":""source proof macro split only at printed bold clause labels"",""kind"":""source-derived-proof-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
