schema_version,record_type,id,corpus_id,volume_id,rights_id,source_anchor,source_title,target_working_title,status,source_resource_ids,source_member,source_pages,source_bytes,source_sha256,source_lines,target_path,target_bytes,target_sha256,target_lines,target_admitted,formula_count,exercise_ids,explicit_hint_count,provenance,source_page_count
1.1.0,unit,O007-FREMLIN-V1-S111,O007-FREMLIN-MT-V1-V2,O007-FREMLIN-V1,O007-RIGHTS-FREMLIN-DSL,111,Sigma-algebras,Aljabar sigma,admitted,"[""O007-RESOURCE-MT111-SOURCE""]",authority/fremlin/source/mt1.2011/mt111.tex,10-14,24584,40857003cc5e0d5580e2db104e980e34f11f813cbdb2dc4ad444f34fa01e78a2,586,source/id-ID/mt111.tex,26931,e0897b3b44d947c89e7b666b8bdee7e9e9bc098a6680ba09e96eb27c97a8d296,607,true,446,"[""111Xa"",""111Xb"",""111Xc"",""111Xd"",""111Xe"",""111Xf"",""111Ya"",""111Yb"",""111Yc"",""111Yd"",""111Ye""]",3,"{""basis"":""complete authority member translated to id-ID; structural QA and schema/reference/JSONL-to-CSV backend validation passed on 2026-08-21"",""kind"":""source-derived"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}",5
1.1.0,unit,O007-FREMLIN-V1-S112,O007-FREMLIN-MT-V1-V2,O007-FREMLIN-V1,O007-RIGHTS-FREMLIN-DSL,112,Measure spaces,Ruang ukur,admitted,"[""O007-RESOURCE-MT112-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS""]",authority/fremlin/source/mt1.2011/mt112.tex,15-19,22823,3c6037e1fb81449cd9ba0bd3bc9b3eae8b5c807ecc758b1b661e8bc8db53ec5e,550,source/id-ID/mt112.tex,24543,2d8429eeb70c591f425350de5497acea9d7f552d063e08e81c3db05816283133,575,true,480,"[""112Xa"",""112Xb"",""112Xc"",""112Xd"",""112Xe"",""112Xf"",""112Ya"",""112Yb"",""112Yc"",""112Yd"",""112Ye"",""112Yf""]",1,"{""basis"":""complete corrected id-ID translation with deterministic semantic backend and admitted cumulative reader/PDF"",""kind"":""source-derived"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS""]}",5
1.1.0,unit,O007-FREMLIN-V1-S113,O007-FREMLIN-MT-V1-V2,O007-FREMLIN-V1,O007-RIGHTS-FREMLIN-DSL,113,Outer measures and Caratheodory's construction,Ukuran luar dan konstruksi Carathéodory,admitted,"[""O007-RESOURCE-MT113-SOURCE"",""O007-RESOURCE-MT113C1-PS"",""O007-RESOURCE-MT113C2-PS"",""O007-RESOURCE-MT113C3-PS"",""O007-RESOURCE-MT113C4-PS""]",authority/fremlin/source/mt1.2011/mt113.tex,19-23,16692,34a400f9b01faa39330a22f712d885a272e09134dc4ae3ee4d6dc10d09ffd7b3,443,source/id-ID/mt113.tex,18215,d0153a75bc626ceaca05ddd96c682dd0a9cbec9cf4a95265f267ac1f57e8ecaf,446,true,352,"[""113Xa"",""113Xb"",""113Xc"",""113Xd"",""113Xe"",""113Xf"",""113Xg"",""113Xh"",""113Ya"",""113Yb"",""113Yc"",""113Yd"",""113Ye"",""113Yf"",""113Yg"",""113Yh"",""113Yi"",""113Yj"",""113Yk""]",2,"{""basis"":""complete final id-ID translation with deterministic stable-ID backend; reader/package build admission is a separate pending gate"",""kind"":""source-derived"",""source_resource_ids"":[""O007-RESOURCE-MT113-SOURCE"",""O007-RESOURCE-MT113C1-PS"",""O007-RESOURCE-MT113C2-PS"",""O007-RESOURCE-MT113C3-PS"",""O007-RESOURCE-MT113C4-PS""]}",5
1.1.0,unit,O007-FREMLIN-V1-S114,O007-FREMLIN-MT-V1-V2,O007-FREMLIN-V1,O007-RIGHTS-FREMLIN-DSL,114,Lebesgue measure on R,Ukuran Lebesgue pada R,admitted,"[""O007-RESOURCE-MT114-SOURCE""]",authority/fremlin/source/mt1.2011/mt114.tex,23-28,25717,206488ff5ba2960f4e130d162cca6df7af2935968754d77bc18b53ab084b8f97,612,source/id-ID/mt114.tex,28141,f66fe29627b477079f5f4bfe815936db827941c637eb7e096dc90d8992a1da30,650,true,438,"[""114Xa"",""114Xb"",""114Xc"",""114Xd"",""114Xe"",""114Xf"",""114Xg"",""114Ya"",""114Yb"",""114Yc"",""114Yd"",""114Ye"",""114Yf"",""114Yg"",""114Yh"",""114Yi"",""114Yj"",""114Yk"",""114Yl""]",8,"{""basis"":""complete final id-ID translation with deterministic stable-ID backend; reader/package build admission is a separate pending gate"",""kind"":""source-derived"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}",6
1.1.0,unit,O007-FREMLIN-V1-S115,O007-FREMLIN-MT-V1-V2,O007-FREMLIN-V1,O007-RIGHTS-FREMLIN-DSL,115,Lebesgue measure on R^r,Ukuran Lebesgue pada R^r,admitted,"[""O007-RESOURCE-MT115-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT115-CORRECTION-EVIDENCE""]",authority/fremlin/source/mt1.2011/mt115.tex,28-34,27681,2d6714f1b022932a90c38bc05c11f2f3c25d6fd84e5b51050c331fcbd6367739,675,source/id-ID/mt115.tex,30520,0cadff37a61d891231702b6dac5ab978285d3e55094659f30dd740f656f730a7,717,true,427,"[""115Xa"",""115Xb"",""115Xc"",""115Xd"",""115Xe"",""115Ya"",""115Yb"",""115Yc"",""115Yd"",""115Ye""]",8,"{""basis"":""complete corrected id-ID translation with deterministic stable-ID backend; reader/package build admission is a separate pending gate"",""kind"":""source-derived"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT115-CORRECTION-EVIDENCE""]}",7
1.1.0,unit,O007-FREMLIN-V1-S121,O007-FREMLIN-MT-V1-V2,O007-FREMLIN-V1,O007-RIGHTS-FREMLIN-DSL,121,Measurable functions,Fungsi terukur,admitted,"[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT121-INTAKE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]",authority/fremlin/source/mt1.2011/mt121.tex,35-43,43014,f2b93bf474cccafc75cc2bc76dadbc26e5456e620d21f092cf5fae35e6776484,1057,source/id-ID/mt121.tex,43931,76a5d90e6a647d158d2aecd32eaeaa4384063ef0d09f105c40c49205555a9f53,1103,true,957,"[""121Xa"",""121Xb"",""121Xc"",""121Xd"",""121Xe"",""121Xf"",""121Ya"",""121Yb"",""121Yc"",""121Yd"",""121Ye""]",1,"{""basis"":""complete corrected id-ID translation with deterministic stable-ID backend; reader/package build admission is a separate pending gate"",""kind"":""source-derived"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT121-INTAKE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}",9
1.1.0,unit,O007-FREMLIN-V1-S122,O007-FREMLIN-MT-V1-V2,O007-FREMLIN-V1,O007-RIGHTS-FREMLIN-DSL,122,Definition of the integral,Definisi integral,admitted,"[""O007-RESOURCE-MT122-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT122-INTAKE"",""O007-RESOURCE-MT122-STRUCTURAL-QA"",""O007-RESOURCE-MT122-SEMANTIC-REVIEW""]",authority/fremlin/source/mt1.2011/mt122.tex,43-52,40114,e187da4ddc39d7ed101b8bb6b6ee1af4b1ac6655672f772a3aa5e874feeed701,1071,source/id-ID/mt122.tex,44836,1f48f01de0a61b2f944654aeb8dd05773babaefa26942729c517ac094be12001,1055,true,840,"[""122Xa"",""122Xb"",""122Xc"",""122Xd"",""122Xe"",""122Xf"",""122Xg"",""122Xh"",""122Xi"",""122Ya"",""122Yb"",""122Yc"",""122Yd"",""122Ye"",""122Yf"",""122Yg"",""122Yh"",""122Yi"",""122Yj""]",6,"{""basis"":""complete reviewed id-ID translation with deterministic stable-ID backend; cumulative reader admission passed its separate build, nonvisual, all-page PDF, and browser-visual QA gates"",""kind"":""source-derived"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT122-INTAKE"",""O007-RESOURCE-MT122-STRUCTURAL-QA"",""O007-RESOURCE-MT122-SEMANTIC-REVIEW""]}",10
1.1.0,unit,O007-FREMLIN-V1-S123,O007-FREMLIN-MT-V1-V2,O007-FREMLIN-V1,O007-RIGHTS-FREMLIN-DSL,123,The convergence theorems,Teorema-teorema konvergensi,admitted,"[""O007-RESOURCE-MT123-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT123-INTAKE"",""O007-RESOURCE-MT123-STRUCTURAL-QA"",""O007-RESOURCE-MT123-SEMANTIC-REVIEW""]",authority/fremlin/source/mt1.2011/mt123.tex,52-56,17868,5a1abb103efce40f702cc375e57c7e76387e78c7def15a64fb627d428900d742,458,source/id-ID/mt123.tex,19405,b3077760e581ef8c6781f311ad846497bb9af6d1361767cf2b88fce63667b58c,485,true,337,"[""123Xa"",""123Xb"",""123Xc"",""123Xd"",""123Ya"",""123Yb"",""123Yc"",""123Yd"",""123Ye"",""123Yf""]",3,"{""basis"":""complete reviewed id-ID translation with deterministic stable-ID backend; cumulative reader/package build admitted through exact candidate-reader, all-page PDF, and browser-visual evidence"",""kind"":""source-derived"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT123-INTAKE"",""O007-RESOURCE-MT123-STRUCTURAL-QA"",""O007-RESOURCE-MT123-SEMANTIC-REVIEW""]}",5
1.1.0,unit,O007-FREMLIN-V1-S131,O007-FREMLIN-MT-V1-V2,O007-FREMLIN-V1,O007-RIGHTS-FREMLIN-DSL,131,Measurable subspaces,Subruang terukur,admitted,"[""O007-RESOURCE-MT131-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT131-INTAKE"",""O007-RESOURCE-MT131-PAGINATION"",""O007-RESOURCE-MT131-STRUCTURAL-QA"",""O007-RESOURCE-MT131-SEMANTIC-REVIEW""]",authority/fremlin/source/mt1.2011/mt131.tex,56-58,11811,94ebff73a9a8820a85e852df30088830cfee57e8cfed0fa8244f915e0b88f105,294,source/id-ID/mt131.tex,13512,eb486850c0a7908beaf6954bdc030a654ea2a4a4864411bb15117a2529bff470,329,true,257,"[""131Xa"",""131Xb"",""131Xc"",""131Ya""]",4,"{""basis"":""complete reviewed id-ID translation with deterministic stable-ID backend; cumulative reader/package build admitted through exact candidate-reader, all-page PDF, and browser-visual evidence"",""kind"":""source-derived"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT131-INTAKE"",""O007-RESOURCE-MT131-PAGINATION"",""O007-RESOURCE-MT131-STRUCTURAL-QA"",""O007-RESOURCE-MT131-SEMANTIC-REVIEW""]}",3
1.1.0,unit,O007-FREMLIN-V1-S132,O007-FREMLIN-MT-V1-V2,O007-FREMLIN-V1,O007-RIGHTS-FREMLIN-DSL,132,Outer measures from measures,Ukuran luar dari ukuran,admitted,"[""O007-RESOURCE-MT132-SOURCE""]",authority/fremlin/source/mt1.2011/mt132.tex,59-62,17074,5bb8e80daa8d659ba21fd24c1c123eb17c3f76ac57d4102438acbb2622659ed6,437,source/id-ID/mt132.tex,18431,84da1785a751ab999a41dbbfffab37a91cdd0ae83948d1c341162eae48fbc814,432,true,381,"[""132Xa"",""132Xb"",""132Xc"",""132Xd"",""132Xe"",""132Xf"",""132Xg"",""132Xh"",""132Xi"",""132Xj"",""132Xk"",""132Ya"",""132Yb"",""132Yc"",""132Yd"",""132Ye"",""132Yf""]",5,"{""basis"":""complete S132 target and bounded source authority"",""kind"":""source-derived"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}",4
