schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-S257-FORMULA-0001,O007-FREMLIN-V2-S257,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S257-SEG-257A,1,257A,257A,18,18,622,630,569,577,r\ge 1,r\ge 1,10bc42d96f51887ea400533a0f6b343406ae6bb4aac04938120632d6289e30dc,10bc42d96f51887ea400533a0f6b343406ae6bb4aac04938120632d6289e30dc,48d931adc78b0f862d3435fd812b0154451317701e4ee6ece3563bbd6d25a196,$,,48d931adc78b0f862d3435fd812b0154451317701e4ee6ece3563bbd6d25a196,48d931adc78b0f862d3435fd812b0154451317701e4ee6ece3563bbd6d25a196,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S257-FORMULA-0002,O007-FREMLIN-V2-S257,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S257-SEG-257A,2,257A,257A,19,19,650,657,603,610,\nu_1,\nu_1,e994cd49def5eda18cd2881a88bfdebfa33778ffc9b2645c3f2f6d4811d3826a,e994cd49def5eda18cd2881a88bfdebfa33778ffc9b2645c3f2f6d4811d3826a,e994cd49def5eda18cd2881a88bfdebfa33778ffc9b2645c3f2f6d4811d3826a,$,,e994cd49def5eda18cd2881a88bfdebfa33778ffc9b2645c3f2f6d4811d3826a,e994cd49def5eda18cd2881a88bfdebfa33778ffc9b2645c3f2f6d4811d3826a,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S257-FORMULA-0003,O007-FREMLIN-V2-S257,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S257-SEG-257A,3,257A,257A,19,19,659,666,612,619,\nu_2,\nu_2,c381b1e9f2cf6895476e75dc8ad133c44cf8570dcd189a29086733491289ee94,c381b1e9f2cf6895476e75dc8ad133c44cf8570dcd189a29086733491289ee94,c381b1e9f2cf6895476e75dc8ad133c44cf8570dcd189a29086733491289ee94,$,,c381b1e9f2cf6895476e75dc8ad133c44cf8570dcd189a29086733491289ee94,c381b1e9f2cf6895476e75dc8ad133c44cf8570dcd189a29086733491289ee94,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S257-FORMULA-0004,O007-FREMLIN-V2-S257,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S257-SEG-257A,4,257A,257A,20,20,705,715,658,668,\Bbb R^r,\Bbb R^r,3f1a406096643473870c1e6e22d1a9a801f64f617cc58150f3ee86fba15dffe4,3f1a406096643473870c1e6e22d1a9a801f64f617cc58150f3ee86fba15dffe4,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,$,,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S257-FORMULA-0005,O007-FREMLIN-V2-S257,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S257-SEG-257A,5,257A,257A,20,20,723,732,681,690,\lambda,\lambda,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,$,,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S257-FORMULA-0006,O007-FREMLIN-V2-S257,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S257-SEG-257A,6,257A,257A,21,21,760,782,717,739,\BbbR^r\times\BbbR^r,\BbbR^r\times\BbbR^r,e12d7678343653d7c606f36acd2c8092c1590108f185cf9fe3c924538e0add92,e12d7678343653d7c606f36acd2c8092c1590108f185cf9fe3c924538e0add92,e12d7678343653d7c606f36acd2c8092c1590108f185cf9fe3c924538e0add92,$,,e12d7678343653d7c606f36acd2c8092c1590108f185cf9fe3c924538e0add92,e12d7678343653d7c606f36acd2c8092c1590108f185cf9fe3c924538e0add92,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S257-FORMULA-0007,O007-FREMLIN-V2-S257,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S257-SEG-257A,7,257A,257A,21,21,798,807,755,764,\lambda,\lambda,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,$,,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S257-FORMULA-0008,O007-FREMLIN-V2-S257,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S257-SEG-257A,8,257A,257A,23,23,871,908,845,882,\phi:\BbbR^r\times\BbbR^r\to\BbbR^r,\phi:\BbbR^r\times\BbbR^r\to\BbbR^r,f3c3d10ccafc812cbf31cc014ebb75db31a8e49604240e5b8fc19329e18dbf8c,f3c3d10ccafc812cbf31cc014ebb75db31a8e49604240e5b8fc19329e18dbf8c,f3c3d10ccafc812cbf31cc014ebb75db31a8e49604240e5b8fc19329e18dbf8c,$,,f3c3d10ccafc812cbf31cc014ebb75db31a8e49604240e5b8fc19329e18dbf8c,f3c3d10ccafc812cbf31cc014ebb75db31a8e49604240e5b8fc19329e18dbf8c,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S257-FORMULA-0009,O007-FREMLIN-V2-S257,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S257-SEG-257A,9,257A,257A,24,24,921,936,901,916,"\phi(x,y)=x+y","\phi(x,y)=x+y",8211128045c54a1cc83656ee43b1324447b6831a5767ac884e1a76edf2a08c6d,8211128045c54a1cc83656ee43b1324447b6831a5767ac884e1a76edf2a08c6d,8211128045c54a1cc83656ee43b1324447b6831a5767ac884e1a76edf2a08c6d,$,,8211128045c54a1cc83656ee43b1324447b6831a5767ac884e1a76edf2a08c6d,8211128045c54a1cc83656ee43b1324447b6831a5767ac884e1a76edf2a08c6d,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S257-FORMULA-0010,O007-FREMLIN-V2-S257,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S257-SEG-257A,10,257A,257A,25,25,952,958,931,937,\phi,\phi,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,$,,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
