schema_version,record_type,id,unit_id,rights_id,segment_id,source_anchor,source_label,target_label,source_text,target_text,source_raw_tex_sha256,target_raw_tex_sha256,provenance
1.1.0,result,O007-FREMLIN-V2-S275-RESULT-275D,O007-FREMLIN-V2-S275,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S275-SEG-275D,275D,275D,275D,"\leader{275D}{}\cmmnt{ A large part of the theory of martingales
consists of inequalities of various kinds.   I give two of the most
important, both due to J.L.Doob.   (See also 276Xa-276Xb.)

\medskip

\noindent}{\bf Lemma} Let $(\Omega,\Sigma,\mu)$ be a probability space,
and $\sequencen{X_n}$ a
martingale on $\Omega$.   Fix $n\in\Bbb N$ and set
$X^*=\max(X_0,\ldots,X_n)$.   Then for any $\epsilon>0$,

\Centerline{$\Pr(X^*\ge\epsilon)
\le\Bover1{\epsilon}\Expn(X_n^+)$,}

\noindent writing $X_n^+=\max({0},X_n)$.

","\leader{275D}{}\cmmnt{ Sebagian besar teori martingal terdiri atas berbagai
jenis ketaksamaan. Saya memberikan dua yang paling penting, keduanya berasal
dari J.L.Doob. (Lihat pula 276Xa-276Xb.)

\medskip

\noindent}{\bf Lemma} Misalkan $(\Omega,\Sigma,\mu)$ adalah ruang
probabilitas, dan $\sequencen{X_n}$ suatu martingal pada $\Omega$. Tetapkan
$n\in\Bbb N$ dan $X^*=\max(X_0,\ldots,X_n)$. Maka untuk setiap
$\epsilon>0$,

\Centerline{$\Pr(X^*\ge\epsilon)
\le\Bover1{\epsilon}\Expn(X_n^+)$,}

\noindent dengan $X_n^+=\max({0},X_n)$.

",ac73327c1465065caff4d95cc07f84702fa4f1ebceba9ae926a8c085f725e948,507b35d406f5a4ddf4bf6069982e41c1b404344b745f752868f3575930aba552,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S275-RESULT-275F,O007-FREMLIN-V2-S275,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S275-SEG-275F,275F,275F,275F,"\leader{275F}{Lemma} Let $(\Omega,\Sigma,\mu)$ be a probability space
and $\sequencen{X_n}$ a martingale on $\Omega$.   Suppose that $n\in\Bbb
N$ and that
$a<b$ in $\Bbb R$.   For each $\omega\in\bigcap_{i\le n}\dom X_i$, let
$U(\omega)$ be the number of up-crossings from $a$ to $b$ in the list
$X_0(\omega),\ldots,X_n(\omega)$.   Then

\Centerline{$\Expn(U)\le\Bover1{b-a}\Expn((X_n-X_0)^+)$,}

\noindent writing $(X_n-X_0)^+(\omega)=\max(0,X_n(\omega)-X_0(\omega))$
for $\omega\in\dom X_n\cap\dom X_0$.

","\leader{275F}{Lemma} Misalkan $(\Omega,\Sigma,\mu)$ adalah ruang
probabilitas dan $\sequencen{X_n}$ suatu martingal pada $\Omega$. Anggap bahwa
$n\in\Bbb N$ dan $a<b$ dalam $\Bbb R$. Untuk setiap
$\omega\in\bigcap_{i\le n}\dom X_i$, misalkan $U(\omega)$ adalah banyaknya
pelintasan naik dari $a$ ke $b$ dalam daftar
$X_0(\omega),\ldots,X_n(\omega)$. Maka

\Centerline{$\Expn(U)\le\Bover1{b-a}\Expn((X_n-X_0)^+)$,}

\noindent dengan $(X_n-X_0)^+(\omega)=\max(0,X_n(\omega)-X_0(\omega))$
untuk $\omega\in\dom X_n\cap\dom X_0$.

",0895269b18685f962a1a0e0e064bddc0bd62daee895dfddf78f23fe4ba87505a,d223fde7493ebed270ba73f4078e8379c13d34796317370ff972c034721eac78,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S275-RESULT-275G,O007-FREMLIN-V2-S275,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S275-SEG-275G,275G,275G,275G,"\leader{275G}{}\cmmnt{ We are now ready for the principal theorems of
this section.

\medskip

\noindent}{\bf Doob's Martingale Convergence Theorem} Let
$\sequencen{X_n}$ be a
martingale on a probability space $(\Omega,\Sigma,\mu)$, and suppose
that
$\sup_{n\in\Bbb N}\Expn(|X_n|)<\infty$.   Then
$\lim_{n\to\infty}X_n(\omega)$ is defined in $\Bbb R$ for almost every
$\omega$ in $\Omega$.

","\leader{275G}{}\cmmnt{ Sekarang kita siap untuk teorema-teorema utama dalam
bagian ini.

\medskip

\noindent}{\bf Teorema Konvergensi Martingal Doob} Misalkan
$\sequencen{X_n}$ adalah suatu martingal pada ruang probabilitas
$(\Omega,\Sigma,\mu)$, dan anggap bahwa
$\sup_{n\in\Bbb N}\Expn(|X_n|)<\infty$. Maka
$\lim_{n\to\infty}X_n(\omega)$ terdefinisi dalam $\Bbb R$ untuk hampir
setiap $\omega$ dalam $\Omega$.

",c96a894c75316623a0e4dd4301e20b13a90a4634cfba79f84bd37d988ba52c36,ec12e285d019176cdc07d89856479cf9c186323ac4c9f6606e0e9a28db1625a3,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S275-RESULT-275H,O007-FREMLIN-V2-S275,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S275-SEG-275H,275H,275H,275H,"\leader{275H}{Theorem}
Let $(\Omega,\Sigma,\mu)$ be a probability space, and
$\sequencen{\Sigma_n}$ a non-decreasing sequence of
$\sigma$-subalgebras of $\Sigma$.   Let $\sequencen{X_n}$ be a
martingale adapted to $\sequencen{\Sigma_n}$.   Then the following are
equiveridical:

\quad(i) there is a random variable $X$, of finite expectation, such
that $X_n$ is a conditional expectation of $X$ on $\Sigma_n$ for every
$n$;

\quad (ii) $\{X_n:n\in\Bbb N\}$ is uniformly integrable;

\quad (iii) $X_{\infty}(\omega)=\lim_{n\to\infty}X_n(\omega)$ is defined
in $\Bbb R$ for almost every $\omega$, and
$\Expn(|X_{\infty}|)=\lim_{n\to\infty}\Expn(|X_n|)<\infty$.

","\leader{275H}{Teorema}
Misalkan $(\Omega,\Sigma,\mu)$ adalah ruang probabilitas, dan
$\sequencen{\Sigma_n}$ barisan subaljabar-sigma dari $\Sigma$ yang tak
menurun. Misalkan $\sequencen{X_n}$ adalah martingal yang teradaptasi terhadap
$\sequencen{\Sigma_n}$. Maka pernyataan berikut ekuivalen:

\quad(i) terdapat variabel acak $X$, dengan ekspektasi berhingga, sedemikian
sehingga $X_n$ adalah suatu ekspektasi bersyarat dari $X$ pada $\Sigma_n$
untuk setiap $n$;

\quad (ii) $\{X_n:n\in\Bbb N\}$ terintegralkan secara seragam;

\quad (iii) $X_{\infty}(\omega)=\lim_{n\to\infty}X_n(\omega)$ terdefinisi
dalam $\Bbb R$ untuk hampir setiap $\omega$, dan
$\Expn(|X_{\infty}|)=\lim_{n\to\infty}\Expn(|X_n|)<\infty$.

",32d8aa6b215681c28087d282e9c66c424248dc0abc63d81dcc55405c8af81374,efdd2bb86a1e09d4925abf29ad6ad31f96683d727ea97b2b20a93935e05f5b07,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S275-RESULT-275I,O007-FREMLIN-V2-S275,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S275-SEG-275I,275I,275I,275I,"\leader{275I}{Theorem} Let $(\Omega,\Sigma,\mu)$ be a probability space,
and $\sequencen{\Sigma_n}$ a non-decreasing sequence of
$\sigma$-subalgebras of $\Sigma$;  write $\Sigma_{\infty}$ for the
$\sigma$-algebra generated by $\bigcup_{n\in\Bbb N}\Sigma_n$.   Let $X$
be any real-valued random variable on $\Omega$ with finite expectation,
and for each $n\in\Bbb N$ let $X_n$ be a conditional expectation of $X$
on $\Sigma_n$.   Then $X_{\infty}(\omega)=\lim_{n\to\infty}X_n(\omega)$
is defined almost everywhere;
$\lim_{n\to\infty}\Expn(|X_{\infty}-X_n|)=0$, and $X_{\infty}$ is a
conditional expectation of $X$ on $\Sigma_{\infty}$.

","\leader{275I}{Teorema} Misalkan $(\Omega,\Sigma,\mu)$ adalah ruang
probabilitas, dan $\sequencen{\Sigma_n}$ barisan subaljabar-sigma dari
$\Sigma$ yang tak menurun; tuliskan $\Sigma_{\infty}$ untuk aljabar-sigma yang
dibangkitkan oleh $\bigcup_{n\in\Bbb N}\Sigma_n$. Misalkan $X$ adalah
sebarang variabel acak bernilai real pada $\Omega$ dengan ekspektasi berhingga,
dan untuk setiap $n\in\Bbb N$ misalkan $X_n$ adalah suatu ekspektasi bersyarat
dari $X$ pada $\Sigma_n$. Maka
$X_{\infty}(\omega)=\lim_{n\to\infty}X_n(\omega)$ terdefinisi hampir di
mana-mana; $\lim_{n\to\infty}\Expn(|X_{\infty}-X_n|)=0$, dan $X_{\infty}$
adalah suatu ekspektasi bersyarat dari $X$ pada $\Sigma_{\infty}$.

",634d194b4f246f433bd85306a35b72a9cf45b7b740a1dbd96540d28cadd3dc81,00a5818dd598a276f0035be18aa121b3231bb71c1eca9b9ab6de63396badc5e4,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S275-RESULT-275J,O007-FREMLIN-V2-S275,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S275-SEG-275J,*275J,*275J,*275J,"\leader{*275J}{}\cmmnt{ As a corollary of this theorem I give an
important result, a kind of density theorem for product measures.

\medskip

\noindent}{\bf Proposition} Let $\sequencen{(\Omega_n,\Sigma_n,\mu_n)}$
be a sequence of probability spaces with product $(\Omega,\Sigma,\mu)$.
Let $X$ be a real-valued random variable on $\Omega$ with finite
expectation.   For each $n\in\Bbb N$ define $X_n$ by setting

\Centerline{$X_n(\pmb{\omega})
=\int X(\omega_0,\ldots,\omega_n,\xi_{n+1},\ldots)d(\xi_{n+1},\ldots)$}

\noindent wherever this is defined, where I write
`$\int\ldots d(\xi_{n+1},\ldots)$' to mean integration with respect to
the product measure $\lambda'_n$ on $\prod_{i\ge n+1}\Omega_i$.   Then
$X(\pmb{\omega})=\lim_{n\to\infty}X_n(\pmb{\omega})$ for almost every
$\pmb{\omega}=(\omega_0,\omega_1,\ldots)$ in $\Omega$, and
$\lim_{n\to\infty}\Expn(|X-X_n|)=0$.

","\leader{*275J}{}\cmmnt{ Sebagai akibat teorema ini saya memberikan hasil
penting, sejenis teorema kepadatan untuk ukuran produk.

\medskip

\noindent}{\bf Proposisi} Misalkan
$\sequencen{(\Omega_n,\Sigma_n,\mu_n)}$ adalah barisan ruang probabilitas
dengan produk $(\Omega,\Sigma,\mu)$. Misalkan $X$ adalah variabel acak
bernilai real pada $\Omega$ dengan ekspektasi berhingga. Untuk setiap
$n\in\Bbb N$ definisikan $X_n$ dengan menetapkan

\Centerline{$X_n(\pmb{\omega})
=\int X(\omega_0,\ldots,\omega_n,\xi_{n+1},\ldots)d(\xi_{n+1},\ldots)$}

\noindent di mana pun ini terdefinisi, dengan saya menulis
`$\int\ldots d(\xi_{n+1},\ldots)$' untuk menyatakan integrasi terhadap
ukuran produk $\lambda'_n$ pada $\prod_{i\ge n+1}\Omega_i$. Maka
$X(\pmb{\omega})=\lim_{n\to\infty}X_n(\pmb{\omega})$ untuk hampir setiap
$\pmb{\omega}=(\omega_0,\omega_1,\ldots)$ dalam $\Omega$, dan
$\lim_{n\to\infty}\Expn(|X-X_n|)=0$.

",e4cdbcc92dc0f1be2b96065cec5a477918c8cea86f29778e96d3e1a713bc94a0,76a4edda66b66919fac4fcec209f57f882c65be416448658f562e8d566b52d1b,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S275-RESULT-275K,O007-FREMLIN-V2-S275,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S275-SEG-275K,275K,275K,275K,"\leader{275K}{Reverse \dvrocolon{martingales}}\cmmnt{ We have a result
corresponding to 275I for {\it decreasing} sequences of
$\sigma$-algebras.   While this is used less often than
275G-275I, %275G 275H 275I
it does have very important applications.

\medskip

\noindent}{\bf Theorem} Let $(\Omega,\Sigma,\mu)$ be a probability
space, and $\sequencen{\Sigma_n}$ a non-increasing sequence of
$\sigma$-subalgebras of $\Sigma$, with intersection $\Sigma_{\infty}$.
Let $X$ be any real-valued random variable with finite expectation, and
for each $n\in\Bbb N$ let $X_n$ be a conditional expectation of $X$ on
$\Sigma_n$.   Then $X_{\infty}=\lim_{n\to\infty}X_n$ is defined almost
everywhere and is a conditional expectation of $X$ on $\Sigma_{\infty}$.

","\leader{275K}{Martingal \dvrocolon{terbalik}}\cmmnt{ Kita mempunyai hasil
yang bersesuaian dengan 275I untuk barisan aljabar-sigma yang {\it menurun}.
Meskipun lebih jarang digunakan daripada 275G-275I, %275G 275H 275I
hasil ini mempunyai penerapan yang sangat penting.

\medskip

\noindent}{\bf Teorema} Misalkan $(\Omega,\Sigma,\mu)$ adalah ruang
probabilitas, dan $\sequencen{\Sigma_n}$ barisan subaljabar-sigma dari
$\Sigma$ yang tak menaik, dengan irisan $\Sigma_{\infty}$. Misalkan $X$
adalah sebarang variabel acak bernilai real dengan ekspektasi berhingga, dan
untuk setiap $n\in\Bbb N$ misalkan $X_n$ adalah suatu ekspektasi bersyarat
dari $X$ pada $\Sigma_n$. Maka
$X_{\infty}=\lim_{n\to\infty}X_n$ terdefinisi hampir di mana-mana dan
merupakan suatu ekspektasi bersyarat dari $X$ pada $\Sigma_{\infty}$.

",b59466330e77419493ed22d1a3b13a0a8f22215b89531b8af85896fab39ce844,72765aec19beb3705a2513112c2b42f86798e9eb622e605a5c5bfd119b8eba34,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S275-RESULT-275N,O007-FREMLIN-V2-S275,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S275-SEG-275N,275N,275N,275N,"\leader{275N}{Lemma} Let $(\Omega,\Sigma,\mu)$ be a complete probability
space, and $\sequencen{\Sigma_n}$ a non-decreasing sequence of
$\sigma$-subalgebras of $\Sigma$.   Suppose that $\tau$ and $\tau'$ are
stopping times on $\Omega$, and $\sequencen{X_n}$ a martingale, all
adapted to $\sequencen{\Sigma_n}$.

(a) The family

\Centerline{$\tilde\Sigma_{\tau}
=\{E:E\in\Sigma,\,E\cap\{\omega:\tau(\omega)\le n\}\in\Sigma_n$ for
every $n\in\Bbb N\}$}

\noindent is a $\sigma$-subalgebra of $\Sigma$.

(b) If $\tau(\omega)\le\tau'(\omega)$ for every
$\omega$, then $\tilde\Sigma_{\tau}\subseteq\tilde\Sigma_{\tau'}$.

(c) Now suppose that $\tau$ is finite almost everywhere.   Set

\Centerline{$\tilde X_{\tau}(\omega)=X_{\tau(\omega)}(\omega)$}

\noindent whenever $\tau(\omega)<\infty$ and
$\omega\in\dom X_{\tau(\omega)}$.   Then
$\dom\tilde X_{\tau}\in\tilde\Sigma_{\tau}$ and $\tilde X_{\tau}$ is
$\tilde\Sigma_{\tau}$-measurable.

(d) If $\tau$ is essentially bounded, that is, there is some
$m\in\Bbb N$ such that $\tau\le m$ almost everywhere, then
$\Expn(\tilde X_{\tau})$ exists and is equal to $\Expn(X_0)$.

(e) If $\tau\le\tau'$ almost everywhere, and $\tau'$ is essentially
bounded, then $\tilde X_{\tau}$ is a conditional expectation of
$\tilde X_{\tau'}$ on $\tilde\Sigma_{\tau}$.

","\leader{275N}{Lemma} Misalkan $(\Omega,\Sigma,\mu)$ adalah ruang
probabilitas lengkap, dan $\sequencen{\Sigma_n}$ barisan subaljabar-sigma dari
$\Sigma$ yang tak menurun. Anggap bahwa $\tau$ dan $\tau'$ adalah waktu henti
pada $\Omega$, dan $\sequencen{X_n}$ suatu martingal, semuanya teradaptasi
terhadap $\sequencen{\Sigma_n}$.

(a) Keluarga

\Centerline{$\tilde\Sigma_{\tau}
=\{E:E\in\Sigma,\,E\cap\{\omega:\tau(\omega)\le n\}\in\Sigma_n$ untuk
setiap $n\in\Bbb N\}$}

\noindent adalah subaljabar-sigma dari $\Sigma$.

(b) Jika $\tau(\omega)\le\tau'(\omega)$ untuk setiap $\omega$, maka
$\tilde\Sigma_{\tau}\subseteq\tilde\Sigma_{\tau'}$.

(c) Sekarang anggap bahwa $\tau$ berhingga hampir di mana-mana. Tetapkan

\Centerline{$\tilde X_{\tau}(\omega)=X_{\tau(\omega)}(\omega)$}

\noindent kapan pun $\tau(\omega)<\infty$ dan
$\omega\in\dom X_{\tau(\omega)}$. Maka
$\dom\tilde X_{\tau}\in\tilde\Sigma_{\tau}$ dan $\tilde X_{\tau}$ terukur
terhadap $\tilde\Sigma_{\tau}$.

(d) Jika $\tau$ terbatas secara esensial, yakni, terdapat suatu
$m\in\Bbb N$ sedemikian sehingga $\tau\le m$ hampir di mana-mana, maka
$\Expn(\tilde X_{\tau})$ ada dan sama dengan $\Expn(X_0)$.

(e) Jika $\tau\le\tau'$ hampir di mana-mana, dan $\tau'$ terbatas secara
esensial, maka $\tilde X_{\tau}$ adalah suatu ekspektasi bersyarat dari
$\tilde X_{\tau'}$ pada $\tilde\Sigma_{\tau}$.

",2bcbb727cc93717829d1d5eede195435e6c95883deed67dccef4065ef9bc69b3,83d0353c8de1803763def91ca909814bd9bc921e77329c07629dc389a242b130,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S275-RESULT-275O,O007-FREMLIN-V2-S275,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S275-SEG-275O,275O,275O,275O,"\leader{275O}{Proposition} Let $\sequencen{X_n}$ be a martingale and
$\tau$ a stopping time, both adapted to the same sequence
$\sequencen{\Sigma_n}$ of
$\sigma$-algebras.   For each $n$, set $(\tau\wedge
n)(\omega)=\min(\tau(\omega),n)$ for $\omega\in\Omega$;  then
$\tau\wedge n$ is a stopping time, and $\sequencen{\tilde X_{\tau\wedge
n}}$ is a martingale
adapted to $\sequencen{\tilde\Sigma_{\tau\wedge n}}$, defining
$\tilde X_{\tau\wedge n}$ and $\tilde\Sigma_{\tau\wedge n}$ as in 275N.

","\leader{275O}{Proposisi} Misalkan $\sequencen{X_n}$ adalah martingal dan
$\tau$ suatu waktu henti, keduanya teradaptasi terhadap barisan aljabar-sigma
$\sequencen{\Sigma_n}$ yang sama. Untuk setiap $n$, tetapkan
$(\tau\wedge n)(\omega)=\min(\tau(\omega),n)$ untuk $\omega\in\Omega$; maka
$\tau\wedge n$ adalah waktu henti, dan $\sequencen{\tilde X_{\tau\wedge n}}$
adalah martingal yang teradaptasi terhadap
$\sequencen{\tilde\Sigma_{\tau\wedge n}}$, dengan
$\tilde X_{\tau\wedge n}$ dan $\tilde\Sigma_{\tau\wedge n}$ didefinisikan
seperti dalam 275N.

",a5e2a77ea5d6c84147466b5cf2b36c4a946206dba7daa28e4d04fa9cf7276df3,201774024a5ae4ec5c0e98f38f47c2e92bb573183e806fcd45841e75c3545e61,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S275-RESULT-275P,O007-FREMLIN-V2-S275,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S275-SEG-275P,275P,275P,275P,"\leader{275P}{Corollary} Suppose that $(\Omega,\Sigma,\mu)$ is a
probability space and $\sequencen{X_n}$ is a martingale on $\Omega$ such
that $W=\sup_{n\in\Bbb N}|X_{n+1}-X_n|$ is finite almost everywhere and
has finite expectation.   Then for almost every $\omega\in\Omega$,
either $\lim_{n\to\infty}X_n(\omega)$ exists in $\Bbb R$ or
$\sup_{n\in\Bbb N}X_n(\omega)=\infty$ and $\inf_{n\in\Bbb
N}X_n(\omega)=-\infty$.

","\leader{275P}{Akibat} Anggap bahwa $(\Omega,\Sigma,\mu)$ adalah ruang
probabilitas dan $\sequencen{X_n}$ suatu martingal pada $\Omega$ sedemikian
sehingga $W=\sup_{n\in\Bbb N}|X_{n+1}-X_n|$ berhingga hampir di mana-mana dan
mempunyai ekspektasi berhingga. Maka untuk hampir setiap $\omega\in\Omega$,
entah $\lim_{n\to\infty}X_n(\omega)$ ada dalam $\Bbb R$, atau
$\sup_{n\in\Bbb N}X_n(\omega)=\infty$ dan
$\inf_{n\in\Bbb N}X_n(\omega)=-\infty$.

",1c6ab38d9afb800c8ddee422c0338cfb204a7aa3735ae3385db2a6e46693cf8f,10936f3f5e741f329119b3f3bc3b67b427c348647b6c7fe53cbba82b89d38251,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
