schema_version,record_type,id,unit_id,rights_id,segment_id,exercise_id,source_anchor,semantic_anchor,source_line_start,target_line_start,source_text,target_text,source_raw_tex_sha256,target_raw_tex_sha256,hint_ordinal,provenance
1.1.0,hint,O007-FREMLIN-V2-S284-HINT-284XB-01,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S284-SEG-284XB,O007-FREMLIN-V2-S284-EXERCISE-284XB,284Xb,284Xb,1273,1163,take them to be \Ft s of suitable test functions.,Ambil keduanya sebagai \Ft\ dari fungsi-fungsi uji yang sesuai.,12a07d89ba56b159fe3b3cbe848a76a5b1545bc9fc3d354d648656d5c7aecf8d,6bf35fabf1628c67ad5a37542ed263dd4328931b98d830dbc9df621a1ddc5d6d,1,"{""basis"":""active Hint macro associated with source segment 284Xb"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S284-HINT-284XE-01,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S284-SEG-284XE,O007-FREMLIN-V2-S284-EXERCISE-284XE,284Xe,284Xe,1312,1199,"show that the Fourier transform of $f*h$ is a test
function.",Tunjukkan bahwa transformasi Fourier dari $f*h$ adalah fungsi uji.,0f5e39c04f41432ce1cc4582d1480d257a59ff01521c747e2734ecd916742976,af555868ab0bc4291b0b83183c59c6525cffd156eb461845821a8405f7a0cb78,1,"{""basis"":""active Hint macro associated with source segment 284Xe"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S284-HINT-284XF-01,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S284-SEG-284XF,O007-FREMLIN-V2-S284-EXERCISE-284XF,284Xf,284Xf,1321,1205,"set $g(x)=f(x)+f(-x)$.   Use 224J to show that if $0\le a\le b$
then $|\int_a^bg(x)e^{-\epsilon x^2}dx|\le\sup_{c\in[a,b]}|\int_a^cg|$,
so that $\lim_{a\to\infty}\int_0^ag(x)e^{-\epsilon x^2}dx$ exists
uniformly in $\epsilon$, while
$\lim_{\epsilon\downarrow 0}\int_0^ag(x)e^{-\epsilon x^2}dx
=\int_0^ag$ for every $a\ge 0$.","Tetapkan $g(x)=f(x)+f(-x)$. Gunakan 224J untuk
menunjukkan bahwa jika $0\le a\le b$, maka
$|\int_a^bg(x)e^{-\epsilon x^2}dx|\le\sup_{c\in[a,b]}|\int_a^cg|$, sehingga
$\lim_{a\to\infty}\int_0^ag(x)e^{-\epsilon x^2}dx$ ada secara seragam terhadap
$\epsilon$, sementara $\lim_{\epsilon\downarrow 0}\int_0^ag(x)e^{-\epsilon x^2}dx
=\int_0^ag$ untuk setiap $a\ge 0$.",dc17b70d81393405e54cae13e474226b1a0cee02c944e62ae1a43df0c4af07e8,975fa9d6627e23828ddadd11b8f1f3db589445deb5a30d537ad941f28828699f,1,"{""basis"":""active Hint macro associated with source segment 284Xf"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S284-HINT-284XG-01,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S284-SEG-284XG,O007-FREMLIN-V2-S284-EXERCISE-284XG,284Xg,284Xg,1337,1219,"284Xf, 284M.","284Xf, 284M.",3881119245fb6b43821d607bb8fd790a36d1e1d864b6928484dbb7bf22b4eff4,3881119245fb6b43821d607bb8fd790a36d1e1d864b6928484dbb7bf22b4eff4,1,"{""basis"":""active Hint macro associated with source segment 284Xg"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S284-HINT-284XK-01,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S284-SEG-284XK,O007-FREMLIN-V2-S284-EXERCISE-284XK,284Xk,284Xk,1365,1243,"express $f$ as $f_1+f_2$, where $f_1$ is integrable and
$f_2$ is square-integrable.","Nyatakan $f$ sebagai $f_1+f_2$, dengan $f_1$ terintegralkan dan
$f_2$ terintegralkan-kuadrat.",4550e1d859654d913ccb067e707d5cc50a45a0c73763613dcbf70660e1569ad3,abbf526178a8e04440792cc3a2be5c409709cd370281fa85f246370061d011c8,1,"{""basis"":""active Hint macro associated with source segment 284Xk"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S284-HINT-284XL-01,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S284-SEG-284XL,O007-FREMLIN-V2-S284-EXERCISE-284XL,284Xl,284Xl,1380,1258,"find the
inverse Fourier transform of $y\mapsto e^{-ixy}\chi[-a,a](y)$, and use
284Ob.","Temukan transformasi
Fourier invers dari $y\mapsto e^{-ixy}\chi[-a,a](y)$, lalu gunakan 284Ob.",1b9197c7b0f33775ab7d1ef7aad165daa5df4406c2e981479fc5349431728482,ee0634b01a27e895cd529855cb40c9cddb7462273b6377da8b6bf69ac96d9a8b,1,"{""basis"":""active Hint macro associated with source segment 284Xl"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S284-HINT-284XQ-01,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S284-SEG-284XQ,O007-FREMLIN-V2-S284-EXERCISE-284XQ,284Xq,284Xq,1444,1315,283Da.,283Da.,cfa04b45f794fd565cbf452c92a441664d53a69fc3a9c8bdd4e3893a3d5ea8bf,cfa04b45f794fd565cbf452c92a441664d53a69fc3a9c8bdd4e3893a3d5ea8bf,1,"{""basis"":""active Hint macro associated with source segment 284Xq"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S284-HINT-284XR-01,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S284-SEG-284XR,O007-FREMLIN-V2-S284-EXERCISE-284XR,284Xr,284Xr,1478,1349,255G will help with the last.,Hasil 255G akan membantu untuk batas terakhir.,94edf50a35ed71407ec4b16391706a6d67a1f31a6f75c11b98abba6939489ba8,917e20c5c83267459bb79b4c7bed7e03e96b9a327ea53001066c6bbdec972b0f,1,"{""basis"":""active Hint macro associated with source segment 284Xr"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S284-HINT-284YC-01,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S284-SEG-284YC,O007-FREMLIN-V2-S284-EXERCISE-284YC,284Yc,284Yc,1517,1383,"set
$\theta=\chi[c,d]$.   Show that both sides are
$\lim_{\sigma\to\infty}\int f\times(\theta*\psi_{1/\sigma})$, defining
$\psi_{\sigma}$ as in 283N and 284L.","Tetapkan
$\theta=\chi[c,d]$. Tunjukkan bahwa kedua ruas sama dengan
$\lim_{\sigma\to\infty}\int f\times(\theta*\psi_{1/\sigma})$, dengan
$\psi_{\sigma}$ didefinisikan seperti dalam 283N dan 284L.",476de4b85aaeeb01d4ac2d496264f11cd651543d4bb46a862289b0471057ef5d,c3121b104963ef22eb881d6398f2d5302d3d0e02c9daabed268315a29bf231bc,1,"{""basis"":""active Hint macro associated with source segment 284Yc"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S284-HINT-284YD-01,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S284-SEG-284YD,O007-FREMLIN-V2-S284-EXERCISE-284YD,284Yd,284Yd,1526,1391,"283Ye, 284Yc.","283Ye, 284Yc.",2bfa4a0be783fbf2a7a374a9d80b735116d3d48fc162d20768e97e2e02efe1fc,2bfa4a0be783fbf2a7a374a9d80b735116d3d48fc162d20768e97e2e02efe1fc,1,"{""basis"":""active Hint macro associated with source segment 284Yd"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S284-HINT-284YG-01,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S284-SEG-284YG,O007-FREMLIN-V2-S284-EXERCISE-284YG,284Yg,284Yg,1573,1433,"284Xl(i), 282Da.","284Xl(i), 282Da.",04086a3245c7009935e5750559b688d639f1bd8597ad660e3d41bf7a80961caf,04086a3245c7009935e5750559b688d639f1bd8597ad660e3d41bf7a80961caf,1,"{""basis"":""active Hint macro associated with source segment 284Yg"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S284-HINT-284YH-01,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S284-SEG-284YH,O007-FREMLIN-V2-S284-EXERCISE-284YH,284Yh,284Yh,1578,1437,"reduce to the case $M=\pi$.   Looking at the Fourier
series of $f\restr\ocint{-\pi,\pi}$, show that $f$ is expressible in the
form $f(x)=\sum_{k=-m}^mc_ke^{ikx}$ for almost every
$x\in\ocint{-\pi,\pi}$.   Now compute $\varhatf(2n+\bover12)$ for large
$n$.","Reduksikan ke kasus $M=\pi$. Dengan menelaah deret Fourier
dari $f\restr\ocint{-\pi,\pi}$, tunjukkan bahwa $f$ dapat dinyatakan sebagai
$f(x)=\sum_{k=-m}^mc_ke^{ikx}$ untuk hampir setiap
$x\in\ocint{-\pi,\pi}$. Kemudian hitung $\varhatf(2n+\bover12)$ untuk $n$
besar.",b592dfb8df68d307e4edc815001a83026147af2237dbf47e80f8ed6398967c21,c99b7874723c41135d08dfbf182b8ce44fa8b19d581b184e17575ee402c92499,1,"{""basis"":""active Hint macro associated with source segment 284Yh"",""kind"":""source-derived-hint-map""}"
