schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-APP-2A1-FORMULA-0001,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-A,1,2A1A-a,2A1A-a,45,45,1933,1936,2048,2051,P,P,5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2,5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2,5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2,$,5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2,5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A1-FORMULA-0002,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-A,2,2A1A-a,2A1A-a,45,45,1962,1967,2073,2078,\le,\le,7a03384e6e8b85197651452d5bfaff72559b1af11aedb271b10f67c1c4e9154e,7a03384e6e8b85197651452d5bfaff72559b1af11aedb271b10f67c1c4e9154e,7a03384e6e8b85197651452d5bfaff72559b1af11aedb271b10f67c1c4e9154e,$,7a03384e6e8b85197651452d5bfaff72559b1af11aedb271b10f67c1c4e9154e,7a03384e6e8b85197651452d5bfaff72559b1af11aedb271b10f67c1c4e9154e,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A1-FORMULA-0003,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-A,3,2A1A-a,2A1A-a,45,45,1971,1974,2084,2087,P,P,5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2,5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2,5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2,$,5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2,5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A1-FORMULA-0004,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-A,4,2A1A-a,2A1A-a,47,48,2003,2011,2121,2129,p\le q,p\le q,4d687547f544097c02c7db64e784cba8bace47ae3de68decefa4f9ca89d47b66,4d687547f544097c02c7db64e784cba8bace47ae3de68decefa4f9ca89d47b66,c720db5ae16558075ca5113a02a33365c096bea81e8879460a109f2b92c1c087,$,c720db5ae16558075ca5113a02a33365c096bea81e8879460a109f2b92c1c087,c720db5ae16558075ca5113a02a33365c096bea81e8879460a109f2b92c1c087,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A1-FORMULA-0005,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-A,5,2A1A-a,2A1A-a,47,48,2016,2024,2134,2142,q\le r,q\le r,5c7400b6f66649779042e8c7d119f4395414ad43be2cbcff8ad1014d4bd0a868,5c7400b6f66649779042e8c7d119f4395414ad43be2cbcff8ad1014d4bd0a868,696fb16088ce809c4a3e9b61f6d381e434952cbd4dc4236725954ca373c90922,$,696fb16088ce809c4a3e9b61f6d381e434952cbd4dc4236725954ca373c90922,696fb16088ce809c4a3e9b61f6d381e434952cbd4dc4236725954ca373c90922,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A1-FORMULA-0006,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-A,6,2A1A-a,2A1A-a,47,48,2030,2038,2149,2157,p\le r,p\le r,7123127aa7753eb6b0f53d4423d95d3fe3c9785d922d41a0753b4bdff6df5b14,7123127aa7753eb6b0f53d4423d95d3fe3c9785d922d41a0753b4bdff6df5b14,1812b86dd3aeeb24fef6fd31ffdba14817eabebc617ace00a37aaa3455aa49aa,$,1812b86dd3aeeb24fef6fd31ffdba14817eabebc617ace00a37aaa3455aa49aa,1812b86dd3aeeb24fef6fd31ffdba14817eabebc617ace00a37aaa3455aa49aa,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A1-FORMULA-0007,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-A,7,2A1A-a,2A1A-a,49,50,2048,2056,2160,2168,p\le p,p\le p,e255739c1d11f609bdb953837cde791d5ba13a5c09cccada00d8cbe13e724542,e255739c1d11f609bdb953837cde791d5ba13a5c09cccada00d8cbe13e724542,228b404af0fc56f419fd73b8671ec7657f45b3cc58d59de3d105755142b28dda,$,228b404af0fc56f419fd73b8671ec7657f45b3cc58d59de3d105755142b28dda,228b404af0fc56f419fd73b8671ec7657f45b3cc58d59de3d105755142b28dda,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A1-FORMULA-0008,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-A,8,2A1A-a,2A1A-a,49,50,2067,2075,2182,2190,p\in P,p\in P,edde33fa52a74e0fc8aced025face0850399f570a57b044175bf53f003baa6e0,edde33fa52a74e0fc8aced025face0850399f570a57b044175bf53f003baa6e0,763eaeb9dd1e638d9f423e77d31ad7233a04dfb1977f59790e47856e255bde96,$,763eaeb9dd1e638d9f423e77d31ad7233a04dfb1977f59790e47856e255bde96,763eaeb9dd1e638d9f423e77d31ad7233a04dfb1977f59790e47856e255bde96,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A1-FORMULA-0009,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-A,9,2A1A-a,2A1A-a,51,52,2088,2096,2198,2206,p\le q,p\le q,4d687547f544097c02c7db64e784cba8bace47ae3de68decefa4f9ca89d47b66,4d687547f544097c02c7db64e784cba8bace47ae3de68decefa4f9ca89d47b66,c720db5ae16558075ca5113a02a33365c096bea81e8879460a109f2b92c1c087,$,c720db5ae16558075ca5113a02a33365c096bea81e8879460a109f2b92c1c087,c720db5ae16558075ca5113a02a33365c096bea81e8879460a109f2b92c1c087,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A1-FORMULA-0010,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-A,10,2A1A-a,2A1A-a,51,52,2101,2109,2211,2219,q\le p,q\le p,41291023a5af9dd631c9029031471e4c3dbcbc0f849c3ded01d8e947377b37ab,41291023a5af9dd631c9029031471e4c3dbcbc0f849c3ded01d8e947377b37ab,053c6a5b025815fce1542def9e7c408734dd2d08672802135b535f16e562704b,$,053c6a5b025815fce1542def9e7c408734dd2d08672802135b535f16e562704b,053c6a5b025815fce1542def9e7c408734dd2d08672802135b535f16e562704b,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
