schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,semantic_anchor,source_text,target_text,source_raw_tex_sha256,target_raw_tex_sha256,importance,importance_basis,provenance
1.1.0,exercise,O007-FREMLIN-V1-S122-EXERCISE-122XA,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122XA,1,122X,122Xa,"\leader{122X}{Basic exercises (a)} Let $(X,\Sigma,\mu)$ be a measure
space.   (i)
Show that if $f:X\to\Bbb R$ is simple so is $|f|$, setting
$|f|(x)=|f(x)|$ for
$x\in\dom f=X$.  (ii) Show that if $f$, $g:X\to\Bbb R$ are simple
functions so are $f\vee g$ and $f\wedge g$, as defined in 121Xb.
%122D

","\leader{122X}{Latihan dasar (a)} Misalkan $(X,\Sigma,\mu)$ suatu ruang
ukur. (i) Tunjukkan bahwa jika $f:X\to\Bbb R$ adalah fungsi sederhana,
maka $|f|$ juga sederhana, dengan menetapkan $|f|(x)=|f(x)|$ untuk
$x\in\dom f=X$. (ii) Tunjukkan bahwa jika $f$, $g:X\to\Bbb R$ adalah
fungsi-fungsi sederhana, maka $f\vee g$ dan $f\wedge g$, sebagaimana
didefinisikan dalam 121Xb, juga sederhana.
%122D

",0aa8ba262ae702eb49ea252946a90835f5a7efd11a649de61915d7bfd9fbf86d,9ed0dc6c2ee9093d5c8a9daf38873ab324cede87f69739b6caa1bdc56a326b4d,false,no source importance mark,"{""basis"":""complete exercise prompt with active Hint arguments separated into first-class records"",""kind"":""source-derived-exercise-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,exercise,O007-FREMLIN-V1-S122-EXERCISE-122XB,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122XB,2,122Xb,122Xb,"\sqheader 122Xb Let $(X,\Sigma,\mu)$ be a measure space and $f$
a real-valued function which is integrable over $X$.   Show that for
every $\epsilon>0$ there is a simple function $g:X\to\Bbb R$ such that
$\int|f-g|\le\epsilon$.   
%122O

","\sqheader 122Xb Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur dan $f$
suatu fungsi bernilai real yang terintegralkan pada $X$. Tunjukkan bahwa
untuk setiap $\epsilon>0$ terdapat fungsi sederhana $g:X\to\Bbb R$
sedemikian sehingga $\int|f-g|\le\epsilon$. 
%122O

",816480a8a77d1874c51871fbd0f6bae08c79db09ac9f497f6924f0ddb5f05f23,25f50df606d9042186eaa4a61bfc29d2cf1242a711e49f5e6133e2f98e75f441,true,source importance mark,"{""basis"":""complete exercise prompt with active Hint arguments separated into first-class records"",""kind"":""source-derived-exercise-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,exercise,O007-FREMLIN-V1-S122-EXERCISE-122XC,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122XC,3,122Xc,122Xc,"\spheader 122Xc Let $(X,\Sigma,\mu)$ be a measure space, and
write $\eusm L^1$ for the set of all real-valued functions which are
integrable over $X$.   Let $\Phi\subseteq\eusm L^1$ be such that

\inset{(i) $\chi E\in\Phi$ whenever $E\in\Sigma$ and $\mu E<\infty$;

(ii) $f+g\in\Phi$ for all $f$, $g\in\Phi$;

(iii) $cf\in\Phi$ whenever $c\in\Bbb R$, $f\in\Phi$;

(iv) $f\in\Phi$ whenever $f\in\eusm L^1$ is such that there is a
non-decreasing sequence $\sequencen{f_n}$ in $\Phi$ for which
$\lim_{n\to\infty}f_n=f$ almost everywhere.}

\noindent Show that $\Phi=\eusm L^1$.
%122O

","\spheader 122Xc Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur, dan tuliskan
$\eusm L^1$ untuk himpunan semua fungsi bernilai real yang terintegralkan
atas $X$. Misalkan $\Phi\subseteq\eusm L^1$ sedemikian sehingga

\inset{(i) $\chi E\in\Phi$ setiap kali $E\in\Sigma$ dan
$\mu E<\infty$;

(ii) $f+g\in\Phi$ untuk semua $f$, $g\in\Phi$;

(iii) $cf\in\Phi$ setiap kali $c\in\Bbb R$, $f\in\Phi$;

(iv) $f\in\Phi$ setiap kali $f\in\eusm L^1$ sedemikian sehingga terdapat
barisan tak-menurun $\sequencen{f_n}$ di dalam $\Phi$ dengan
$\lim_{n\to\infty}f_n=f$ hampir di mana-mana.}

\noindent Tunjukkan bahwa $\Phi=\eusm L^1$.
%122O

",e47cd79864b42559f1e8582efcb8b1b7b4459cb92706165231b0ad17d34f61b8,83b402e20aef446162ff84e07f60f86de33a6305a91c9fa7c164ee45c0307c41,false,no source importance mark,"{""basis"":""complete exercise prompt with active Hint arguments separated into first-class records"",""kind"":""source-derived-exercise-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,exercise,O007-FREMLIN-V1-S122-EXERCISE-122XD,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122XD,4,122Xd,122Xd,"\sqheader 122Xd Let $\mu$ be counting measure on $\Bbb N$ (112Bd).
Show that a function $f:\Bbb N\to\Bbb R$ (that is, a sequence
$\sequencen{f(n)}$) is $\mu$-integrable iff it is absolutely summable,
and in this case

\Centerline{$\int fd\mu=\int_{\Bbb N}f(n)\mu(dn)
=\sum_{n=0}^{\infty}f(n)$.}
%122O

","\sqheader 122Xd Misalkan $\mu$ ukuran cacah pada $\Bbb N$ (112Bd).
Tunjukkan bahwa suatu fungsi $f:\Bbb N\to\Bbb R$ (yakni, suatu barisan
$\sequencen{f(n)}$) terintegralkan terhadap $\mu$ jika dan hanya jika
barisan itu dapat dijumlahkan secara absolut, dan dalam hal ini

\Centerline{$\int fd\mu=\int_{\Bbb N}f(n)\mu(dn)
=\sum_{n=0}^{\infty}f(n)$.}
%122O

",c583269996ab6a4e7b4613f9d765b4a520ac8b78869989bf2865124bcd6fc291,a51c71770ff4068798356489bd93da115fa8b4b5333927b0edd1b853533edaba,true,source importance mark,"{""basis"":""complete exercise prompt with active Hint arguments separated into first-class records"",""kind"":""source-derived-exercise-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,exercise,O007-FREMLIN-V1-S122-EXERCISE-122XE,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122XE,5,122Xe,122Xe,"\sqheader 122Xe Let $(X,\Sigma,\mu)$ be a measure space and $f$, $g$
two
virtually measurable real-valued functions defined on subsets of $X$.
(i) Show that $f+g$, $f\times g$ and $f/g$, defined as in 121E, are
all
virtually measurable.   (ii) Show that if $h$ is a Borel
measurable real-valued function defined on any subset of $\Bbb R$,
then
the composition $hf$ is virtually measurable.
%122Q

","\sqheader 122Xe Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur dan $f$, $g$
dua fungsi bernilai real yang terukur secara virtual dan didefinisikan
pada subhimpunan-subhimpunan $X$. (i) Tunjukkan bahwa $f+g$, $f\times g$
dan $f/g$, yang didefinisikan sebagaimana dalam 121E, semuanya terukur
secara virtual. (ii) Tunjukkan bahwa jika $h$ suatu fungsi bernilai real
terukur Borel yang didefinisikan pada sembarang subhimpunan $\Bbb R$,
maka komposisi $hf$ terukur secara virtual.
%122Q

",d16ab1eaa25ba32f23e8b3e47bc001949ebba9279d3e101c9029ef3e87d295ca,739cec5d06441999610311ae3ae0e7077240de268ee5d41f598849dfe3a7537a,true,source importance mark,"{""basis"":""complete exercise prompt with active Hint arguments separated into first-class records"",""kind"":""source-derived-exercise-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,exercise,O007-FREMLIN-V1-S122-EXERCISE-122XF,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122XF,6,122Xf,122Xf,"\sqheader 122Xf Let $(X,\Sigma,\mu)$ be a measure space and
$\sequencen{f_n}$ a sequence of virtually measurable real-valued
functions defined on subsets of $X$.   Show that
$\lim_{n\to\infty}f_n$,
$\sup_{n\in\Bbb N}f_n$, $\inf_{n\in\Bbb N}f_n$,
$\limsup_{n\to\infty}f_n$
and $\liminf_{n\to\infty}f_n$, defined as in 121F, are virtually
measurable.
%122Q

","\sqheader 122Xf Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur dan
$\sequencen{f_n}$ suatu barisan fungsi bernilai real yang terukur secara
virtual dan didefinisikan pada subhimpunan-subhimpunan $X$. Tunjukkan
bahwa $\lim_{n\to\infty}f_n$, $\sup_{n\in\Bbb N}f_n$,
$\inf_{n\in\Bbb N}f_n$, $\limsup_{n\to\infty}f_n$ dan
$\liminf_{n\to\infty}f_n$, yang didefinisikan sebagaimana dalam 121F,
terukur secara virtual.
%122Q

",2b923f6d074cec556fef21d1a8ba3445097c262da09068b3d8dc378a821bcad5,3716609f111b9f12240962d4ee503bd8652861e4cdbf8b96f4952abf04f90092,true,source importance mark,"{""basis"":""complete exercise prompt with active Hint arguments separated into first-class records"",""kind"":""source-derived-exercise-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,exercise,O007-FREMLIN-V1-S122-EXERCISE-122XG,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122XG,7,122Xg,122Xg,"\sqheader 122Xg Let $(X,\Sigma,\mu)$ be a measure space and $f$,
$g$ real-valued functions which are integrable over $X$.   Show that
$f\wedge g$ and $f\vee g$, as defined in 121Xb, are integrable.
%122R

","\sqheader 122Xg Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur dan $f$, $g$
fungsi-fungsi bernilai real yang terintegralkan pada $X$. Tunjukkan bahwa
$f\wedge g$ dan $f\vee g$, yang didefinisikan sebagaimana dalam 121Xb,
terintegralkan.
%122R

",2d1ef2432955ff337fb74d303c94ba6cba47ffb51c06dcacb2ff0d78534f3ca4,52250f6ab515d7f96be32f4f56c41b70346c114d71f5bd12fc05ca30ee71a5d4,true,source importance mark,"{""basis"":""complete exercise prompt with active Hint arguments separated into first-class records"",""kind"":""source-derived-exercise-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,exercise,O007-FREMLIN-V1-S122-EXERCISE-122XH,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122XH,8,122Xh,122Xh,"\sqheader 122Xh Let $(X,\Sigma,\mu)$ be a measure space, $f$ a
real-valued function which is integrable over $X$, and $g$ a bounded
real-valued virtually measurable function defined on a conegligible
subset of $X$.    Show that $f\times g$, defined as in 121Ed, is
integrable.
%122R

%maybe better in 122Y?
","\sqheader 122Xh Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur, $f$ suatu
fungsi bernilai real yang terintegralkan pada $X$, dan $g$ suatu fungsi
bernilai real terbatas yang terukur secara virtual serta didefinisikan
pada subhimpunan koterabaikan dari $X$. Tunjukkan bahwa $f\times g$,
yang didefinisikan sebagaimana dalam 121Ed, terintegralkan.
%122R

%maybe better in 122Y?
",f4692ceecc02789fd16a5a4cc0da7ea621b1e9d55b52c8987786e964e4b42097,1dfc59105e297ebabe051160adcf864530a19b239f71e6bb6d3674d5fbb7a72e,true,source importance mark,"{""basis"":""complete exercise prompt with active Hint arguments separated into first-class records"",""kind"":""source-derived-exercise-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,exercise,O007-FREMLIN-V1-S122-EXERCISE-122XI,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122XI,9,122Xi,122Xi,"\spheader 122Xi Let $X$ be a set, $\Sigma$ a $\sigma$-algebra of
subsets
of $X$, and $\mu_1$, $\mu_2$ two measures with domain $\Sigma$.   Set
$\mu E=\mu_1E+\mu_2E$ for $E\in\Sigma$.
Show that for any
real-valued function $f$ defined on a subset of $X$,
$\int fd\mu=\int fd\mu_1+\int fd\mu_2$ in the sense that if one side
is defined as a real
number so is the other, and they are then equal.   

","\spheader 122Xi Misalkan $X$ suatu himpunan, $\Sigma$ suatu
aljabar-$\sigma$ atas subhimpunan-subhimpunan $X$, dan $\mu_1$, $\mu_2$
dua ukuran dengan domain $\Sigma$. Tetapkan
$\mu E=\mu_1E+\mu_2E$ untuk $E\in\Sigma$. Tunjukkan bahwa untuk setiap
fungsi bernilai real $f$ yang didefinisikan pada suatu subhimpunan $X$,
$\int fd\mu=\int fd\mu_1+\int fd\mu_2$ dalam arti bahwa jika salah satu
ruas terdefinisi sebagai bilangan real, maka ruas lainnya juga demikian,
dan keduanya kemudian sama. 

",76e821945df4dcbbd45a30c78bebd50db2f9a4f200939c43e13881d1b057404b,5e10ebdbfc73c6a60521772757768fb8608435c9a46ec979a043263e413b3227,false,no source importance mark,"{""basis"":""complete exercise prompt with active Hint arguments separated into first-class records"",""kind"":""source-derived-exercise-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,exercise,O007-FREMLIN-V1-S122-EXERCISE-122YA,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122YA,10,122Y,122Ya,"\leader{122Y}{Further exercises (a)} Let $(X,\Sigma,\mu)$ be a
`complete' measure space, that is, one
in which all negligible sets are measurable (see, for instance,
113Xa). Show that if
$f$ is a virtually measurable real-valued function defined on a subset
of $X$, then $f$ is measurable.   Use this fact to find appropriate
simplifications of 122J and 122P for such spaces $(X,\Sigma,\mu)$.
%122P

","\leader{122Y}{Latihan lanjutan (a)} Misalkan $(X,\Sigma,\mu)$ suatu
ruang ukur `lengkap', yakni ruang yang semua himpunan terabaikannya
terukur (lihat, misalnya, 113Xa). Tunjukkan bahwa jika $f$ suatu fungsi
bernilai real yang terukur secara virtual dan didefinisikan pada suatu
subhimpunan $X$, maka $f$ terukur. Gunakan fakta ini untuk menemukan
penyederhanaan yang sesuai bagi 122J dan 122P untuk ruang-ruang
$(X,\Sigma,\mu)$ semacam itu.
%122P

",af4b862556ca1edd31af9b9a33bbcea4f57d5f39a12f240e2d550810e3d4124a,929597a1b3c9887d65d40a523662359b5f3b635209959588d34eab48fe34b15e,false,no source importance mark,"{""basis"":""complete exercise prompt with active Hint arguments separated into first-class records"",""kind"":""source-derived-exercise-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
