schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-S133-XREF-0001,O007-FREMLIN-V1-S133,O007-FREMLIN-V1-S133-SEG-133-INTRO,source-reference,O007-FREMLIN-XREF-122M,1,133-intro,122M,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt133.tex:12,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S133-XREF-0002,O007-FREMLIN-V1-S133,O007-FREMLIN-V1-S133-SEG-133-INTRO,source-reference,O007-FREMLIN-V1-S133-SEG-133A,2,133-intro,133A,resolved-in-unit,authority/fremlin/source/mt1.2011/mt133.tex:14,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S133-XREF-0003,O007-FREMLIN-V1-S133,O007-FREMLIN-V1-S133-SEG-133-INTRO,source-reference,O007-FREMLIN-V1-S133-SEG-133C,3,133-intro,133C,resolved-in-unit,authority/fremlin/source/mt1.2011/mt133.tex:15,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S133-XREF-0004,O007-FREMLIN-V1-S133,O007-FREMLIN-V1-S133-SEG-133-INTRO,source-reference,O007-FREMLIN-V1-S133-SEG-133H,4,133-intro,133H,resolved-in-unit,authority/fremlin/source/mt1.2011/mt133.tex:15,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S133-XREF-0005,O007-FREMLIN-V1-S133,O007-FREMLIN-V1-S133-SEG-133-INTRO,source-reference,O007-FREMLIN-V1-S133-SEG-133I,5,133-intro,133I,resolved-in-unit,authority/fremlin/source/mt1.2011/mt133.tex:16,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S133-XREF-0006,O007-FREMLIN-V1-S133,O007-FREMLIN-V1-S133-SEG-133-INTRO,source-reference,O007-FREMLIN-V1-S133-SEG-133L,6,133-intro,133L,resolved-in-unit,authority/fremlin/source/mt1.2011/mt133.tex:16,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S133-XREF-0007,O007-FREMLIN-V1-S133,O007-FREMLIN-V1-S133-SEG-133A,source-reference,O007-FREMLIN-XREF-122J,7,133A,122J,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt133.tex:36,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S133-XREF-0008,O007-FREMLIN-V1-S133,O007-FREMLIN-V1-S133-SEG-133A,source-reference,O007-FREMLIN-XREF-122M,8,133A,122M,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt133.tex:46,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S133-XREF-0009,O007-FREMLIN-V1-S133,O007-FREMLIN-V1-S133-SEG-133D,source-reference,O007-FREMLIN-XREF-121B,9,133D,121B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt133.tex:109,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S133-XREF-0010,O007-FREMLIN-V1-S133,O007-FREMLIN-V1-S133-SEG-133D,source-reference,O007-FREMLIN-XREF-121C,10,133D,121C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt133.tex:109,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
