schema_version,record_type,id,unit_id,rights_id,segment_id,exercise_id,source_anchor,semantic_anchor,source_line_start,target_line_start,source_text,target_text,source_raw_tex_sha256,target_raw_tex_sha256,hint_ordinal,provenance
1.1.0,hint,O007-FREMLIN-V2-S282-HINT-282XC-01,O007-FREMLIN-V2-S282,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S282-SEG-282XC,O007-FREMLIN-V2-S282-EXERCISE-282XC,282Xc,282Xc,1403,1388,"show that
$\bover2t-\bover{1}{\sin{1\over 2}t}$ is bounded, and use 282E.","menunjukkan bahwa
$\bover2t-\bover{1}{\sin{1\over 2}t}$ dibatasi, dan menggunakan 282E.",d606cb00fd6c120f1a2ece446357e0fba77419fcb01582bc8d6c8ddc97e3e389,d01452de0ff35cba1ecc5197ec22f60fb94ccfca9b71c78deb1fcfb44af6a97e,1,"{""basis"":""active Hint macro associated with source segment 282Xc"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S282-HINT-282XH-01,O007-FREMLIN-V2-S282,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S282-SEG-282XH,O007-FREMLIN-V2-S282-EXERCISE-282XH,282Xh,282Xh,1437,1422,"find the
Fourier series of $f$ where $f(x)=x/|x|$, and compute the sum of the
series at $\bover{\pi}2$.   Of course there are other methods, e.g.,
examining the Taylor series for $\arctan\bover{\pi}4$.","temukan deret Fourier
dari $f$ di mana $f(x)=x/|x|$, dan hitung jumlah deret
di $\bover{\pi}2$.   Tentu saja ada metode lain, misalnya
memeriksa deret Taylor untuk $\arctan 1=\bover{\pi}4$.",b6fd4c83a702dc2fc2017ce43552d59f79099e9badfda5f7a49c3c833b681147,66a271b8607b110ed056d04e28783cce24b0342fe6016b7b2b205307153b4d1d,1,"{""basis"":""active Hint macro associated with source segment 282Xh"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S282-HINT-282XJ-01,O007-FREMLIN-V2-S282,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S282-SEG-282XJ,O007-FREMLIN-V2-S282-EXERCISE-282XJ,282Xj,282Xj,1457,1441,use 282Xi.,gunakan 282Xi.,00787587fca67c34fbdd02744d31484b11313f06f256f36ce419f871b8fd526f,3e7f96e3f83b1f2ea2b88689864d3beb68f4bae7abbb7adaa726c456840b0fc2,1,"{""basis"":""active Hint macro associated with source segment 282Xj"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S282-HINT-282XL-01,O007-FREMLIN-V2-S282,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S282-SEG-282XL,O007-FREMLIN-V2-S282-EXERCISE-282XL,282Xl,282Xl,1466,1450,"use 224J to estimate
$\int_a^b\bover{\sin t}tdt$ for $0<a\le b$.","menggunakan 224J untuk memperkirakan
$\int_a^b\bover{\sin t}tdt$ untuk $0<a\le b$.",f5d5d2fc93e04079f4c4fcb67d5ca6cd7f92cc41a1f842acdd1a17b4382a1008,805f160b0c1d158e86e0348bb4b9a86aa466aabaa54a6c757148e344c242fc65,1,"{""basis"":""active Hint macro associated with source segment 282Xl"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S282-HINT-282XM-01,O007-FREMLIN-V2-S282,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S282-SEG-282XM,O007-FREMLIN-V2-S282-EXERCISE-282XM,282Xm,282Xm,1471,1455,"show that
$\sup_{a\ge 0}|\int_1^a\bover{\cos 2t}tdt|<\infty$, and therefore that
$\sup_{a\ge 0}\int_1^a\bover{\sin^2t}{t}dt\penalty-100=\infty$.","menunjukkan bahwa
$\sup_{a\ge 0}|\int_1^a\bover{\cos 2t}tdt|<\infty$, dan oleh karena itu
$\sup_{a\ge 0}\int_1^a\bover{\sin^2t}{t}dt\penalty-100=\infty$.",e91fe543359d5c8ecf06921a02686398f9b891c0a8691a889e1895e19064c047,0fbe770cb44ae6fe894f01985868c3676211b19372a19bf393d882a28bfc5ea2,1,"{""basis"":""active Hint macro associated with source segment 282Xm"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S282-HINT-282XN-01,O007-FREMLIN-V2-S282,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S282-SEG-282XN,O007-FREMLIN-V2-S282-EXERCISE-282XN,282Xn,282Xn,1482,1466,282N.,282N.,77d3687740a8ffca7bb58e1daee83de7841755bc9ba0bc2a28a461fb88ce4cd3,77d3687740a8ffca7bb58e1daee83de7841755bc9ba0bc2a28a461fb88ce4cd3,1,"{""basis"":""active Hint macro associated with source segment 282Xn"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S282-HINT-282XO-01,O007-FREMLIN-V2-S282,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S282-SEG-282XO,O007-FREMLIN-V2-S282-EXERCISE-282XO,282Xo,282Xo,1486,1470,"(b-ii) of the
proof of 282R.","(b-ii) dari bukti
dari 282R.",15be47660a6368b644acbd88536f12571d2183f114819f145a39c6c3f09a5019,16343dc34e25d1feafb08a7af6e3d53feacd29fd06ca36bf342601d561f9e329,1,"{""basis"":""active Hint macro associated with source segment 282Xo"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S282-HINT-282XT-01,O007-FREMLIN-V2-S282,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S282-SEG-282XT,O007-FREMLIN-V2-S282-EXERCISE-282XT,282Xt,282Xt,1545,1527,"use
282K to show that there is an $f$, and 282Xn to show that its Fourier
sums converge wherever its Fej\'er sums do;  use 282Q and 282Xs to
show that $f*f*f$ is differentiable.","menggunakan
282K untuk menunjukkan bahwa terdapat $f$, dan 282Xn untuk menunjukkan bahwa jumlah Fourier
nya konvergen di setiap titik tempat jumlah Fej\'er-nya konvergen; gunakan 282Q dan 282Xs untuk
menunjukkan bahwa $f*f*f$ terdiferensiasi.",610c9533c0fc1fb394c766154809175eb0f06e934092b02151c8a7effa27e2dc,b241017717ab681070e6e25a71a03e1256c4f5c585e9f4bf660a6668550e7c2a,1,"{""basis"":""active Hint macro associated with source segment 282Xt"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S282-HINT-282YB-01,O007-FREMLIN-V2-S282,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S282-SEG-282YB,O007-FREMLIN-V2-S282-EXERCISE-282YB,282Yb,282Yb,1567,1549,"show that
$c_k=\bover1{4\pi}\int_{-\pi}^{\pi}(f(x)-\tilde f(x+\bover{\pi}k))
e^{-ikx}dx$.","menunjukkan bahwa
$c_k=\bover1{4\pi}\int_{-\pi}^{\pi}(f(x)-\tilde f(x+\bover{\pi}k))
e^{-ikx}dx$.",05fe9165aa3f72ae28792f530032c94a8e132b9aa74d1500b5b8ddaa45ddaf74,49d9c52b3121d9d5a71d60617c91421054d9a056dc4eb0f5a4752e4f008e857c,1,"{""basis"":""active Hint macro associated with source segment 282Yb"",""kind"":""source-derived-hint-map""}"
1.1.0,hint,O007-FREMLIN-V2-S282-HINT-282YC-01,O007-FREMLIN-V2-S282,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S282-SEG-282YC,O007-FREMLIN-V2-S282-EXERCISE-282YC,282Yc,282Yc,1579,1561,"use 245Xl, 255Yk and the ideas in 282Ib.","menggunakan 245Xl, 255Yk dan ide-ide di 282Ib.",cc50f531c7c1322db2b6392b891c4996b3e75b257a0ac545759eb1ad18c7dd2e,8e5556ee58560c1685efd535b0d62a295962a76138c16346ce6b93287812ba7a,1,"{""basis"":""active Hint macro associated with source segment 282Yc"",""kind"":""source-derived-hint-map""}"
