schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S276-SEG-276-INTRO,O007-FREMLIN-V2-S276,O007-RIGHTS-FREMLIN-DSL,,1,276,276-intro,276-intro,unmarked-unit-introduction,false,exposition,276-intro,276-intro,10,16,10,15,173,560,167,538,f03c0b81f0c3660101c8eb683ebb9420877c04ff8ae17e03af18699b8e90cd82,4d4c9852e6b5bf83a21a72091c43c2076adc103a8f799076e9f066a09161dfd5,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S276-SEG-276A,O007-FREMLIN-V2-S276,O007-RIGHTS-FREMLIN-DSL,,2,276A,276A,276A,explicit,false,exposition,276A,276A,17,34,16,33,560,1363,538,1373,e032e56e6a2b6b391ce2bd7a5d98618e75a67529a7f908d467ab3fdfd93780a3,5ff65064dcd30077bc853f4803695b3da97207d9c83f14408ae0cea87fdbdd64,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S276-SEG-276AB,O007-FREMLIN-V2-S276,O007-RIGHTS-FREMLIN-DSL,,3,276Ab,276Ab,276Ab,explicit,false,exposition,276Ab,276Ab,35,40,34,39,1363,1580,1373,1632,7b339ff7e0d07a9ce996ae341e07e3c52d928ce8d2e15edf28ea76c135b9e9ff,4dbb91c79b74361c0c3140a83a9b65e090bbf65ad485f59d39f4e10b801dde26,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S276-SEG-276AC,O007-FREMLIN-V2-S276,O007-RIGHTS-FREMLIN-DSL,,4,276Ac,276Ac,276Ac,explicit,false,exposition,276Ac,276Ac,41,48,40,48,1580,1977,1632,2067,bfba801680e387200ea8170f01f0bb7e409ce721e04eff282b8ad1e3d59cc6b2,e55f7bdc4d1669fdd3003930603a83bc70e96dd2756719d0da53e9393c10a777,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S276-SEG-276AD,O007-FREMLIN-V2-S276,O007-RIGHTS-FREMLIN-DSL,,5,276Ad,276Ad,276Ad,explicit,false,exposition,276Ad,276Ad,49,52,49,52,1977,2141,2067,2244,5724b5d99c35e68b3cace555af1fae3839182431ce943ed273529cb794065db1,2b61bf308edc6eb10c6d502d526178b5f67fb28e6be340122d431bd2f0502c76,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S276-SEG-276AE,O007-FREMLIN-V2-S276,O007-RIGHTS-FREMLIN-DSL,,6,276Ae,276Ae,276Ae,explicit,false,exposition,276Ae,276Ae,53,57,53,58,2141,2353,2244,2455,f4dc99b3eb26206f1e37299b892592d8b74b8e5feef4446f36d14c3390ec5ce3,f1f189fd4caeeb1a85b752d8f92c122bca997f7d27a27c1cbb1146fa7a96eb96,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S276-SEG-276AF,O007-FREMLIN-V2-S276,O007-RIGHTS-FREMLIN-DSL,,7,276Af,276Af,276Af,explicit,false,exposition,276Af,276Af,57,63,58,63,2353,2718,2455,2783,d274c134eedc393fdfb63321957ccecb11324688a1c27e752863ea0afb12dac7,1119a2a31d92c446c11679ec89ada28ac1856c4b6e80487595f17eb7a3efe4c2,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S276-SEG-276B,O007-FREMLIN-V2-S276,O007-RIGHTS-FREMLIN-DSL,,8,276B,276B,276B,explicit,false,exposition,276B,276B,64,117,64,120,2718,4562,2783,4724,23e2f2d48204d0d715b87ade54b3086ba888649e27c1f22c3993a1956845d50b,ff9449a4c709b24268268783121a9eeb038f7881a3c614b8a319187023f4d885,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S276-SEG-276C,O007-FREMLIN-V2-S276,O007-RIGHTS-FREMLIN-DSL,,9,276C,276C,276C,explicit,false,exposition,276C,276C,118,150,121,152,4562,5660,4724,5886,a04411a0d371e0a8a8de2fd43af1a88f8876496f7505606a0efa23d404169ed0,b6ea5ab067e9da688f2a7ca3863becb5fad1d87f067f5b010b9ad5ece8c1c9a8,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S276-SEG-276D,O007-FREMLIN-V2-S276,O007-RIGHTS-FREMLIN-DSL,,10,276D,276D,276D,explicit,false,exposition,276D,276D,151,195,153,198,5660,7080,5886,7420,7d74beba4e480af5e61c900c7d5ae61632bb0f1a19cf7a9449af2463d07f419d,2e290f309ff51a75a0eb7a93e8a79f30507385e7d6edd71961c20981990f3d3d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
