schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0001,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135-INTRO,precedes,O007-FREMLIN-V1-S135-SEG-135A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0002,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135A,precedes,O007-FREMLIN-V1-S135-SEG-135AB,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0003,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135AB,precedes,O007-FREMLIN-V1-S135-SEG-135AC,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0004,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135AC,precedes,O007-FREMLIN-V1-S135-SEG-135AD,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0005,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135AD,precedes,O007-FREMLIN-V1-S135-SEG-135B,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0006,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135B,precedes,O007-FREMLIN-V1-S135-SEG-135BB,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0007,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135BB,precedes,O007-FREMLIN-V1-S135-SEG-135C,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0008,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135C,precedes,O007-FREMLIN-V1-S135-SEG-135D,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0009,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135D,precedes,O007-FREMLIN-V1-S135-SEG-135E,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0010,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135E,precedes,O007-FREMLIN-V1-S135-SEG-135EA,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0011,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EA,precedes,O007-FREMLIN-V1-S135-SEG-135EB,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0012,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EB,precedes,O007-FREMLIN-V1-S135-SEG-135EC,12,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0013,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EC,precedes,O007-FREMLIN-V1-S135-SEG-135ED,13,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0014,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135ED,precedes,O007-FREMLIN-V1-S135-SEG-135EE,14,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0015,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EE,precedes,O007-FREMLIN-V1-S135-SEG-135EF,15,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0016,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EF,precedes,O007-FREMLIN-V1-S135-SEG-135EG,16,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0017,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EG,precedes,O007-FREMLIN-V1-S135-SEG-135F,17,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0018,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135F,precedes,O007-FREMLIN-V1-S135-SEG-135FB,18,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0019,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135FB,precedes,O007-FREMLIN-V1-S135-SEG-135G,19,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0020,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135G,precedes,O007-FREMLIN-V1-S135-SEG-135H,20,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0021,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135H,precedes,O007-FREMLIN-V1-S135-SEG-135HB,21,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0022,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135HB,precedes,O007-FREMLIN-V1-S135-SEG-135I,22,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0023,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135I,precedes,O007-FREMLIN-V1-S135-SEG-135X,23,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0024,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135X,precedes,O007-FREMLIN-V1-S135-SEG-135XA,24,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0025,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135XA,precedes,O007-FREMLIN-V1-S135-SEG-135XB,25,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0026,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135XB,precedes,O007-FREMLIN-V1-S135-SEG-135XC,26,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0027,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135XC,precedes,O007-FREMLIN-V1-S135-SEG-135XD,27,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0028,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135XD,precedes,O007-FREMLIN-V1-S135-SEG-135XE,28,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0029,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135XE,precedes,O007-FREMLIN-V1-S135-SEG-135XF,29,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0030,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135XF,precedes,O007-FREMLIN-V1-S135-SEG-135XG,30,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0031,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135XG,precedes,O007-FREMLIN-V1-S135-SEG-135Y,31,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0032,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135Y,precedes,O007-FREMLIN-V1-S135-SEG-135YA,32,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0033,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135YA,precedes,O007-FREMLIN-V1-S135-SEG-135YB,33,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0034,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135YB,precedes,O007-FREMLIN-V1-S135-SEG-135YC,34,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0035,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135YC,precedes,O007-FREMLIN-V1-S135-SEG-135,35,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S135-REL-0036,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135XA,semantic-child-of,O007-FREMLIN-V1-S135-SEG-135X,36,"{""basis"":""implicit Xa or Ya source identity"",""kind"":""semantic-relation""}"
