schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0001,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135C,source-reference,O007-FREMLIN-V1-S135-SEG-135XB,1,135C,135Xb,resolved-in-unit,authority/fremlin/source/mt1.2011/mt135.tex:127,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0002,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135D,source-reference,O007-FREMLIN-XREF-112Ba,2,135D,112Ba,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:151,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0003,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EA,source-reference,O007-FREMLIN-XREF-121A,3,135Ea,121A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:157,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0004,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EA,source-reference,O007-FREMLIN-XREF-121B,4,135Ea,121B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:172,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0005,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EB,source-reference,O007-FREMLIN-XREF-121C,5,135Eb,121C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:196,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0006,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EC,source-reference,O007-FREMLIN-XREF-121C,6,135Ec,121C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:208,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0007,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EE,source-reference,O007-FREMLIN-XREF-121Eb,7,135Ee,121Eb,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:220,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0008,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EE,source-reference,O007-FREMLIN-XREF-121Ed,8,135Ee,121Ed,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:220,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0009,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EE,source-reference,O007-FREMLIN-XREF-121Ee,9,135Ee,121Ee,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:220,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0010,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EF,source-reference,O007-FREMLIN-V1-S135-SEG-135C,10,135Ef,135C,resolved-in-unit,authority/fremlin/source/mt1.2011/mt135.tex:226,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0011,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EF,source-reference,O007-FREMLIN-XREF-121Eg,11,135Ef,121Eg,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:232,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0012,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EG,source-reference,O007-FREMLIN-XREF-121F,12,135Eg,121F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:241,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0013,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EG,source-reference,O007-FREMLIN-XREF-121Fa,13,135Eg,121Fa,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:248,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0014,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135EG,source-reference,O007-FREMLIN-XREF-121Fc,14,135Eg,121Fc,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:248,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0015,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135F,source-reference,O007-FREMLIN-XREF-133B,15,135F,133B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:252,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0016,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135FB,source-reference,O007-FREMLIN-XREF-133A,16,135Fb,133A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt135.tex:257,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S135-XREF-0017,O007-FREMLIN-V1-S135,O007-FREMLIN-V1-S135-SEG-135FB,source-reference,O007-FREMLIN-V1-S135-SEG-135E,17,135Fb,135E,resolved-in-unit,authority/fremlin/source/mt1.2011/mt135.tex:260,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
