schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-S253-FORMULA-0001,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S253-SEG-253-INTRO,1,253-intro,253-intro,12,12,390,395,397,402,L^1,L^1,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,$,,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S253-FORMULA-0002,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S253-SEG-253-INTRO,2,253-intro,253-intro,13,13,431,436,444,449,L^1,L^1,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,$,,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S253-FORMULA-0003,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S253-SEG-253-INTRO,3,253-intro,253-intro,14,14,498,503,496,501,L^1,L^1,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,$,,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,9d0fbf856fe55b032eaac1d3cc54b65eb406a5231c658bf5d96c01b0eddfbee3,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S253-FORMULA-0004,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S253-SEG-253-INTRO,4,253-intro,253-intro,16,16,656,681,668,693,L^1(\mu)\times L^1(\nu),L^1(\mu)\times L^1(\nu),a4df1805a09e2923dfd7b224ad715bc456518d8ea50c92c7408c0ec756cddc6d,a4df1805a09e2923dfd7b224ad715bc456518d8ea50c92c7408c0ec756cddc6d,f24369ce153980ebcea93cf76afe99a9b7bf0e4314d4201936bc1189e00e962b,$,,f24369ce153980ebcea93cf76afe99a9b7bf0e4314d4201936bc1189e00e962b,f24369ce153980ebcea93cf76afe99a9b7bf0e4314d4201936bc1189e00e962b,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S253-FORMULA-0005,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S253-SEG-253-INTRO,5,253-intro,253-intro,16,16,685,704,697,716,L^1(\mu\times\nu),L^1(\mu\times\nu),446272d9c424694ca05f730ed4e6e5535327f7c9a927d58303a2a2c23efd76cd,446272d9c424694ca05f730ed4e6e5535327f7c9a927d58303a2a2c23efd76cd,446272d9c424694ca05f730ed4e6e5535327f7c9a927d58303a2a2c23efd76cd,$,,446272d9c424694ca05f730ed4e6e5535327f7c9a927d58303a2a2c23efd76cd,446272d9c424694ca05f730ed4e6e5535327f7c9a927d58303a2a2c23efd76cd,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S253-FORMULA-0006,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S253-SEG-253-INTRO,6,253-intro,253-intro,19,19,845,870,863,888,L^1(\mu)\times L^1(\nu),L^1(\mu)\times L^1(\nu),a4df1805a09e2923dfd7b224ad715bc456518d8ea50c92c7408c0ec756cddc6d,a4df1805a09e2923dfd7b224ad715bc456518d8ea50c92c7408c0ec756cddc6d,f24369ce153980ebcea93cf76afe99a9b7bf0e4314d4201936bc1189e00e962b,$,,f24369ce153980ebcea93cf76afe99a9b7bf0e4314d4201936bc1189e00e962b,f24369ce153980ebcea93cf76afe99a9b7bf0e4314d4201936bc1189e00e962b,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S253-FORMULA-0007,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S253-SEG-253-INTRO,7,253-intro,253-intro,20,20,925,944,943,962,L^1(\mu\times\nu),L^1(\mu\times\nu),446272d9c424694ca05f730ed4e6e5535327f7c9a927d58303a2a2c23efd76cd,446272d9c424694ca05f730ed4e6e5535327f7c9a927d58303a2a2c23efd76cd,446272d9c424694ca05f730ed4e6e5535327f7c9a927d58303a2a2c23efd76cd,$,,446272d9c424694ca05f730ed4e6e5535327f7c9a927d58303a2a2c23efd76cd,446272d9c424694ca05f730ed4e6e5535327f7c9a927d58303a2a2c23efd76cd,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S253-FORMULA-0008,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S253-SEG-253A,8,253A,253A,31,31,1355,1358,1404,1407,U,U,a25513c7e0f6eaa80a3337ee18081b9e2ed09e00af8531c8f7bb2542764027e7,a25513c7e0f6eaa80a3337ee18081b9e2ed09e00af8531c8f7bb2542764027e7,a25513c7e0f6eaa80a3337ee18081b9e2ed09e00af8531c8f7bb2542764027e7,$,,a25513c7e0f6eaa80a3337ee18081b9e2ed09e00af8531c8f7bb2542764027e7,a25513c7e0f6eaa80a3337ee18081b9e2ed09e00af8531c8f7bb2542764027e7,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S253-FORMULA-0009,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S253-SEG-253A,9,253A,253A,31,31,1360,1363,1409,1412,V,V,de5a6f78116eca62d7fc5ce159d23ae6b889b365a1739ad2cf36f925a140d0cc,de5a6f78116eca62d7fc5ce159d23ae6b889b365a1739ad2cf36f925a140d0cc,de5a6f78116eca62d7fc5ce159d23ae6b889b365a1739ad2cf36f925a140d0cc,$,,de5a6f78116eca62d7fc5ce159d23ae6b889b365a1739ad2cf36f925a140d0cc,de5a6f78116eca62d7fc5ce159d23ae6b889b365a1739ad2cf36f925a140d0cc,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S253-FORMULA-0010,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S253-SEG-253A,10,253A,253A,31,31,1368,1371,1418,1421,W,W,fcb5f40df9be6bae66c1d77a6c15968866a9e6cbd7314ca432b019d17392f6f4,fcb5f40df9be6bae66c1d77a6c15968866a9e6cbd7314ca432b019d17392f6f4,fcb5f40df9be6bae66c1d77a6c15968866a9e6cbd7314ca432b019d17392f6f4,$,,fcb5f40df9be6bae66c1d77a6c15968866a9e6cbd7314ca432b019d17392f6f4,fcb5f40df9be6bae66c1d77a6c15968866a9e6cbd7314ca432b019d17392f6f4,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
