schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-APP-2A2-FORMULA-0001,O007-FREMLIN-V2-APP-2A2,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A2-SEG-2A2-INTRO,1,2a2-intro,2a2-intro,11,11,254,263,245,254,\BbbR^r,\BbbR^r,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,$,,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A2-FORMULA-0002,O007-FREMLIN-V2-APP-2A2,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A2-SEG-2A2A,2,2A2A,2A2A,24,23,954,962,993,1001,r\ge 1,r\ge 1,10bc42d96f51887ea400533a0f6b343406ae6bb4aac04938120632d6289e30dc,10bc42d96f51887ea400533a0f6b343406ae6bb4aac04938120632d6289e30dc,48d931adc78b0f862d3435fd812b0154451317701e4ee6ece3563bbd6d25a196,$,,48d931adc78b0f862d3435fd812b0154451317701e4ee6ece3563bbd6d25a196,48d931adc78b0f862d3435fd812b0154451317701e4ee6ece3563bbd6d25a196,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A2-FORMULA-0003,O007-FREMLIN-V2-APP-2A2,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A2-SEG-2A2A,3,2A2A,2A2A,25,24,972,991,1013,1032,A\subseteq\BbbR^r,A\subseteq\BbbR^r,f93528f6e6f940f332b7f5b14441d9d25ee7316d8c957e06b6bce3ed6d36e7ab,f93528f6e6f940f332b7f5b14441d9d25ee7316d8c957e06b6bce3ed6d36e7ab,f93528f6e6f940f332b7f5b14441d9d25ee7316d8c957e06b6bce3ed6d36e7ab,$,,f93528f6e6f940f332b7f5b14441d9d25ee7316d8c957e06b6bce3ed6d36e7ab,f93528f6e6f940f332b7f5b14441d9d25ee7316d8c957e06b6bce3ed6d36e7ab,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A2-FORMULA-0004,O007-FREMLIN-V2-APP-2A2,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A2-SEG-2A2A,4,2A2A,2A2A,25,24,1014,1017,1050,1053,A,A,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,$,,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A2-FORMULA-0005,O007-FREMLIN-V2-APP-2A2,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A2-SEG-2A2A,5,2A2A,2A2A,25,24,1019,1033,1055,1069,\overline{A},\overline{A},ae63fa62faf059c1f1bb1220035e133f209abef13a38b512a8fafb1aad9f5ecc,ae63fa62faf059c1f1bb1220035e133f209abef13a38b512a8fafb1aad9f5ecc,ae63fa62faf059c1f1bb1220035e133f209abef13a38b512a8fafb1aad9f5ecc,$,,ae63fa62faf059c1f1bb1220035e133f209abef13a38b512a8fafb1aad9f5ecc,ae63fa62faf059c1f1bb1220035e133f209abef13a38b512a8fafb1aad9f5ecc,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A2-FORMULA-0006,O007-FREMLIN-V2-APP-2A2,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A2-SEG-2A2A,6,2A2A,2A2A,26,25,1085,1094,1117,1126,\BbbR^r,\BbbR^r,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,$,,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A2-FORMULA-0007,O007-FREMLIN-V2-APP-2A2,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A2-SEG-2A2A,7,2A2A,2A2A,26,25,1105,1108,1139,1142,A,A,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,$,,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A2-FORMULA-0008,O007-FREMLIN-V2-APP-2A2,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A2-SEG-2A2A,8,2A2A,2A2A,29,28,1257,1260,1337,1340,A,A,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,$,,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A2-FORMULA-0009,O007-FREMLIN-V2-APP-2A2,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A2-SEG-2A2A,9,2A2A,2A2A,29,28,1287,1290,1361,1364,A,A,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,$,,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-APP-2A2-FORMULA-0010,O007-FREMLIN-V2-APP-2A2,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-APP-2A2-SEG-2A2A,10,2A2A,2A2A,29,29,1305,1321,1394,1410,\overline{A}=A,\overline{A}=A,f9c3ad498527a73516b6d2dc007b050a38f3492e93673f6026e1349d988d39e3,f9c3ad498527a73516b6d2dc007b050a38f3492e93673f6026e1349d988d39e3,f9c3ad498527a73516b6d2dc007b050a38f3492e93673f6026e1349d988d39e3,$,,f9c3ad498527a73516b6d2dc007b050a38f3492e93673f6026e1349d988d39e3,f9c3ad498527a73516b6d2dc007b050a38f3492e93673f6026e1349d988d39e3,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
