schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0001,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136-INTRO,1,136-intro,136-intro,11,11,226,234,232,240,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0002,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,2,136A,136A,19,18,628,631,672,675,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0003,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,3,136A,136A,19,18,646,654,696,704,\Cal A,\Cal A,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,$,,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0004,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,4,136A,136A,20,19,678,681,732,735,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0005,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,5,136A,136A,22,21,735,747,795,807,X\in\Cal A,X\in\Cal A,ca304d1d055352d1d143b9f0143491920094e907f31b15a5af5dd28d3dff0d7b,ca304d1d055352d1d143b9f0143491920094e907f31b15a5af5dd28d3dff0d7b,7c860d6731071cbf18d18237f3adf968656b81c992fb60e529ba8876e9c829e8,$,,7c860d6731071cbf18d18237f3adf968656b81c992fb60e529ba8876e9c829e8,7c860d6731071cbf18d18237f3adf968656b81c992fb60e529ba8876e9c829e8,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0006,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,6,136A,136A,22,21,749,772,809,832,B\setminus A\in\Cal A,B\setminus A\in\Cal A,d304581e180f4d346139735154c9e48a1729b665e487a98f0907c4c1579c0828,d304581e180f4d346139735154c9e48a1729b665e487a98f0907c4c1579c0828,70516bda85732b9b08e48188a4a6ddbc643cd315ed21eb34e7e81ce76abe8487,$,,70516bda85732b9b08e48188a4a6ddbc643cd315ed21eb34e7e81ce76abe8487,70516bda85732b9b08e48188a4a6ddbc643cd315ed21eb34e7e81ce76abe8487,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0007,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,7,136A,136A,22,21,783,786,843,846,A,A,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,$,,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0008,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,8,136A,136A,23,22,788,800,848,860,B\in\Cal A,B\in\Cal A,b4ba046766404984ce67d97eb565a9ec7f4ea8613d00d0ffa1546d3e2842e09f,b4ba046766404984ce67d97eb565a9ec7f4ea8613d00d0ffa1546d3e2842e09f,0ec307273f83b84b7573b7406d1800ec16700fad912790e648eeded3491c3a5d,$,,0ec307273f83b84b7573b7406d1800ec16700fad912790e648eeded3491c3a5d,0ec307273f83b84b7573b7406d1800ec16700fad912790e648eeded3491c3a5d,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0009,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,9,136A,136A,23,22,805,819,865,879,A\subseteq B,A\subseteq B,efc0cc6ac1b9e1de37605b91a9c892c4176f0a6246a022fec19c70efb269f453,efc0cc6ac1b9e1de37605b91a9c892c4176f0a6246a022fec19c70efb269f453,edfe727716c6e5ba8c6da8e7ec537a98c5126e09eea0ab48f6d984bd6492ae00,$,,edfe727716c6e5ba8c6da8e7ec537a98c5126e09eea0ab48f6d984bd6492ae00,edfe727716c6e5ba8c6da8e7ec537a98c5126e09eea0ab48f6d984bd6492ae00,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0010,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,10,136A,136A,23,22,825,859,885,919,\bigcup_{n\in\Bbb N}A_n\in\Cal A,\bigcup_{n\in\Bbb N}A_n\in\Cal A,74ae7e773517595ca524520a61827b0887895cb229196136befb7a1d62a31d5b,74ae7e773517595ca524520a61827b0887895cb229196136befb7a1d62a31d5b,4e81ad663a5e6c57d833d6e44e04942dc8980c5db48a4c5bc7403c65163eec0c,$,,4e81ad663a5e6c57d833d6e44e04942dc8980c5db48a4c5bc7403c65163eec0c,4e81ad663a5e6c57d833d6e44e04942dc8980c5db48a4c5bc7403c65163eec0c,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0011,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,11,136A,136A,24,23,869,886,930,947,\sequencen{A_n},\sequencen{A_n},199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,$,,199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0012,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,12,136A,136A,24,23,919,927,984,992,\Cal A,\Cal A,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,$,,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0013,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,13,136A,136A,26,25,935,955,1000,1020,\emptyset\in\Cal A,\emptyset\in\Cal A,809e3eacb8758d3abc431271e21998fff5cc6246c8ecaee194bc7274acff0fac,809e3eacb8758d3abc431271e21998fff5cc6246c8ecaee194bc7274acff0fac,df35573514eb56f8787478009ae3798c1a068c87b20a6c84e8d2765e6e598708,$,,df35573514eb56f8787478009ae3798c1a068c87b20a6c84e8d2765e6e598708,df35573514eb56f8787478009ae3798c1a068c87b20a6c84e8d2765e6e598708,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0014,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,14,136A,136A,26,25,957,980,1022,1045,X\setminus A\in\Cal A,X\setminus A\in\Cal A,f728db4b03482909f0ddc5d70eca816c6833ecc2932665912afa84cdc98564e9,f728db4b03482909f0ddc5d70eca816c6833ecc2932665912afa84cdc98564e9,375d04a25f6ffd74fa79169d3b95ba12948e550916648a76d796a2d56daa606e,$,,375d04a25f6ffd74fa79169d3b95ba12948e550916648a76d796a2d56daa606e,375d04a25f6ffd74fa79169d3b95ba12948e550916648a76d796a2d56daa606e,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0015,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,15,136A,136A,27,26,991,1003,1059,1071,A\in\Cal A,A\in\Cal A,9551ca1c045a2ec01afe67eecf9342c8c243073a17fda49f4893ce72456aa69e,9551ca1c045a2ec01afe67eecf9342c8c243073a17fda49f4893ce72456aa69e,b1f257249190dfce02305ad1db4ad9568ea30ad30425e57e45f983b93070fe2f,$,,b1f257249190dfce02305ad1db4ad9568ea30ad30425e57e45f983b93070fe2f,b1f257249190dfce02305ad1db4ad9568ea30ad30425e57e45f983b93070fe2f,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0016,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,16,136A,136A,27,26,1009,1043,1077,1111,\bigcup_{n\in\Bbb N}A_n\in\Cal A,\bigcup_{n\in\Bbb N}A_n\in\Cal A,74ae7e773517595ca524520a61827b0887895cb229196136befb7a1d62a31d5b,74ae7e773517595ca524520a61827b0887895cb229196136befb7a1d62a31d5b,4e81ad663a5e6c57d833d6e44e04942dc8980c5db48a4c5bc7403c65163eec0c,$,,4e81ad663a5e6c57d833d6e44e04942dc8980c5db48a4c5bc7403c65163eec0c,4e81ad663a5e6c57d833d6e44e04942dc8980c5db48a4c5bc7403c65163eec0c,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0017,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,17,136A,136A,28,27,1053,1070,1122,1139,\sequencen{A_n},\sequencen{A_n},199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,$,,199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0018,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,18,136A,136A,28,27,1097,1105,1177,1185,\Cal A,\Cal A,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,$,,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0019,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,19,136A,136A,30,29,1124,1137,1204,1217,\Rightarrow,\Rightarrow,ae3660560a54702c0da6f894d65661096919a284e6856e4bccb04d5437844b91,ae3660560a54702c0da6f894d65661096919a284e6856e4bccb04d5437844b91,ae3660560a54702c0da6f894d65661096919a284e6856e4bccb04d5437844b91,$,,ae3660560a54702c0da6f894d65661096919a284e6856e4bccb04d5437844b91,ae3660560a54702c0da6f894d65661096919a284e6856e4bccb04d5437844b91,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S136-FORMULA-0020,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136A,20,136A,136A,31,30,1186,1210,1254,1278,\emptyset=X\setminus X,\emptyset=X\setminus X,d316c6c75eaaf62ba4fbd8cb1d1523940383f91ce89f92432b1b413365c0efc6,d316c6c75eaaf62ba4fbd8cb1d1523940383f91ce89f92432b1b413365c0efc6,0dacf9e44e9329c12539e2030c12efc3244d7cbcbc0dee4ec97036436b0f767b,$,,0dacf9e44e9329c12539e2030c12efc3244d7cbcbc0dee4ec97036436b0f767b,0dacf9e44e9329c12539e2030c12efc3244d7cbcbc0dee4ec97036436b0f767b,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
