schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,semantic_anchor,source_text,target_text,source_raw_tex_sha256,target_raw_tex_sha256,importance,importance_basis,provenance
1.1.0,exercise,O007-FREMLIN-V1-S136-EXERCISE-136XA,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136XA,1,136X,136Xa,"\leader{136X}{Basic exercises $\pmb{>}$(a)}
%\spheader 136Xa
Let $X$ be a set and $\Cal A$ a family of subsets of $X$.   Show that
the following are equiveridical:

\quad(i) $X\in\Cal A$ and $B\setminus A\in\Cal A$ whenever $A$,
$B\in\Cal A$ and $A\subseteq B$;

\quad(ii) $\emptyset\in\Cal A$, $X\setminus A\in\Cal A$ for every
$A\in\Cal A$ and $A\cup B\in\Cal A$ whenever $A$,
$B\in\Cal A$ are disjoint.
%136A

","\leader{136X}{Latihan dasar $\pmb{>}$(a)}
%\spheader 136Xa
Misalkan $X$ suatu himpunan dan $\Cal A$ suatu keluarga subhimpunan $X$.
Tunjukkan bahwa pernyataan-pernyataan berikut ekuivalen:

\quad(i) $X\in\Cal A$ dan $B\setminus A\in\Cal A$ kapan pun $A$,
$B\in\Cal A$ dan $A\subseteq B$;

\quad(ii) $\emptyset\in\Cal A$, $X\setminus A\in\Cal A$ untuk setiap
$A\in\Cal A$ dan $A\cup B\in\Cal A$ kapan pun $A$,
$B\in\Cal A$ saling lepas.
%136A

",37ec2fb1c7f09be1bb6eb3199a80b9414b30ac3f73aaa90f83a44a4c7a1d64ea,03e810defcfac4af9b71655483c7e569c8791ff087b161d0f9996191bc231d0f,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V1-S136-EXERCISE-136XB,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136XB,2,136Xb,136Xb,"\spheader 136Xb Suppose that $X$ is a set and $\Cal A\subseteq\Cal PX$.
Show that $\Cal A$ is a $\sigma$-algebra of subsets of $X$ iff it is a
Dynkin class and $A\cap B\in\Cal A$ whenever $A$, $B\in\Cal A$.
%136B

","\spheader 136Xb Andaikan bahwa $X$ suatu himpunan dan
$\Cal A\subseteq\Cal PX$. Tunjukkan bahwa $\Cal A$ merupakan suatu
aljabar-$\sigma$ dari subhimpunan-subhimpunan $X$ jika dan hanya jika
keluarga itu merupakan suatu kelas Dynkin dan $A\cap B\in\Cal A$ kapan pun $A$,
$B\in\Cal A$.
%136B

",fe5fbe1947a5da9703aa3a0a8909e2c3deb7f9cbec9371ed020a41f833696763,932df894db36faa55da8a0587d09f8e32e9324af497da722984fed67fc298ff3,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V1-S136-EXERCISE-136XC,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136XC,3,136Xc,136Xc,"\spheader 136Xc\dvArevised{2010}
Let $X$ be a set, and $\Cal I$ a family of subsets of
$X$ such that $I\cap J\in\Cal I$ for all $I$, $J\in\Cal I$;  let $\Sigma$
be the $\sigma$-algebra of subsets of $X$ generated by $\Cal I$.   
Show that
$\mu E=\nu E$ whenever $E\in\Sigma$ is covered by a sequence in $\Cal I$.
({\it Hint\/}:  For $J\in\Cal I$, set
$\mu_JE=\mu(E\cap J)$,
$\nu_JE=\nu(E\cap J)$ for $E\in\Sigma$.    Use 136C to show that
$\mu_J=\nu_J$ for each $J$.)
%136C

","\spheader 136Xc\dvArevised{2010}
Misalkan $X$ suatu himpunan, dan $\Cal I$ suatu keluarga subhimpunan
$X$ sedemikian sehingga $I\cap J\in\Cal I$ untuk semua $I$, $J\in\Cal I$;
misalkan $\Sigma$ merupakan aljabar-$\sigma$ dari subhimpunan-subhimpunan
$X$ yang dibangkitkan oleh $\Cal I$.
Misalkan pula $\mu$ dan $\nu$ dua ukuran pada $X$, keduanya berdomain
$\Sigma$, sedemikian sehingga $\mu I=\nu I<\infty$ untuk setiap
$I\in\Cal I$.
Tunjukkan bahwa
$\mu E=\nu E$ kapan pun $E\in\Sigma$ ditutupi oleh suatu barisan dalam
$\Cal I$.
({\it Petunjuk\/}: Untuk $J\in\Cal I$, tetapkan
$\mu_JE=\mu(E\cap J)$,
$\nu_JE=\nu(E\cap J)$ untuk $E\in\Sigma$. Gunakan 136C untuk menunjukkan
bahwa $\mu_J=\nu_J$ untuk setiap $J$.)
%136C

",6d77466e177becb8e19c6a45467e0ea3937db6e758917c150f713e076851c19a,4719c4bfcbb9fae7faa73382d4e296e8a34ff8b1abd83d68e3b918d98407f4ef,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V1-S136-EXERCISE-136XD,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136XD,4,136Xd,136Xd,"\sqheader 136Xd Set $X=\{0,1,2,3\}$, $\Cal I=\{X,\{0,1\},\{0,2\}\}$.
Find two distinct measures $\mu$, $\nu$ on $X$, both defined on the
$\sigma$-algebra $\Cal PX$ and with $\mu I=\nu I<\infty$ for every
$I\in\Cal I$.
%136C

","\sqheader 136Xd Tetapkan $X=\{0,1,2,3\}$,
$\Cal I=\{X,\{0,1\},\{0,2\}\}$. Temukan dua ukuran berbeda $\mu$, $\nu$
pada $X$, keduanya didefinisikan pada aljabar-$\sigma$ $\Cal PX$ dan dengan
$\mu I=\nu I<\infty$ untuk setiap $I\in\Cal I$.
%136C

",cff6586efad0e69142003716d41586f40083824b1a2f26168fd35c340409eb93,d961fd83a32db3990a9f3ec261bbdda405c4650cf132603ff309d09274fa8491,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V1-S136-EXERCISE-136XE,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136XE,5,136Xe,136Xe,"\spheader 136Xe Let $\Sigma$ be the family of subsets
of $\coint{0,1}$ expressible as finite unions of half-open intervals
$\coint{a,b}$.   Show that $\Sigma$ is an algebra of subsets of
$\coint{0,1}$.
%136E

","\spheader 136Xe Misalkan $\Sigma$ keluarga subhimpunan
$\coint{0,1}$ yang dapat dinyatakan sebagai gabungan berhingga interval-
interval setengah terbuka $\coint{a,b}$. Tunjukkan bahwa $\Sigma$ merupakan
suatu aljabar dari subhimpunan-subhimpunan $\coint{0,1}$.
%136E

",fea52959ddd527b8f68a0c2f3480504335137f853e6cc6fe39c1b2bccf04a5aa,13d3c43700067c878c969b5bdfb83496861d72209118fcbef8617ebc94d0d825,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V1-S136-EXERCISE-136XF,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136XF,6,136Xf,136Xf,"\spheader 136Xf Let $X$ be a set, and $\Cal I$ a family of subsets of
$X$ such that $I\cap J\in\Cal I$ whenever $I$, $J\in\Cal I$.   Let
$\Sigma$ be the smallest family of sets such that $X\in\Sigma$,
$F\setminus E\in\Sigma$ whenever $E$, $F\in\Sigma$ and $E\subseteq F$,
and $\Cal I\subseteq\Sigma$.   Show that $\Sigma$ is an algebra of
subsets of $X$.
%136E

","\spheader 136Xf Misalkan $X$ suatu himpunan, dan $\Cal I$ suatu keluarga
subhimpunan $X$ sedemikian sehingga $I\cap J\in\Cal I$ kapan pun $I$,
$J\in\Cal I$. Misalkan $\Sigma$ keluarga himpunan terkecil sedemikian sehingga
$X\in\Sigma$, $F\setminus E\in\Sigma$ kapan pun $E$, $F\in\Sigma$ dan
$E\subseteq F$, dan $\Cal I\subseteq\Sigma$. Tunjukkan bahwa $\Sigma$
merupakan suatu aljabar dari subhimpunan-subhimpunan $X$.
%136E

",41821a77bf69ea1c6e2479ec74150b2941d5c62d9206f17d258ef85a95022a27,d944636a0667aa73acfde6b67274d1a4c1f0d6b103afc0cf578cad59a2783b92,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V1-S136-EXERCISE-136XG,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136XG,7,136Xg,136Xg,"\spheader 136Xg Let $X$ be a set, and
$\Cal E$ an algebra of subsets of $X$.   A functional
$\nu:\Cal E\to\Bbb R$ is called ({\bf finitely}) {\bf additive} if
$\nu(E\cup F)=\nu E+\nu F$ whenever $E$,
$F\in\Cal E$ and $E\cap F=\emptyset$.   (i) Show that in this case
$\nu(E\cup F)+\nu(E\cap F)=\nu E+\nu F$ for all $E$, $F\in\Cal E$.
(ii) Show that if $\nu E\ge 0$ for every $E\in\Cal E$ then
$\nu(\bigcup_{i\le n}E_i)\le\sum_{i=0}^n\nu E_i$ for all
$E_0,\ldots,E_n\in\Cal E$.
%136F

","\spheader 136Xg Misalkan $X$ suatu himpunan, dan
$\Cal E$ suatu aljabar dari subhimpunan-subhimpunan $X$. Suatu fungsional
$\nu:\Cal E\to\Bbb R$ disebut {\bf aditif} ({\bf berhingga}) jika
$\nu(E\cup F)=\nu E+\nu F$ kapan pun $E$,
$F\in\Cal E$ dan $E\cap F=\emptyset$. (i) Tunjukkan bahwa dalam kasus ini
$\nu(E\cup F)+\nu(E\cap F)=\nu E+\nu F$ untuk semua $E$, $F\in\Cal E$.
(ii) Tunjukkan bahwa jika $\nu E\ge 0$ untuk setiap $E\in\Cal E$, maka
$\nu(\bigcup_{i\le n}E_i)\le\sum_{i=0}^n\nu E_i$ untuk semua
$E_0,\ldots,E_n\in\Cal E$.
%136F

",1ecbd10c2e89c85ba4b59d0552ce3e718cc5fb5b6784b936fdd32a118ce999fa,7bca1937974c7f806f04bde222a8685a61276849dcbd8f1cda8b5a63b737f0f8,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V1-S136-EXERCISE-136XH,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136XH,8,136Xh,136Xh,"\sqheader 136Xh Let $X$ be a set, and $\Cal A$ a family of subsets of
$X$ such that ($\alpha$) $\emptyset$, $X$ belong to $\Cal A$ ($\beta$)
$A\cap B\in\Cal A$ for all $A$, $B\in\Cal A$ ($\gamma$)
$A\cup B\in\Cal A$ whenever $A$, $B\in\Cal A$ and $A\cap B=\emptyset$.
Show that
$\{A:A\in\Cal A,\,X\setminus A\in\Cal A\}$ is an algebra of subsets of
$X$.
%136F

","\sqheader 136Xh Misalkan $X$ suatu himpunan, dan $\Cal A$ suatu keluarga
subhimpunan $X$ sedemikian sehingga ($\alpha$) $\emptyset$, $X$ termasuk
dalam $\Cal A$ ($\beta$) $A\cap B\in\Cal A$ untuk semua $A$,
$B\in\Cal A$ ($\gamma$) $A\cup B\in\Cal A$ kapan pun $A$, $B\in\Cal A$ dan
$A\cap B=\emptyset$. Tunjukkan bahwa
$\{A:A\in\Cal A,\,X\setminus A\in\Cal A\}$ merupakan suatu aljabar dari
subhimpunan-subhimpunan $X$.
%136F

",d04af3fee27c0bc1b3633aaa6a69211282d6c08e1d6ca36ef0cf48d2fc73d87b,f0e89a460336537631b4101c7d88688b56ced6ffbf92a8c6fc8e1ee53dc69891,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V1-S136-EXERCISE-136XI,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136XI,9,136Xi,136Xi,"\sqheader 136Xi Let $X$ be a set, and $\Cal A$ a family of subsets of
$X$ such that ($\alpha$) $\emptyset$, $X$ belong to $\Cal A$ ($\beta$)
$\bigcap_{n\in\Bbb N}A_n\in\Cal A$ for every sequence $\sequencen{A_n}$
in $\Cal A$  ($\gamma$) $\bigcup_{n\in\Bbb N}A_n\in\Cal A$ for every
disjoint sequence $\sequencen{A_n}$ in $\Cal A$.   Show that
$\{A:A\in\Cal A,\,X\setminus A\in\Cal A\}$ is a $\sigma$-algebra of
subsets of $X$.
%136Xh, 136F

","\sqheader 136Xi Misalkan $X$ suatu himpunan, dan $\Cal A$ suatu keluarga
subhimpunan $X$ sedemikian sehingga ($\alpha$) $\emptyset$, $X$ termasuk
dalam $\Cal A$ ($\beta$) $\bigcap_{n\in\Bbb N}A_n\in\Cal A$ untuk setiap
barisan $\sequencen{A_n}$ dalam $\Cal A$ ($\gamma$)
$\bigcup_{n\in\Bbb N}A_n\in\Cal A$ untuk setiap barisan saling lepas
$\sequencen{A_n}$ dalam $\Cal A$. Tunjukkan bahwa
$\{A:A\in\Cal A,\,X\setminus A\in\Cal A\}$ merupakan suatu aljabar-$\sigma$
dari subhimpunan-subhimpunan $X$.
%136Xh, 136F

",72f5f4970847e3b523b2cb1ce279e7b52b70978ded7b07fb10b1f7993430a23e,c21382765eaea5edf3506ab8bea7059d325953f83258e586fd8015d270ac587d,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V1-S136-EXERCISE-136XJ,O007-FREMLIN-V1-S136,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S136-SEG-136XJ,10,136Xj,136Xj,"\sqheader 136Xj Let $\Cal A$ be a family of subsets of $\Bbb R$ such
that (i) $\bigcap_{n\in\Bbb N}A_n\in\Cal A$ for every sequence
$\sequencen{A_n}$ in $\Cal A$  (ii) $\bigcup_{n\in\Bbb N}A_n\in\Cal A$
for every disjoint sequence $\sequencen{A_n}$ in $\Cal A$ (iii) every
open interval $\ooint{a,b}$ belongs to $\Cal A$.   Show that every Borel
subset of $\Bbb R$ belongs to $\Cal A$.   ({\it Hint\/}:  show that
every half-open interval $\coint{a,b}$, $\ocint{a,b}$ belongs to
$\Cal A$, and
therefore all intervals $\ocint{-\infty,a}$, $\coint{a,\infty}$;  now
use 136Xi.)
%136Xi, 136F

","\sqheader 136Xj Misalkan $\Cal A$ suatu keluarga subhimpunan $\Bbb R$
sedemikian sehingga (i) $\bigcap_{n\in\Bbb N}A_n\in\Cal A$ untuk setiap
barisan $\sequencen{A_n}$ dalam $\Cal A$ (ii)
$\bigcup_{n\in\Bbb N}A_n\in\Cal A$ untuk setiap barisan saling lepas
$\sequencen{A_n}$ dalam $\Cal A$ (iii) setiap interval terbuka
$\ooint{a,b}$ termasuk dalam $\Cal A$. Tunjukkan bahwa setiap subhimpunan
Borel dari $\Bbb R$ termasuk dalam $\Cal A$. ({\it Petunjuk\/}: tunjukkan
bahwa setiap interval setengah terbuka $\coint{a,b}$, $\ocint{a,b}$ termasuk
dalam $\Cal A$, dan karena itu semua interval $\ocint{-\infty,a}$,
$\coint{a,\infty}$; sekarang gunakan 136Xi.)
%136Xi, 136F

",c522a4e8961d658be3345be64ade8f25174343824ae186100f593da0cee0cdb5,9f970da59ab2bcab0665cff1b46ad99234e0478514d84c840e861b1b28594f96,true,source basic-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
