schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0001,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136-INTRO,source-reference,O007-FREMLIN-V1-S136-SEG-136B,1,136-intro,136B,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0002,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136B,source-reference,O007-FREMLIN-V1-S136-SEG-136A,2,136B,136A,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:69,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0003,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136B,source-reference,O007-FREMLIN-XREF-111Ga,3,136B,111Ga,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt136.tex:70,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0004,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136B,source-reference,O007-FREMLIN-XREF-111A,4,136B,111A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt136.tex:124,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0005,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136C,source-reference,O007-FREMLIN-V1-S136-SEG-136A,5,136C,136A,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:152,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0006,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136C,source-reference,O007-FREMLIN-V1-S136-SEG-136B,6,136C,136B,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:166,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0007,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136D,source-reference,O007-FREMLIN-V1-S136-SEG-136C,7,136D,136C,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:182,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0008,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136D,source-reference,O007-FREMLIN-V1-S136-SEG-136C,8,136D,136C,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:194,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0009,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136D,source-reference,O007-FREMLIN-XREF-121J,9,136D,121J,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt136.tex:196,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0010,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136G,source-reference,O007-FREMLIN-V1-S136-SEG-136B,10,136G,136B,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:249,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0011,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136G,source-reference,O007-FREMLIN-V1-S136-SEG-136B,11,136G,136B,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:314,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0012,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136G,source-reference,O007-FREMLIN-V1-S136-SEG-136B,12,136G,136B,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:315,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0013,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136H,source-reference,O007-FREMLIN-V1-S136-SEG-136A,13,*136H,136A,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:333,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0014,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136XC,source-reference,O007-FREMLIN-V1-S136-SEG-136C,14,136Xc,136C,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:393,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0015,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136XJ,source-reference,O007-FREMLIN-V1-S136-SEG-136XI,15,136Xj,136Xi,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:455,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0016,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136XK,source-reference,O007-FREMLIN-V1-S136-SEG-136B,16,136Xk,136B,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:466,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0017,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136XK,source-reference,O007-FREMLIN-V1-S136-SEG-136XI,17,136Xk,136Xi,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:467,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0018,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136Y,source-reference,O007-FREMLIN-V1-S136-SEG-136XG,18,136Y,136Xg,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:472,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0019,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136,source-reference,O007-FREMLIN-V1-S136-SEG-136B,19,136,136B,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:512,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V1-S136-XREF-0020,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136,source-reference,O007-FREMLIN-V1-S136-SEG-136C,20,136,136C,resolved-in-unit,authority/fremlin/source/mt1.2011/mt136.tex:514,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
