schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-CONCORDANCE-XREF-0001,O007-FREMLIN-V2-CONCORDANCE,O007-FREMLIN-V2-CONCORDANCE-SEG-2CONC-INTRO,source-reference,O007-FREMLIN-XREF-211Ye,1,2conc-intro,211Ye,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt2conc.tex:23,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-CONCORDANCE-XREF-0002,O007-FREMLIN-V2-CONCORDANCE,O007-FREMLIN-V2-CONCORDANCE-SEG-2CONC-INTRO,source-reference,O007-FREMLIN-XREF-213Yd,2,2conc-intro,213Yd,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt2conc.tex:26,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-CONCORDANCE-XREF-0003,O007-FREMLIN-V2-CONCORDANCE,O007-FREMLIN-V2-CONCORDANCE-SEG-2CONC-INTRO,source-reference,O007-FREMLIN-XREF-214K,3,2conc-intro,214K,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt2conc.tex:32,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-CONCORDANCE-XREF-0004,O007-FREMLIN-V2-CONCORDANCE,O007-FREMLIN-V2-CONCORDANCE-SEG-2CONC-INTRO,source-reference,O007-FREMLIN-XREF-214N,4,2conc-intro,214N,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt2conc.tex:32,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-CONCORDANCE-XREF-0005,O007-FREMLIN-V2-CONCORDANCE,O007-FREMLIN-V2-CONCORDANCE-SEG-2CONC-INTRO,source-reference,O007-FREMLIN-XREF-214J,5,2conc-intro,214J,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt2conc.tex:35,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-CONCORDANCE-XREF-0006,O007-FREMLIN-V2-CONCORDANCE,O007-FREMLIN-V2-CONCORDANCE-SEG-2CONC-INTRO,source-reference,O007-FREMLIN-XREF-216Yc,6,2conc-intro,216Yc,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt2conc.tex:39,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-CONCORDANCE-XREF-0007,O007-FREMLIN-V2-CONCORDANCE,O007-FREMLIN-V2-CONCORDANCE-SEG-2CONC-INTRO,source-reference,O007-FREMLIN-XREF-225Xg,7,2conc-intro,225Xg,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt2conc.tex:44,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-CONCORDANCE-XREF-0008,O007-FREMLIN-V2-CONCORDANCE,O007-FREMLIN-V2-CONCORDANCE-SEG-2CONC-INTRO,source-reference,O007-FREMLIN-XREF-225Xh,8,2conc-intro,225Xh,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt2conc.tex:48,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-CONCORDANCE-XREF-0009,O007-FREMLIN-V2-CONCORDANCE,O007-FREMLIN-V2-CONCORDANCE-SEG-2CONC-INTRO,source-reference,O007-FREMLIN-XREF-234I,9,2conc-intro,234I,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt2conc.tex:53,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-CONCORDANCE-XREF-0010,O007-FREMLIN-V2-CONCORDANCE,O007-FREMLIN-V2-CONCORDANCE-SEG-2CONC-INTRO,source-reference,O007-FREMLIN-XREF-234O,10,2conc-intro,234O,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt2conc.tex:53,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-CONCORDANCE-XREF-0011,O007-FREMLIN-V2-CONCORDANCE,O007-FREMLIN-V2-CONCORDANCE-SEG-2CONC-INTRO,source-reference,O007-FREMLIN-XREF-234B,11,2conc-intro,234B,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt2conc.tex:62,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
