schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0001,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,1,MTI-V12,MTI-V12,262,259,2335,2344,2417,2426,\BbbR^r,\BbbR^r,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,$,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0002,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,2,MTI-V12,MTI-V12,352,340,3234,3273,3308,3347,"\int J\times g\phi\,d\mu=\int g\,d\nu","\int J\times g\phi\,d\mu=\int g\,d\nu",24beced3ddc999feb96e2aa66f7f43fd4d851b381d2d70fd360f23aa4a658b43,24beced3ddc999feb96e2aa66f7f43fd4d851b381d2d70fd360f23aa4a658b43,f0971cbcd1f52b2e41e594c5067a84fc257f333a29ccc4b10886dd0fe95d6802,$,f0971cbcd1f52b2e41e594c5067a84fc257f333a29ccc4b10886dd0fe95d6802,f0971cbcd1f52b2e41e594c5067a84fc257f333a29ccc4b10886dd0fe95d6802,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0003,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,3,MTI-V12,MTI-V12,354,342,3306,3309,3383,3386,J,J,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,$,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0004,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,4,MTI-V12,MTI-V12,356,344,3330,3342,3407,3419,J=|\det T|,J=|\det T|,21b1c13ddbe2fabeeda556214efd94af64eefcf0a39dadaea062584dcdb28b40,21b1c13ddbe2fabeeda556214efd94af64eefcf0a39dadaea062584dcdb28b40,24315b42ece6d334c9dd9c6aefc9628e962d61c4d5efcff49476f4348676bb64,$,24315b42ece6d334c9dd9c6aefc9628e962d61c4d5efcff49476f4348676bb64,24315b42ece6d334c9dd9c6aefc9628e962d61c4d5efcff49476f4348676bb64,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0005,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,5,MTI-V12,MTI-V12,356,344,3364,3367,3442,3445,T,T,e632b7095b0bf32c260fa4c539e9fd7b852d0de454e9be26f24d0d6f91d069d3,e632b7095b0bf32c260fa4c539e9fd7b852d0de454e9be26f24d0d6f91d069d3,e632b7095b0bf32c260fa4c539e9fd7b852d0de454e9be26f24d0d6f91d069d3,$,e632b7095b0bf32c260fa4c539e9fd7b852d0de454e9be26f24d0d6f91d069d3,e632b7095b0bf32c260fa4c539e9fd7b852d0de454e9be26f24d0d6f91d069d3,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0006,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,6,MTI-V12,MTI-V12,357,344,3374,3389,3452,3467,J=|\det\phi'|,J=|\det\phi'|,a2e9c3b4f915d86a639b15ae37b5f7af5788387f10effbf0b6d5802e802566f2,a2e9c3b4f915d86a639b15ae37b5f7af5788387f10effbf0b6d5802e802566f2,a2e9c3b4f915d86a639b15ae37b5f7af5788387f10effbf0b6d5802e802566f2,$,a2e9c3b4f915d86a639b15ae37b5f7af5788387f10effbf0b6d5802e802566f2,a2e9c3b4f915d86a639b15ae37b5f7af5788387f10effbf0b6d5802e802566f2,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0007,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,7,MTI-V12,MTI-V12,357,344,3419,3425,3501,3507,\phi,\phi,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,$,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0008,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,8,MTI-V12,MTI-V12,363,350,3516,3522,3596,3602,\phi,\phi,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,$,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0009,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,9,MTI-V12,MTI-V12,365,352,3544,3583,3621,3660,"\int g\phi\,d\mu=\int J\times g\,d\nu","\int g\phi\,d\mu=\int J\times g\,d\nu",f7981cfd854dfe293e062e4e1ab0da49bc018d308cf4c9c7dd4684973f5f3fb1,f7981cfd854dfe293e062e4e1ab0da49bc018d308cf4c9c7dd4684973f5f3fb1,b46c13b29800f7bc6ab0386da48fca51a59c51c8402cb03e08e9058b92fb195a,$,b46c13b29800f7bc6ab0386da48fca51a59c51c8402cb03e08e9058b92fb195a,b46c13b29800f7bc6ab0386da48fca51a59c51c8402cb03e08e9058b92fb195a,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0010,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,10,MTI-V12,MTI-V12,437,418,4124,4134,4208,4218,L^1(\mu),L^1(\mu),c298a9b22637cab2ddf875b51aa3a519e263992fe1ddd1161348aa0add8982e3,c298a9b22637cab2ddf875b51aa3a519e263992fe1ddd1161348aa0add8982e3,c298a9b22637cab2ddf875b51aa3a519e263992fe1ddd1161348aa0add8982e3,$,c298a9b22637cab2ddf875b51aa3a519e263992fe1ddd1161348aa0add8982e3,c298a9b22637cab2ddf875b51aa3a519e263992fe1ddd1161348aa0add8982e3,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0011,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,11,MTI-V12,MTI-V12,488,467,4549,4554,4623,4628,L^0,L^0,efb929291fb3ed4159783d57eb43e4f4183bf2aa2552acd5d70f6ebf7aa04b27,efb929291fb3ed4159783d57eb43e4f4183bf2aa2552acd5d70f6ebf7aa04b27,efb929291fb3ed4159783d57eb43e4f4183bf2aa2552acd5d70f6ebf7aa04b27,$,efb929291fb3ed4159783d57eb43e4f4183bf2aa2552acd5d70f6ebf7aa04b27,efb929291fb3ed4159783d57eb43e4f4183bf2aa2552acd5d70f6ebf7aa04b27,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0012,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,12,MTI-V12,MTI-V12,490,469,4566,4576,4642,4652,L^0(\mu),L^0(\mu),7ccd5346db90a9896e104499ac3db2d66bf84facfcf695688be6ba7992022f65,7ccd5346db90a9896e104499ac3db2d66bf84facfcf695688be6ba7992022f65,7ccd5346db90a9896e104499ac3db2d66bf84facfcf695688be6ba7992022f65,$,7ccd5346db90a9896e104499ac3db2d66bf84facfcf695688be6ba7992022f65,7ccd5346db90a9896e104499ac3db2d66bf84facfcf695688be6ba7992022f65,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0013,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,13,MTI-V12,MTI-V12,510,487,4761,4770,4831,4840,\BbbR^r,\BbbR^r,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,$,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0014,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,14,MTI-V12,MTI-V12,515,492,4788,4831,4858,4901,\int h\times(f*g)=\int h(x+y)f(x)g(y)dxdy,\int h\times(f*g)=\int h(x+y)f(x)g(y)dxdy,aed0919b3aace5c98261bc31a747cd6d19f9f995ec42ec10f1fda4b3c0d98a69,aed0919b3aace5c98261bc31a747cd6d19f9f995ec42ec10f1fda4b3c0d98a69,0965efd1c0643611323dcc3ec76db15db5bd3e7018a5e4b744a3ce9001d3ef2e,$,0965efd1c0643611323dcc3ec76db15db5bd3e7018a5e4b744a3ce9001d3ef2e,0965efd1c0643611323dcc3ec76db15db5bd3e7018a5e4b744a3ce9001d3ef2e,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-MTI-V12-FORMULA-0015,O007-FREMLIN-V2-MTI-V12,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-MTI-V12-SEG-MTI-V12,15,MTI-V12,MTI-V12,518,495,4845,4862,4915,4932,f*(g*h)=(f*g)*h,f*(g*h)=(f*g)*h,dbbdcb340714428cf57ef3c117652e95cc3200d685b57b9da1fa2a3c439764a0,dbbdcb340714428cf57ef3c117652e95cc3200d685b57b9da1fa2a3c439764a0,dbbdcb340714428cf57ef3c117652e95cc3200d685b57b9da1fa2a3c439764a0,$,dbbdcb340714428cf57ef3c117652e95cc3200d685b57b9da1fa2a3c439764a0,dbbdcb340714428cf57ef3c117652e95cc3200d685b57b9da1fa2a3c439764a0,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
