schema_version,record_type,id,unit_id,rights_id,segment_id,source_anchor,source_label,target_label,source_text,target_text,source_raw_tex_sha256,target_raw_tex_sha256,provenance
1.1.0,result,O007-FREMLIN-V2-S214-RESULT-214A,O007-FREMLIN-V2-S214,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S214-SEG-214A,214A,214A,214A,"\leader{214A}{Proposition} Let $(X,\Sigma,\mu)$ be a measure space, and
$Y$ any subset of $X$.   Let $\mu^*$ be the outer measure defined from
$\mu$\cmmnt{ (132A-132B)}, and set $\Sigma_Y=\{E\cap Y:E\in\Sigma\}$;  let
$\mu_Y$ be the restriction of $\mu^*$ to $\Sigma_Y$.   Then
$(Y,\Sigma_Y,\mu_Y)$ is a measure space.

","\leader{214A}{Proposisi} Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur, dan
$Y$ sembarang himpunan bagian dari $X$.   Misalkan $\mu^*$ ukuran luar
yang didefinisikan dari $\mu$\cmmnt{ (132A-132B)}, dan tetapkan
$\Sigma_Y=\{E\cap Y:E\in\Sigma\}$;  misalkan $\mu_Y$ restriksi dari
$\mu^*$ pada $\Sigma_Y$.   Maka $(Y,\Sigma_Y,\mu_Y)$ merupakan ruang ukur.

",fa6ecb076e150151e0e8e2d75196029fbbc04629657f7bb118bfd9cccccf6596,51292038f309ec8ae04f3c3c3a1feb2f1e7ef32eadb674947a764621c1484276,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S214-RESULT-214C,O007-FREMLIN-V2-S214,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S214-SEG-214C,214C,214C,214C,"\leader{214C}{Lemma} Let $(X,\Sigma,\mu)$ be a measure space, $Y$ a
subset of $X$, $\mu_Y$ the subspace measure on $Y$ and $\Sigma_Y$ its
domain.  Then

(a) for any $F\in\Sigma_Y$, there is an $E\in\Sigma$ such that
$F=E\cap Y$ and $\mu E=\mu_YF$;

(b) for any $A\subseteq Y$, $A$ is $\mu_Y$-negligible iff it is
$\mu$-negligible;

(c)(i) if $A\subseteq X$ is $\mu$-conegligible, then $A\cap Y$
is $\mu_Y$-conegligible;

\quad (ii) if $A\subseteq Y$ is
$\mu_Y$-conegligible, then $A\cup(X\setminus Y)$ is $\mu$-conegligible;

(d) $(\mu_Y)^*$\cmmnt{, the outer measure on $Y$ defined from
$\mu_Y$,} agrees with $\mu^*$ on $\Cal PY$;

(e) if $Z\subseteq Y\subseteq X$, then
$\Sigma_Z=(\Sigma_Y)_Z$, the subspace $\sigma$-algebra of
subsets of $Z$ regarded as a subspace of $(Y,\Sigma_Y)$, and
$\mu_Z=(\mu_Y)_Z$ is the subspace measure on $Z$
regarded as a subspace of $(Y,\mu_Y)$;

(f) if $Y\in\Sigma$, then $\mu_Y$, as defined here, is exactly the
subspace measure on $Y$ defined in 131A-131B\cmmnt{;  that is,
$\Sigma_Y=\Sigma\cap\Cal PY$ and $\mu_Y=\mu\restr\Sigma_Y$}.

","\leader{214C}{Lema} Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur, $Y$ suatu
himpunan bagian dari $X$, $\mu_Y$ ukuran subruang pada $Y$, dan
$\Sigma_Y$ domainnya.  Maka

(a) untuk setiap $F\in\Sigma_Y$, terdapat $E\in\Sigma$ sedemikian
sehingga $F=E\cap Y$ dan $\mu E=\mu_YF$;

(b) untuk setiap $A\subseteq Y$, $A$ terabaikan terhadap $\mu_Y$ jika dan hanya
jika ia terabaikan terhadap $\mu$;

(c)(i) jika $A\subseteq X$ koterabaikan terhadap $\mu$, maka $A\cap Y$
koterabaikan terhadap $\mu_Y$;

\quad (ii) jika $A\subseteq Y$
koterabaikan terhadap $\mu_Y$, maka $A\cup(X\setminus Y)$ koterabaikan terhadap $\mu$;

(d) $(\mu_Y)^*$\cmmnt{, ukuran luar pada $Y$ yang didefinisikan dari
$\mu_Y$,} berimpit dengan $\mu^*$ pada $\Cal PY$;

(e) jika $Z\subseteq Y\subseteq X$, maka
$\Sigma_Z=(\Sigma_Y)_Z$, yakni aljabar-sigma subruang dari
himpunan-himpunan bagian $Z$ yang dipandang sebagai subruang dari
$(Y,\Sigma_Y)$, dan $\mu_Z=(\mu_Y)_Z$ adalah ukuran subruang pada $Z$
yang dipandang sebagai subruang dari $(Y,\mu_Y)$;

(f) jika $Y\in\Sigma$, maka $\mu_Y$, sebagaimana didefinisikan di sini,
tepat merupakan ukuran subruang pada $Y$ yang didefinisikan dalam
131A-131B\cmmnt{;  yaitu, $\Sigma_Y=\Sigma\cap\Cal PY$ dan
$\mu_Y=\mu\restr\Sigma_Y$}.

",7d3e5acc2e08f713ee834ca4ef73485c8e0981375ca69fd368fc159eecbf3458,fdd304a48137afc39b2313dc0c22f40beac90526183c944b6cd1c27870676a11,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S214-RESULT-214E,O007-FREMLIN-V2-S214,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S214-SEG-214E,214E,214E,214E,"\leader{214E}{Proposition} Let $(X,\Sigma,\mu)$ be a measure space,
$Y\subseteq X$, and $f$ a
$[-\infty,\infty]$-valued function defined on a subset $\dom f$ of $X$.

(a) If $f$ is $\mu$-integrable then $f\restrp Y$ is $\mu_Y$-integrable, and
$\int_Y f\le\int f$ if $f$ is non-negative.

(b) If $\dom f\subseteq Y$ and $f$ is $\mu_Y$-integrable, then there is
a $\mu$-integrable function $\tilde f$ on $X$, extending $f$, such that
$\int_F\tilde f=\int_{F\cap Y}f$ for every $F\in\Sigma$.

","\leader{214E}{Proposisi} Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur,
$Y\subseteq X$, dan $f$ suatu fungsi bernilai $[-\infty,\infty]$ yang
didefinisikan pada suatu himpunan bagian $\dom f$ dari $X$.

(a) Jika $f$ dapat diintegralkan terhadap $\mu$ maka $f\restrp Y$ dapat diintegralkan terhadap $\mu_Y$,
dan $\int_Y f\le\int f$ jika $f$ nonnegatif.

(b) Jika $\dom f\subseteq Y$ dan $f$ dapat diintegralkan terhadap $\mu_Y$, maka terdapat
suatu fungsi yang dapat diintegralkan terhadap $\mu$, yakni $\tilde f$ pada $X$, memperluas
$f$, sedemikian sehingga $\int_F\tilde f=\int_{F\cap Y}f$ untuk setiap
$F\in\Sigma$.

",5cae6525acbe34c0bf3df92a77826c3fc0c22eb6c3a89fc877cfbd659b0ac82f,b8ebe2f97730e481a9d4d1235d5dc934e176b42f9aa8b64c9d7d4c921a985f9c,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S214-RESULT-214F,O007-FREMLIN-V2-S214,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S214-SEG-214F,214F,214F,214F,"\leader{214F}{Proposition} Let $(X,\Sigma,\mu)$ be a measure space, $Y$
a subset of $X$, and $f$ a $[-\infty,\infty]$-valued function such that
$\int_Xf$ is defined in $[-\infty,\infty]$.   If {\it either} $Y$ has
full outer measure in $X$ {\it or} $f$ is zero almost everywhere in
$X\setminus Y$, then $\int_Yf$ is defined and equal to $\int_Xf$.

","\leader{214F}{Proposisi} Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur, $Y$
suatu himpunan bagian dari $X$, dan $f$ suatu fungsi bernilai
$[-\infty,\infty]$ sedemikian sehingga $\int_Xf$ terdefinisi dalam
$[-\infty,\infty]$.   Jika {\it salah satu} dari hal berikut berlaku: $Y$
mempunyai ukuran luar penuh dalam $X$ {\it atau} $f$ bernilai nol hampir
di mana-mana pada $X\setminus Y$, maka $\int_Yf$ terdefinisi dan sama
dengan $\int_Xf$.

",21d47254769c25a30b60e45b498936ce2462a2285a5410059caec7c9b03e5874,19d213aa10604952d70c3a6b5924fda3683118913f43cca4292aedba8f416818,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S214-RESULT-214G,O007-FREMLIN-V2-S214,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S214-SEG-214G,214G,214G,214G,"\leader{214G}{Corollary} Let $(X,\Sigma,\mu)$ be a measure space, $Y$ a
subset of $X$, and $E\in\Sigma$ a measurable envelope of $Y$.   If $f$
is a $[-\infty,\infty]$-valued function such that $\int_Ef$ is defined
in $[-\infty,\infty]$, then $\int_Yf$ is defined and equal to $\int_Ef$.

","\leader{214G}{Korolari} Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur, $Y$
suatu himpunan bagian dari $X$, dan $E\in\Sigma$ suatu selubung terukur
bagi $Y$.   Jika $f$ suatu fungsi bernilai $[-\infty,\infty]$ sedemikian
sehingga $\int_Ef$ terdefinisi dalam $[-\infty,\infty]$, maka $\int_Yf$
terdefinisi dan sama dengan $\int_Ef$.

",ce6b0cea0d93e7cf3d35f0397b5d93ec6cef23efd79169f86de9b50a5bf957fa,5441f1de0ea5223daf2cee4f0423b29039a7583ec3f3eac28c8828b4bafc8ede,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S214-RESULT-214H,O007-FREMLIN-V2-S214,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S214-SEG-214H,214H,214H,214H,"\leader{214H}{Subspaces and \Caratheodory's
\dvrocolon{method}}\cmmnt{ The following easy technical results will
occasionally be useful.

\medskip

\noindent}{\bf Lemma} Let $X$ be a set, $Y\subseteq X$ a subset, and
$\theta$ an outer measure on $X$.

(a) $\theta_Y=\theta\restrp\Cal PY$ is an outer measure on $Y$.

(b) Let $\mu$, $\nu$ be the measures on $X$, $Y$ defined by
\Caratheodory's method from the outer measures $\theta$, $\theta_Y$, and
$\Sigma$, $\Tau$ their domains;  let $\mu_Y$ be the subspace measure on
$Y$ induced by $\mu$, and $\Sigma_Y$ its domain.   Then

\quad (i) $\Sigma_Y\subseteq\Tau$ and $\nu F\le\mu_YF$ for every
$F\in\Sigma_Y$;

\quad(ii) if $Y\in\Sigma$ then $\nu=\mu_Y$;

\quad(iii) if $\theta=\mu^*$\cmmnt{ (that is, $\theta$ is
`regular')} then $\nu$ extends $\mu_Y$;

\quad(iv) if $\theta=\mu^*$ and $\theta Y<\infty$ then $\nu=\mu_Y$.

","\leader{214H}{Subruang dan \dvrocolon{metode} \Caratheodory}\cmmnt{
Hasil-hasil teknis mudah berikut kadang-kadang akan berguna.

\medskip

\noindent}{\bf Lema} Misalkan $X$ suatu himpunan, $Y\subseteq X$ suatu
himpunan bagian, dan $\theta$ suatu ukuran luar pada $X$.

(a) $\theta_Y=\theta\restrp\Cal PY$ merupakan suatu ukuran luar pada $Y$.

(b) Misalkan $\mu$, $\nu$ berturut-turut merupakan ukuran pada $X$, $Y$
yang didefinisikan dengan metode \Caratheodory\ dari ukuran-ukuran luar
$\theta$, $\theta_Y$, dan $\Sigma$, $\Tau$ domainnya; misalkan $\mu_Y$
ukuran subruang pada $Y$ yang diinduksi oleh $\mu$, dan $\Sigma_Y$
domainnya.   Maka

\quad (i) $\Sigma_Y\subseteq\Tau$ dan $\nu F\le\mu_YF$ untuk setiap
$F\in\Sigma_Y$;

\quad(ii) jika $Y\in\Sigma$ maka $\nu=\mu_Y$;

\quad(iii) jika $\theta=\mu^*$\cmmnt{ (yakni, $\theta$ bersifat
`reguler')} maka $\nu$ memperluas $\mu_Y$;

\quad(iv) jika $\theta=\mu^*$ dan $\theta Y<\infty$ maka $\nu=\mu_Y$.

",fa83cacb3450894385cfeffeb0ff67fefc2ab0b838bc906992a5f941297935e8,c6723387db95f3a30d71b5e9df724676ed21569658b5fa50232f4ebb0658bcfa,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S214-RESULT-214I,O007-FREMLIN-V2-S214,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S214-SEG-214I,214I,214I,214I,"\leader{214I}{}\cmmnt{ I now turn to the relationships between
subspace measures and the classification of measure spaces developed in
this chapter.

\medskip

\noindent}{\bf Theorem} Let $(X,\Sigma,\mu)$ be a measure
space and $Y$ a subset of $X$.   Let $\mu_Y$ be the subspace measure on
$Y$ and $\Sigma_Y$ its domain.

(a) If $(X,\Sigma,\mu)$ is complete, or totally finite, or
$\sigma$-finite, or strictly localizable, so is $(Y,\Sigma_Y,\mu_Y)$.
If $\langle X_i\rangle_{i\in I}$ is a decomposition of $X$ for $\mu$,
then $\langle X_i\cap Y\rangle_{i\in I}$ is a decomposition of $Y$ for
$\mu_Y$.

(b)
Writing $\hat\mu$ for the completion of $\mu$, the subspace measure
$\hat\mu_Y=(\hat\mu)_Y$ is the completion of $\mu_Y$.

(c) If $(X,\Sigma,\mu)$ has locally determined negligible sets,
then $\mu_Y$ is semi-finite.

(d) If $(X,\Sigma,\mu)$ is complete and locally determined, then
$(Y,\Sigma_Y,\mu_Y)$ is complete and semi-finite.

(e) If $(X,\Sigma,\mu)$ is complete, locally determined and localizable
then so is $(Y,\Sigma_Y,\mu_Y)$.

","\leader{214I}{}\cmmnt{ Sekarang saya beralih ke hubungan antara
ukuran subruang dan klasifikasi ruang ukur yang dikembangkan dalam bab ini.

\medskip

\noindent}{\bf Teorema} Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur dan
$Y$ suatu himpunan bagian dari $X$.   Misalkan $\mu_Y$ ukuran subruang
pada $Y$ dan $\Sigma_Y$ domainnya.

(a) Jika $(X,\Sigma,\mu)$ lengkap, atau berhingga total, atau
$\sigma$-hingga, atau dapat dilokalkan secara ketat, maka
$(Y,\Sigma_Y,\mu_Y)$ juga demikian. Jika
$\langle X_i\rangle_{i\in I}$ suatu dekomposisi $X$ untuk $\mu$, maka
$\langle X_i\cap Y\rangle_{i\in I}$ suatu dekomposisi $Y$ untuk $\mu_Y$.

(b) Dengan menuliskan $\hat\mu$ untuk pelengkapan $\mu$, ukuran subruang
$\hat\mu_Y=(\hat\mu)_Y$ merupakan pelengkapan $\mu_Y$.

(c) Jika $(X,\Sigma,\mu)$ mempunyai himpunan-himpunan terabaikan yang
ditentukan secara lokal, maka $\mu_Y$ semihingga.

(d) Jika $(X,\Sigma,\mu)$ lengkap dan ditentukan secara lokal, maka
$(Y,\Sigma_Y,\mu_Y)$ lengkap dan semihingga.

(e) Jika $(X,\Sigma,\mu)$ lengkap, ditentukan secara lokal, dan dapat
dapat dilokalkan, maka $(Y,\Sigma_Y,\mu_Y)$ juga demikian.

",1e0341dc1bc175996f2159b3b0e99cb785095de7af6a70604a33290d6c8fa8fd,af6ae8571c465f25bc2c2039b6326cae44a256c3d693bb8ce0d609ffd493ba6e,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S214-RESULT-214J,O007-FREMLIN-V2-S214,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S214-SEG-214J,214J,214J,214J,"\leader{214J}{Upper and
lower \dvrocolon{integrals}}\cmmnt{ The
following elementary facts are sometimes useful.

\medskip

\noindent}{\bf Proposition} Let $(X,\Sigma,\mu)$ be a measure space,
$A$ a subset of $X$ and $f$ a real-valued function defined almost
everywhere in $X$.   Then

(a)  if {\it either} $f$ is non-negative {\it or}
$A$ has full outer measure in $X$,
$\overline{\intop}(f\restr A)d\mu_A\le\overline{\intop}fd\mu$;

(b) if $A$ has full outer measure in $X$,
$\underline{\int}fd\mu\le\underline{\int}(f\restr A)d\mu_A$.

","\leader{214J}{Integral \dvrocolon{atas dan bawah}}\cmmnt{ Fakta-fakta
elementer berikut kadang-kadang berguna.

\medskip

\noindent}{\bf Proposisi} Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur,
$A$ suatu himpunan bagian dari $X$, dan $f$ suatu fungsi bernilai real
yang terdefinisi hampir di mana-mana dalam $X$.   Maka

(a) jika {\it salah satu} dari hal berikut berlaku: $f$ nonnegatif
{\it atau} $A$ mempunyai ukuran luar penuh dalam $X$,
$\overline{\intop}(f\restr A)d\mu_A\le\overline{\intop}fd\mu$;

(b) jika $A$ mempunyai ukuran luar penuh dalam $X$,
$\underline{\int}fd\mu\le\underline{\int}(f\restr A)d\mu_A$.

",909c85345ae1bddc096778e7dab30ff1e958394e3dae5a4385d80b8472563da8,7932db8ccc5b5b78f73c3e5077fa68706d783d85113fed3f0b2c6cf4f6f1aa98,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S214-RESULT-214K,O007-FREMLIN-V2-S214,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S214-SEG-214K,214K,214K,214K,"\leader{214K}{Measurable subspaces:  Proposition}
Let $(X,\Sigma,\mu)$ be a measure space.

(a) Let $E\in\Sigma$ and let $\mu_E$ be the subspace measure, with
$\Sigma_E$ its domain.   If $(X,\Sigma,\mu)$ is complete, or totally
finite, or $\sigma$-finite, or strictly localizable, or semi-finite, or
localizable, or locally determined, or atomless, or purely atomic, so is
$(E,\Sigma_E,\mu_E)$.

(b) Suppose that $\langle X_i\rangle_{i\in I}$ is a partition of
$X$ into measurable sets\cmmnt{ (not necessarily of finite measure)} such that

\Centerline{$\Sigma=\{E:E\subseteq X,\,
E\cap  X_i\in\Sigma$ for every $i\in I\}$,}

\Centerline{$\mu E=\sum_{i\in I}\mu(E\cap X_i)$ for every $E\in\Sigma$.}
\noindent Then $(X,\Sigma,\mu)$ is complete, or strictly localizable, or
semi-finite, or localizable, or locally determined, or atomless, or
purely atomic, iff $(X_i,\Sigma_{X_i},\mu_{X_i})$ has that property for
every
$i\in I$.

","\leader{214K}{Subruang terukur:  Proposisi}
Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur.

(a) Misalkan $E\in\Sigma$ dan $\mu_E$ ukuran subruang, dengan
$\Sigma_E$ sebagai domainnya.   Jika $(X,\Sigma,\mu)$ lengkap, atau
berhingga total, atau $\sigma$-hingga, atau dapat dilokalkan secara
ketat, atau semihingga, atau dapat dilokalkan, atau ditentukan secara
lokal, atau tanpa atom, atau atomik murni, maka
$(E,\Sigma_E,\mu_E)$ juga demikian.

(b) Andaikan $\langle X_i\rangle_{i\in I}$ suatu partisi $X$ menjadi
himpunan-himpunan terukur\cmmnt{ (yang tidak harus berukuran hingga)}
sedemikian sehingga

\Centerline{$\Sigma=\{E:E\subseteq X,\,
E\cap  X_i\in\Sigma$ untuk setiap $i\in I\}$,}

\Centerline{$\mu E=\sum_{i\in I}\mu(E\cap X_i)$ untuk setiap $E\in\Sigma$.}
\noindent Maka $(X,\Sigma,\mu)$ lengkap, atau dapat dilokalkan secara
ketat, atau semihingga, atau dapat dilokalkan, atau ditentukan secara
lokal, atau tanpa atom, atau atomik murni, jika dan hanya jika
$(X_i,\Sigma_{X_i},\mu_{X_i})$ mempunyai sifat tersebut untuk setiap
$i\in I$.

",d199a1513c612e2b2e199c011ae0f3895b59e77dee1b15891b0459453eaf5997,634774e5d025882a9de6f445b05c85bbe95c136cde16d2d1542aee7018911be6,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S214-RESULT-214M,O007-FREMLIN-V2-S214,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S214-SEG-214M,214M,214M,214M,"\leader{214M}{Proposition}
Let $\familyiI{(X_i,\Sigma_i,\mu_i)}$ be a
family of measure spaces, with direct sum $(X,\Sigma,\mu)$.   Let $f$ be
a real-valued function defined on a subset of $X$.   For each $i\in I$,
set $f_i(x)=f(x,i)$ whenever $(x,i)\in\dom f$.

(a) $f$ is measurable iff $f_i$ is measurable for every $i\in I$.

(b) If $f$ is non-negative, then
$\int fd\mu=\sum_{i\in I}\int f_id\mu_i$ if either is defined in
$[0,\infty]$.

","\leader{214M}{Proposisi}
Misalkan $\familyiI{(X_i,\Sigma_i,\mu_i)}$ suatu keluarga ruang ukur,
dengan jumlah langsung $(X,\Sigma,\mu)$.   Misalkan $f$ suatu fungsi
bernilai real yang didefinisikan pada suatu himpunan bagian dari $X$.
Untuk setiap $i\in I$, tetapkan $f_i(x)=f(x,i)$ kapan pun
$(x,i)\in\dom f$.

(a) $f$ terukur jika dan hanya jika $f_i$ terukur untuk setiap $i\in I$.

(b) Jika $f$ nonnegatif, maka
$\int fd\mu=\sum_{i\in I}\int f_id\mu_i$ apabila salah satu ruas
terdefinisi dalam $[0,\infty]$.

",ebd382c589b512b169914c4071b65ce31088e99d04f288c8c78e75f2c0be64cc,a929e3c1204dea15b036ceb39b3a9f68009732197fd557340a3296f1aca59534,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
