schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235-INTRO,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,1,235,235-intro,235-intro,unmarked-unit-introduction,false,exposition,235-intro,235-intro,11,23,11,23,227,830,207,851,579f532ef42700806da3d2f52220faab9b591bcd79dd6f0a089cfe2eca957bbf,12c16eb7bf19652635d5117ee3e9c247ca2b8c8f290308f1026b3b07d1269229,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235A,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,2,235A,235A,235A,explicit,false,exposition,235A,235A,24,125,24,134,830,4624,851,4987,0afa7101205e4634589613691267798f47036646b6009d606f77fbb5bf249c60,dae3776e566c3031179356fb9a6ef0b2219d7cab43a75d5138870b3799449070,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235B,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,3,235B,235B,235B,explicit,false,exposition,235B,235B,126,150,135,160,4624,5700,4987,6127,860a0d910490c862e77cc0532c0835b31356bbbaa2326659b92f6b33d61bc8a3,e3eaee83b9d6eab87ad967e09a5502a4502481c6eb73ec2be333c70d1028476a,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235BB,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,4,235Bb,235Bb,235Bb,explicit,false,exposition,235Bb,235Bb,151,201,161,211,5700,7930,6127,8315,2d79f9c07c7af33b55e496dcfc2c138b2a8e4cdc5bf6ee6646681f3963c2d043,c9cf908848bad39ca04bbbdd5e2b4ee4189db2eaee237ccdaf94133b53de3fa7,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235C,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,5,235C,235C,235C,explicit,false,exposition,235C,235C,202,228,212,238,7930,9072,8315,9539,7bc2d0706029ca2502889d5346229956fb8e8eac5b75164eeb1671059d8bd961,24c3a81ff72a78e790b6993d2b301dd6a380307ebb28f01bdbea8cae798ce07d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235D,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,6,235D,235D,235D,explicit,false,exposition,235D,235D,229,275,239,291,9072,10997,9539,11528,9adc4635ecc43f694534f68046e1cb48496781324a685aa53625a96fa8ea1097,861178b0d25f03bbf891efbebff2e983f3b132679d7270b12a2f8a197bce4f2a,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235E,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,7,235E,235E,235E,explicit,false,exposition,235E,235E,276,400,292,422,10997,15338,11528,16305,a80a04fd2ee26c0282891aca01017af045b479c484c36a0973d2217370a5a7f2,fd3033b8918251ed88f32e971da976fa7d50a9df2a3a4182a0e81f08a5321a0d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235F,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,8,235F,235F,235F,explicit,false,exposition,235F,235F,401,408,423,429,15338,15704,16305,16680,8b6f42b5e8a041b34e56cd327a7b9dc68a4cb1bb0e0f421b39e31785e3f4e6cb,c9ed98158dac767d6ae5c96507359fe0542e26b4fe565d7a8403d7e39d66e306,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235FB,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,9,235Fb,235Fb,235Fb,explicit,false,exposition,235Fb,235Fb,409,418,430,439,15704,15973,16680,16959,dc44b088a4b2172303e713a0d646a05ea222ad1c78187b6d7d2b7da074ecf3fa,e9db12a4d39ad583ce62b816e3dddd03260c7cb80931905bbaee9a9bed359694,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235G,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,10,235G,235G,235G,explicit,false,exposition,235G,235G,419,460,440,482,15973,17401,16959,18557,1298055e8f637c715e1d53fa1bff21f0532acb07934b0855619c5552bd86a32c,8644547ef7c8d63ab58d15c9afacb9430989e617473aea5785e8f618c0426219,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235H,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,11,235H,235H,235H,explicit,false,exposition,235H,235H,461,493,483,514,17401,18816,18557,20008,22df962d4e741f53b63afaccf197d05cf8abb4e83f410c493fa59fedc29d51e8,ef35eb058ddf86af155fa2fd9eb7a55d2ec45da3671c8844e73d2f7aa4eb994b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235I,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,12,235I,235I,235I,explicit,false,exposition,235I,235I,494,544,515,564,18816,20444,20008,21729,ed685784d25522ec82b3e0e629431e469d26fce6adab6f1da45679686df75a1d,2b67aba3d9952d1d9d1069b5c1d413138cbf2f408e7a329d0f3562204b275c02,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235J,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,13,235J,235J,235J,explicit,false,exposition,235J,235J,545,601,565,622,20444,22652,21729,24054,aa2c69bf9fc8acfafe513a2e5f68872f6b1828421bfe8a8c62524fc316878b32,072ebd86677b5011178e455e6599689258836a9e9603360ca3c40dd2e81f563d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235K,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,14,235K,235K,235K,explicit,false,exposition,235K,235K,602,617,623,639,22652,23344,24054,24829,f1dbf41115bfaa99487bbd7bee42cbf92f6729ea2a0f911eafc7fba10347bdd9,3856f2e2aa8fab30fb28c63c75d8a4dd39cce059358a52e6716c9f7291a6891b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235L,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,15,235L,235L,235L,explicit,false,exposition,235L,235L,618,630,640,652,23344,24011,24829,25525,6390c494b6d02197ccb040f0dd899a5b0513a26170e6aa0f7d189d06b43d8daf,1dd1fba5848e9818b3c7683072f1fb703e0f90349d17d0b633cbdd29d99bcdd4,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235M,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,16,235M,235M,235M,explicit,false,exposition,235M,235M,631,768,653,796,24011,29289,25525,31120,f1e8fb4b64e75cf467c604cbb476f3ffcc13f2377e681bbb0c4ece785585a449,d5c674856b71f904a3f5d6edb046ac2fd283cc92fe499ef3e3edd51c12647896,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235N,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,17,235N,235N,235N,explicit,false,exposition,235N,235N,769,783,797,811,29289,29930,31120,31782,c4ab4f4eff7a4a0ae9e8eb878b3b642f124c1b072c40bc08a681fd6d28e9affd,3c571e1c3255f4986d1c6e5027d5fbc59783146d8067d82d33ef0b9fc3ca9a03,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235O,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,18,*235O,*235O,*235O,explicit,false,exposition,*235O,*235O,784,820,812,848,29930,31287,31782,33182,85fe2b71448007d1ee7bdd348518d4d8ce4728b990c018e20485314e0215437f,e8b1066e212f7924a97fc042db5bfe8b0e4d3042514a3b381ee45a2aec311976,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235P,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,19,*235P,*235P,*235P,explicit,false,exposition,*235P,*235P,821,894,849,930,31287,34250,33182,36464,adae54af80e268566109fe39fd8ced9ef5697ab6ca0fc82f176a4d9671249c8b,073de65210155e6733022448ff01e24ac528f94b873018e47be9342b5e0a70a3,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235Q,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,20,*235Q,*235Q,*235Q,explicit,false,exposition,*235Q,*235Q,895,970,931,1010,34250,36853,36464,39227,30d9e9d7c1eb79ee7a8bd0d0572da35b56fb503acacaa3612726a40490cf290c,b449ae208a6bda216a1cb4cdba7ea7cd0bc8d55dc47bcc3f32113ce97d8af18f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235R,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,21,235R,235R,235R,explicit,false,exposition,235R,235R,971,1015,1011,1058,36853,38604,39227,41051,fa35d42126eb621bea8f55ee785d399f8392b584398dc8cc912ba014e50cafa0,a823911f11315d3d7f08099b48da806d6c5ce6836e5d8fb1b4621968def41048,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235X,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,22,235X,235X,235X,explicit,false,exercise,235X,235X,1016,1022,1059,1065,38604,38804,41051,41258,4d747ac8d0a5a680cbf64275a89a03de8b722bb05abcecbc8bdf0e127954cc98,9be2371d1f87357259f6aeafce7dcb154bd523776d1539be96d6578f3210644f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XA,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S235-SEG-235X,23,235X,235Xa,235Xa,implicit-subanchor,true,exercise,235Xa,235Xa,1016,1022,1059,1065,38604,38804,41051,41258,4d747ac8d0a5a680cbf64275a89a03de8b722bb05abcecbc8bdf0e127954cc98,9be2371d1f87357259f6aeafce7dcb154bd523776d1539be96d6578f3210644f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XB,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,24,235Xb,235Xb,235Xb,explicit,false,exercise,235Xb,235Xb,1023,1035,1066,1078,38804,39297,41258,41831,33e7418e946f88a98a122597a8b10c4fccd9d47d585f01bbfd8210887dd3eebe,03521e5ed38e8e6605415c0d05224aabd11d1f20ad716edc1b092a8a2be821fd,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XC,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,25,235Xc,235Xc,235Xc,explicit,false,exercise,235Xc,235Xc,1036,1046,1079,1089,39297,39831,41831,42413,b65f0c15dc22e68cc53062041cd519c0d12a4889552c8a8cee55ac1a180dff11,3cf021b0de5f25e7240fdbd04ffb7cbd2b120a94d79778d712d2ac7c0dfb5593,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XD,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,26,235Xd,235Xd,235Xd,explicit,false,exercise,235Xd,235Xd,1047,1060,1090,1104,39831,40489,42413,43214,2a559cceb0946b97aac750325d1806c552c76ce94f80274c84f34c7ee0a4e758,07ac36675e1e4d030bdffaccfced47d7fb3e480c50e9846e14e205eb2ddfe6d1,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XE,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,27,235Xe,235Xe,235Xe,explicit,false,exercise,235Xe,235Xe,1061,1068,1105,1113,40489,40884,43214,43653,6670ab2f39b905e20d25852699cd2665223512e9f3f07af9c6fb1e8ebc04b188,b55b9e570181a622a89bd9b4d26d898f7432984128f5d942bb84ca82bf95d2ba,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XF,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,28,235Xf,235Xf,235Xf,explicit,false,exercise,235Xf,235Xf,1069,1078,1114,1123,40884,41361,43653,44137,64f3b3448152c981a410576d36bc5d7b63338552220efaa03871251f85514083,ff9e9e3754f36a5dcd0d6da9410f65cfcf4c830dd479f3ce1ed0aeac8c9e43cc,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XG,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,29,235Xg,235Xg,235Xg,explicit,false,exercise,235Xg,235Xg,1079,1090,1124,1135,41361,41925,44137,44753,a4465c55305eac74b1d5231960a605803537ec44c044484e345bdcd3e96034cd,5cc71d81dcc80706fa9461eeffe4f4aedc670f2e43f82392a3516c43df0d2774,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XH,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,30,235Xh,235Xh,235Xh,explicit,false,exercise,235Xh,235Xh,1091,1100,1136,1146,41925,42463,44753,45320,30f64de2b2f5bc4a89dcca35898d7dc891a9f59b7454364fa51c8daf85947a7f,9751bc51cc2594ece42a60a4a2ba562fa0965013609c0f80b5d403dee6ae09cc,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XI,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,31,235Xi,235Xi,235Xi,explicit,false,exercise,235Xi,235Xi,1101,1106,1147,1153,42463,42718,45320,45614,0b47e59cfd12f73b254680cf0bf5715cda82015790f55407540f76efe6e415f9,f37f7528e1533df0110e85b0fe5d4ce6df76db2c46af6002ddfb7a860719686f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XJ,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,32,235Xj,235Xj,235Xj,explicit,false,exercise,235Xj,235Xj,1107,1115,1154,1163,42718,43160,45614,46112,2dcbfa33528f675cd0c7e2657a5435f8cf75035d3f391409b682e9773f7768ea,38e1737bf2631fe6a4203464dbed72846e99ec5e583f9234fd838b91ab771a79,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XK,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,33,235Xk,235Xk,235Xk,explicit,false,exercise,235Xk,235Xk,1116,1127,1164,1175,43160,43718,46112,46747,93a14a5d720d94e3184ac7c413c955cab3ecdb74538a1b8ca854d81cd28c9b9c,adb270ff060838bca225a1310f40725ee6af10cbce3cdc5983d5fdd0af339168,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XL,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,34,235Xl,235Xl,235Xl,explicit,false,exercise,235Xl,235Xl,1128,1135,1176,1183,43718,44087,46747,47122,f234d4a6c0a7613f2776a89e7f63c9858d6e33637822757fa09819e0be9739e5,3c4807cf77ee9fdd73c2fbb8f3991c83c43ca1369e974f9f87c0de119804e05f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XM,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,35,235Xm,235Xm,235Xm,explicit,false,exercise,235Xm,235Xm,1136,1143,1184,1192,44087,44424,47122,47475,3047a91a24b4f171029ece28b2d17d15e6165041c9ec285fcaf69d2f23f5ce95,326ef4f1c385c3ffc82326f5e1bf037acbe125f3ae35af6f0a6afcd016d6e07f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235XN,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,36,235Xn,235Xn,235Xn,explicit,false,exercise,235Xn,235Xn,1144,1151,1193,1201,44424,44720,47475,47790,0d3d8bf3632f46c3e755015d5e9416cf27a7d73f3f57b8ac577642077b162ebb,466f0ee468d7b366db82fc13e05278bdae55c0ef382633620201fd3ef808e9d3,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235Y,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,37,235Y,235Y,235Y,explicit,false,exercise,235Y,235Y,1152,1165,1202,1216,44720,45484,47790,48640,9eaf835aa9267106ce26407ab5d0dcb823f6819f302bb5d46e0ec835a62f97ca,6ebbba46d7ae14bea977607d8ffc4fa373efc28f9049dbe0927a35ed81df128d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235YA,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S235-SEG-235Y,38,235Y,235Ya,235Ya,implicit-subanchor,true,exercise,235Ya,235Ya,1152,1165,1202,1216,44720,45484,47790,48640,9eaf835aa9267106ce26407ab5d0dcb823f6819f302bb5d46e0ec835a62f97ca,6ebbba46d7ae14bea977607d8ffc4fa373efc28f9049dbe0927a35ed81df128d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235YB,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,39,235Yb,235Yb,235Yb,explicit,false,exercise,235Yb,235Yb,1166,1180,1217,1232,45484,46232,48640,49478,e5edb0b92e9d920d37e00380f1c5a3c25339751d59e2e50ddaf3b79324175a79,2139c76cdb054f7eeec9b0f5996d78d1f43b3e699cc25f0f61e1c93eb4f9e51c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S235-SEG-235,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,,40,235,235,235,explicit,false,endnotes,235,235,1181,1206,1233,1257,46232,47626,49478,50941,fe35b7038e0ef587bb21048d1680ddb8c7e88426fa68fe5849a9d0da30767c3c,c6576874eaa54bf2a6bb5b712f28667206d3af0999003bd48e5388984dddad8d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
