schema_version,record_type,id,unit_id,rights_id,segment_id,source_anchor,source_label,target_label,source_text,target_text,source_raw_tex_sha256,target_raw_tex_sha256,provenance
1.1.0,result,O007-FREMLIN-V2-S235-RESULT-235A,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S235-SEG-235A,235A,235A,235A,"\leader{235A}{}\cmmnt{ I start with the basic result, which is already
sufficient for a large proportion of the applications I have in mind.

\medskip

\noindent}{\bf Theorem} Let $(X,\Sigma,\mu)$ and $(Y,\Tau,\nu)$ be
measure spaces, and $\phi:D_{\phi}\to Y$, $J:D_J\to\coint{0,\infty}$
functions defined on conegligible subsets $D_{\phi}$, $D_J$ of $X$
such that

\Centerline{$\int J\times\chi(\phi^{-1}[F])d\mu$ exists $=\nu F$}

\noindent whenever $F\in\Tau$ and $\nu F<\infty$.   Then

\Centerline{$\int_{\phi^{-1}[H]}J\times g\phi\,d\mu$ exists =
$\int_Hg\,d\nu$}

\noindent for every $\nu$-integrable function $g$ taking values in
$[-\infty,\infty]$ and every $H\in\Tau$, provided that
we interpret $(J\times g\phi)(x)$ as $0$ when $J(x)=0$ and $g(\phi(x))$
is undefined.   Consequently, interpreting $J\times f\phi$ in the same way,

\Centerline{$\underline{\intop}fd\nu
\le\underline{\intop}J\times f\phi\,d\mu
\le\overline{\intop}J\times f\phi\,d\mu\le\overline{\intop}fd\nu$}

\noindent for every $[-\infty,\infty]$-valued function $f$ defined almost
everywhere in $Y$.

","\leader{235A}{}\cmmnt{ Saya mulai dengan hasil dasar, yang sudah memadai
untuk sebagian besar penerapan yang saya bayangkan.

\medskip

\noindent}{\bf Teorema} Misalkan $(X,\Sigma,\mu)$ dan $(Y,\Tau,\nu)$
ruang-ruang ukur, dan $\phi:D_{\phi}\to Y$,
$J:D_J\to\coint{0,\infty}$ fungsi-fungsi yang didefinisikan pada
subhimpunan koterabaikan $D_{\phi}$ dan $D_J$ dari $X$ sedemikian sehingga

\Centerline{$\int J\times\chi(\phi^{-1}[F])d\mu$ ada $=\nu F$}

\noindent setiap kali $F\in\Tau$ dan $\nu F<\infty$. Maka

\Centerline{$\int_{\phi^{-1}[H]}J\times g\phi\,d\mu$ ada =
$\int_Hg\,d\nu$}

\noindent untuk setiap fungsi yang terintegralkan terhadap $\nu$ dan
dinotasikan dengan $g$, yang bernilai dalam $[-\infty,\infty]$, serta
setiap $H\in\Tau$, dengan ketentuan
bahwa kita
menafsirkan $(J\times g\phi)(x)$ sebagai $0$ ketika $J(x)=0$ dan
$g(\phi(x))$ tidak terdefinisi. Akibatnya, dengan menafsirkan
$J\times f\phi$ dengan cara yang sama,

\Centerline{$\underline{\intop}fd\nu
\le\underline{\intop}J\times f\phi\,d\mu
\le\overline{\intop}J\times f\phi\,d\mu\le\overline{\intop}fd\nu$}

\noindent untuk setiap fungsi bernilai $[-\infty,\infty]$ yang dinotasikan
dengan $f$ dan didefinisikan hampir di mana-mana dalam $Y$.

",2d4f8100e036a18d0536366bb5f42a76403e34d5ed4790978a7a722db9e60901,b6cce06aca733f6a93b21a0280de83337eb75d1291cc2913fe956e26d630eac3,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S235-RESULT-235C,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S235-SEG-235C,235C,235C,235C,"\leader{235C}{}\cmmnt{ Theorem 235A is concerned with integration, and
accordingly the hypothesis $\int J\times\chi(\phi^{-1}[F])d\mu=\nu F$
looks only at sets $F$ of finite measure.   If we wish to consider
measurability of non-integrable functions, we need a slightly stronger
hypothesis.   I approach this version more gently, with a couple of
lemmas.

\medskip

\noindent}{\bf Lemma} Let $\Sigma$, $\Tau$ be
$\sigma$-algebras of subsets of $X$ and $Y$ respectively.   Suppose that
$D\subseteq X$ and that $\phi:D\to Y$ is a function such that
$\phi^{-1}[F]\in\Sigma_D$, the subspace $\sigma$-algebra, for every
$F\in\Tau$.   Then $g\phi$ is $\Sigma$-measurable for every
$[-\infty,\infty]$-valued
$\Tau$-measurable function $g$ defined on a subset of $Y$.

","\leader{235C}{}\cmmnt{ Teorema 235A menyangkut integrasi, sehingga
hipotesis $\int J\times\chi(\phi^{-1}[F])d\mu=\nu F$ hanya melihat
himpunan $F$ yang berukuran hingga. Jika kita hendak meninjau
keterukuran fungsi yang tidak terintegralkan, kita memerlukan hipotesis
yang sedikit lebih kuat. Saya mendekati versi ini secara lebih bertahap,
dengan sepasang lema.

\medskip

\noindent}{\bf Lema} Misalkan $\Sigma$ dan $\Tau$ aljabar-$\sigma$ dari
subhimpunan-subhimpunan $X$ dan $Y$ berturut-turut. Andaikan
$D\subseteq X$ dan $\phi:D\to Y$ suatu fungsi sedemikian sehingga
$\phi^{-1}[F]\in\Sigma_D$, aljabar-$\sigma$ subruang, untuk setiap
$F\in\Tau$. Maka $g\phi$ terukur terhadap $\Sigma$ bagi setiap fungsi
bernilai $[-\infty,\infty]$ yang terukur terhadap $\Tau$ dan dinotasikan
dengan $g$, serta didefinisikan pada suatu subhimpunan $Y$.

",6d9cd4e2099cab1bfde270d5b3bdbe56362e9cd42896dfef68a1132b0082ef2b,643aafff41a9b926cea35d023bd28db2f57bc544f53e14dec8144a04483d6ebb,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S235-RESULT-235D,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S235-SEG-235D,235D,235D,235D,"\leader{235D}{}\cmmnt{ Some of the results below are easier when we
can move freely between measure spaces and their completions (212C).
The next lemma is what we need.

\medskip

\noindent}{\bf Lemma} Let $(X,\Sigma,\mu)$ and $(Y,\Tau,\nu)$ be
measure spaces, with completions $(X,\hat\Sigma,\hat\mu)$ and
$(Y,\hat\Tau,\hat\nu)$.   Let $\phi:D_{\phi}\to Y$, $J:D_J\to
\coint{0,\infty}$ be functions defined on conegligible subsets of $X$.

(a) If $\int J\times\chi(\phi^{-1}[F])d\mu=\nu F$ whenever $F\in\Tau$
and $\nu F<\infty$, then $\int J\times\chi(\phi^{-1}[F])d\hat\mu=\hat\nu
F$ whenever $F\in\hat\Tau$ and $\hat\nu F<\infty$.

(b) If $\int J\times\chi(\phi^{-1}[F])d\mu=\nu F$ whenever $F\in\Tau$,
then $\int J\times\chi(\phi^{-1}[F])d\hat\mu=\hat\nu F$ whenever
$F\in\hat\Tau$.

","\leader{235D}{}\cmmnt{ Sebagian hasil di bawah lebih mudah bila kita
dapat berpindah dengan bebas antara ruang ukur dan pelengkapannya (212C).
Lema berikut adalah yang kita perlukan.

\medskip

\noindent}{\bf Lema} Misalkan $(X,\Sigma,\mu)$ dan $(Y,\Tau,\nu)$
ruang-ruang ukur, dengan pelengkapan $(X,\hat\Sigma,\hat\mu)$ dan
$(Y,\hat\Tau,\hat\nu)$. Misalkan $\phi:D_{\phi}\to Y$ dan
$J:D_J\to\coint{0,\infty}$ fungsi-fungsi yang didefinisikan pada
subhimpunan koterabaikan dari $X$.

(a) Jika $\int J\times\chi(\phi^{-1}[F])d\mu=\nu F$ setiap kali
$F\in\Tau$ dan $\nu F<\infty$, maka
$\int J\times\chi(\phi^{-1}[F])d\hat\mu=\hat\nu F$ setiap kali
$F\in\hat\Tau$ dan $\hat\nu F<\infty$.

(b) Jika $\int J\times\chi(\phi^{-1}[F])d\mu=\nu F$ setiap kali
$F\in\Tau$, maka
$\int J\times\chi(\phi^{-1}[F])d\hat\mu=\hat\nu F$ setiap kali
$F\in\hat\Tau$.

",2b84b53863273a6940bf95116d7fe815b4493c37bd088f759998631f76a9ade0,f1d244853957f911b36ca08fcf5b43a3dfb674874a337da6c36005ec8b736112,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S235-RESULT-235E,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S235-SEG-235E,235E,235E,235E,"\leader{235E}{}\cmmnt{ Now I come to the alternative version of 235A.

\medskip

\noindent}{\bf Theorem} Let $(X,\Sigma,\mu)$ and $(Y,\Tau,\nu)$ be
measure spaces, and $\phi:D_{\phi}\to Y$,
$J:D_J\to\coint{0,\infty}$ two functions defined on conegligible subsets
of $X$ such that

\Centerline{$\int J\times\chi(\phi^{-1}[F])d\mu=\nu F$}

\noindent for every $F\in\Tau$, allowing $\infty$ as a value of the
integral.

(a) $J\times g\phi$ is $\mu$-virtually measurable for every
$\nu$-virtually measurable function $g$ defined on a subset of $Y$.

(b) Let $g$ be a $\nu$-virtually measurable $[-\infty,\infty]$-valued
function defined on a conegligible subset of $Y$.   Then
$\int J\times g\phi\,d\mu=\int g\,d\nu$ whenever either integral is
defined in
$[-\infty,\infty]$, if we interpret $(J\times g\phi)(x)$ as $0$ when
$J(x)=0$ and $g(\phi(x))$ is undefined.

","\leader{235E}{}\cmmnt{ Sekarang saya sampai pada versi alternatif 235A.

\medskip

\noindent}{\bf Teorema} Misalkan $(X,\Sigma,\mu)$ dan $(Y,\Tau,\nu)$
ruang-ruang ukur, serta $\phi:D_{\phi}\to Y$ dan
$J:D_J\to\coint{0,\infty}$ dua fungsi yang didefinisikan pada subhimpunan
koterabaikan dari $X$ sedemikian sehingga

\Centerline{$\int J\times\chi(\phi^{-1}[F])d\mu=\nu F$}

\noindent untuk setiap $F\in\Tau$, dengan memperbolehkan $\infty$ sebagai
nilai integral.

(a) $J\times g\phi$ terukur secara virtual terhadap $\mu$ bagi setiap
fungsi yang terukur secara virtual terhadap $\nu$ dan dinotasikan dengan
$g$, serta didefinisikan pada suatu subhimpunan $Y$.

(b) Misalkan $g$ suatu fungsi yang terukur secara virtual terhadap
$\nu$, bernilai $[-\infty,\infty]$, dan didefinisikan pada subhimpunan
koterabaikan dari $Y$. Maka
$\int J\times g\phi\,d\mu=\int g\,d\nu$ setiap kali salah satu integral
terdefinisi dalam $[-\infty,\infty]$, jika kita menafsirkan
$(J\times g\phi)(x)$ sebagai $0$ ketika $J(x)=0$ dan $g(\phi(x))$ tidak
terdefinisi.

",d75757852061c28074ea844530b8bc5dac77e74ef409d015e757e6fbecdf6b77,4a77dccaf204675106b0eee41606185c1df708cf96c0d1a862dcce26a3eb5f39,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S235-RESULT-235G,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S235-SEG-235G,235G,235G,235G,"\leader{235G}{Theorem} Let $(X,\Sigma,\mu)$  and $(Y,\Tau,\nu)$ be
measure spaces and $\phi:X\to Y$ an \imp\ function.   Then

(a) if $g$ is a $\nu$-virtually measurable $[-\infty,\infty]$-valued
function
defined on a subset of $Y$, $g\phi$ is $\mu$-virtually measurable;

(b) if $g$ is a $\nu$-virtually measurable $[-\infty,\infty]$-valued
function
defined on a conegligible subset of $Y$, $\int g\phi\,d\mu=\int g\,d\nu$
if either integral is defined in $[-\infty,\infty]$;

(c) if $g$ is a $\nu$-virtually measurable $[-\infty,\infty]$-valued
function defined on a conegligible subset of $Y$, and $F\in\Tau$, then
$\int_{\phi^{-1}[F]}g\phi\,d\mu=\int_Fg\,d\nu$ if either integral is
defined in $[-\infty,\infty]$.

","\leader{235G}{Teorema} Misalkan $(X,\Sigma,\mu)$ dan $(Y,\Tau,\nu)$
ruang-ruang ukur dan $\phi:X\to Y$ suatu fungsi \imp. Maka

(a) jika $g$ suatu fungsi yang terukur secara virtual terhadap $\nu$,
bernilai $[-\infty,\infty]$, dan didefinisikan pada suatu subhimpunan
$Y$, maka $g\phi$ terukur secara virtual terhadap $\mu$;

(b) jika $g$ suatu fungsi yang terukur secara virtual terhadap $\nu$,
bernilai $[-\infty,\infty]$, dan didefinisikan pada suatu subhimpunan
koterabaikan dari $Y$, maka $\int g\phi\,d\mu=\int g\,d\nu$ jika salah
satu integral terdefinisi dalam $[-\infty,\infty]$;

(c) jika $g$ suatu fungsi yang terukur secara virtual terhadap $\nu$,
bernilai $[-\infty,\infty]$, dan didefinisikan pada suatu subhimpunan
koterabaikan dari $Y$, serta $F\in\Tau$, maka
$\int_{\phi^{-1}[F]}g\phi\,d\mu=\int_Fg\,d\nu$ jika salah satu integral
terdefinisi dalam $[-\infty,\infty]$.

",75e207797d35f7e4500e4ad4e6965ef03c3d96ce3c7ad93cb991af454a776289,7a6e8b7f4aa2841f9567a675d49b7e31c4d7bf2ccc1732db72c1846576a8b1b7,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S235-RESULT-235I,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S235-SEG-235I,235I,235I,235I,"\leader{235I}{Lemma}
Let $\Sigma$, $\Tau$ be $\sigma$-algebras of
subsets of $X$, $Y$ respectively, and $\phi$ a function from a subset
$D$ of $X$ to $Y$.   Suppose that $G\subseteq X$ and that

\Centerline{$\Tau=\{F:F\subseteq Y,\,G\cap\phi^{-1}[F]\in\Sigma\}$.}

\noindent Then a real-valued function $g$, defined on a member of
$\Tau$, is $\Tau$-measurable iff $\chi G\times g\phi$ is
$\Sigma$-measurable.

","\leader{235I}{Lema}
Misalkan $\Sigma$ dan $\Tau$ aljabar-$\sigma$ dari
subhimpunan-subhimpunan $X$ dan $Y$ berturut-turut, serta $\phi$ suatu
fungsi dari suatu subhimpunan $D$ dari $X$ ke $Y$. Andaikan
$G\subseteq X$ dan

\Centerline{$\Tau=\{F:F\subseteq Y,\,G\cap\phi^{-1}[F]\in\Sigma\}$.}

\noindent Maka suatu fungsi bernilai real $g$, yang didefinisikan pada
suatu anggota $\Tau$, terukur terhadap $\Tau$ jika dan hanya jika
$\chi G\times g\phi$ terukur terhadap $\Sigma$.

",78b4b009a16af75fe570dbaf8ba8b06b30db1b2f44e7894e00230e81895f0688,656126e53addd06f065c9b3ac4a486d164473ba3f2d3b09995fcf0adcd2cffba,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S235-RESULT-235J,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S235-SEG-235J,235J,235J,235J,"\leader{235J}{Theorem}
Let $(X,\Sigma,\mu)$ and $(Y,\Tau,\nu)$ be
complete measure spaces.   Let $\phi:D_{\phi}\to Y$,
$J:D_J\to\coint{0,\infty}$ be functions defined on conegligible subsets
of $X$, and set $G=\{x:x\in D_J,\,J(x)>0\}$.   Suppose that

\Centerline{$\Tau
=\{F:F\subseteq Y,\,G\cap\phi^{-1}[F]\in\Sigma\}$,}

\Centerline{$\nu F=\int J\times\chi(\phi^{-1}[F])d\mu$ for every
$F\in\Tau$.}

\noindent Then, for any real-valued function $g$ defined on a subset
of $Y$,
$\int J\times g\phi\,d\mu=\int g\,d\nu$ whenever either integral is
defined in $[-\infty,\infty]$, provided that we interpret
$(J\times g\phi)(x)$ as $0$ when $J(x)=0$ and $g(\phi(x))$ is undefined.

","\leader{235J}{Teorema}
Misalkan $(X,\Sigma,\mu)$ dan $(Y,\Tau,\nu)$ ruang-ruang ukur lengkap.
Misalkan $\phi:D_{\phi}\to Y$ dan $J:D_J\to\coint{0,\infty}$
fungsi-fungsi yang didefinisikan pada subhimpunan koterabaikan dari $X$,
lalu tetapkan $G=\{x:x\in D_J,\,J(x)>0\}$. Andaikan

\Centerline{$\Tau
=\{F:F\subseteq Y,\,G\cap\phi^{-1}[F]\in\Sigma\}$,}

\Centerline{$\nu F=\int J\times\chi(\phi^{-1}[F])d\mu$ untuk setiap
$F\in\Tau$.}

\noindent Maka, untuk setiap fungsi bernilai real $g$ yang didefinisikan
pada suatu subhimpunan $Y$,
$\int J\times g\phi\,d\mu=\int g\,d\nu$ setiap kali salah satu integral
terdefinisi dalam $[-\infty,\infty]$, dengan ketentuan bahwa kita
menafsirkan $(J\times g\phi)(x)$ sebagai $0$ ketika $J(x)=0$ dan
$g(\phi(x))$ tidak terdefinisi.

",525850d4c805eed28c83bab5f11fb786e1054404e821e9f6fa01bc7c80ed457e,c927851d8112b0097ea9fa224401468fd56e1fb3e20c0b7e9a1d0ecf30c4b809,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S235-RESULT-235K,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S235-SEG-235K,235K,235K,235K,"\leader{235K}{Corollary}
Let $(X,\Sigma,\mu)$ be a complete measure
space, and $J$ a non-negative measurable function defined on a
conegligible subset of $X$.   Let $\nu$ be the associated
indefinite-integral measure, and $\Tau$ its domain.   Then for any
real-valued function $g$ defined on a subset of $X$,
$g$ is $\Tau$-measurable iff $J\times g$ is $\Sigma$-measurable, and
$\int g\,d\nu=\int J\times g\,d\mu$ if either integral is defined in
$[-\infty,\infty]$, provided that we interpret $(J\times g)(x)$ as $0$
when $J(x)=0$ and $g(x)$ is undefined.

","\leader{235K}{Akibat}
Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur
lengkap, dan $J$ suatu fungsi terukur nonnegatif yang didefinisikan pada
suatu himpunan bagian koterabaikan dari $X$. Misalkan $\nu$ merupakan
ukuran integral tak tentu terkait, dan $\Tau$ domainnya. Maka untuk setiap
fungsi bernilai real $g$ yang didefinisikan pada suatu himpunan bagian
dari $X$, $g$ terukur terhadap $\Tau$ jika dan hanya jika $J\times g$
terukur terhadap $\Sigma$, dan
$\int g\,d\nu=\int J\times g\,d\mu$ jika salah satu integral terdefinisi
dalam $[-\infty,\infty]$, asalkan $(J\times g)(x)$ kita tafsirkan sebagai
$0$ ketika $J(x)=0$ dan $g(x)$ tidak terdefinisi.

",a3d1b22b16553fb5b824aa5efa7a82f769822c50f1d8764489dae6a41fe3b64e,3396a95713fac44aa29909ee1f79b6f3e02e932ee87a6ee4a77bbc60e1391bcb,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S235-RESULT-235M,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S235-SEG-235M,235M,235M,235M,"\leader{235M}{Theorem}
Let $(X,\Sigma,\mu)$ be a
$\sigma$-finite measure space, $(Y,\Tau,\nu)$ a semi-finite measure
space, and $\phi:D\to Y$ a function such that

(i) $D$ is a conegligible subset of $X$,

(ii) $\phi^{-1}[F]\in\Sigma$ for every $F\in\Tau$;

(iii) $\mu\phi^{-1}[F]>0$ whenever $F\in\Tau$ and $\nu F>0$.

\noindent Then there is a $\Sigma$-measurable function
$J:X\to\coint{0,\infty}$
such that $\int J\times\chi\phi^{-1}[F]\,d\mu=\nu F$ for every
$F\in\Tau$.

","\leader{235M}{Teorema}
Misalkan $(X,\Sigma,\mu)$ suatu
ruang ukur $\sigma$-hingga, $(Y,\Tau,\nu)$ suatu ruang ukur semihingga,
dan $\phi:D\to Y$ suatu fungsi sedemikian sehingga

(i) $D$ merupakan himpunan bagian koterabaikan dari $X$,

(ii) $\phi^{-1}[F]\in\Sigma$ untuk setiap $F\in\Tau$;

(iii) $\mu\phi^{-1}[F]>0$ setiap kali $F\in\Tau$ dan $\nu F>0$.

\noindent Maka terdapat fungsi yang terukur terhadap $\Sigma$, yaitu
$J:X\to\coint{0,\infty}$, sedemikian sehingga
$\int J\times\chi\phi^{-1}[F]\,d\mu=\nu F$ untuk
setiap $F\in\Tau$.

",d061a319a1c5345490f60fb54fa299e9af31dd11c7fe62806ffc5f2396ff71bb,8cad1ca53786cb165604f77873c056ac44d377ea2d2c8f03cf069b60c5be1de2,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S235-RESULT-235O,O007-FREMLIN-V2-S235,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S235-SEG-235O,*235O,*235O,*235O,"\leader{*235O}{}\cmmnt{ There are some simplifications 
in the
case of $\sigma$-finite spaces;  in particular, 235A and 235E become
conflated.   I will give an adaptation of the hypotheses of 235A which
may be used in the $\sigma$-finite case.   First a lemma.

\medskip

\noindent}{\bf Lemma} Let $(X,\Sigma,\mu)$ be a measure space and $f$ a
non-negative integrable function on $X$.   If $A\subseteq X$ is such
that $\int_Af+\int_{X\setminus A}f=\int f$, then $f\times\chi A$ is
integrable.

","\leader{*235O}{}\cmmnt{ Terdapat beberapa penyederhanaan
dalam kasus ruang $\sigma$-hingga; khususnya, 235A dan 235E menjadi
menyatu. Saya akan memberikan suatu adaptasi hipotesis 235A yang dapat
digunakan dalam kasus $\sigma$-hingga. Pertama-tama sebuah lema.

\medskip

\noindent}{\bf Lema} Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur dan $f$
suatu fungsi terintegralkan nonnegatif pada $X$. Jika $A\subseteq X$
sedemikian sehingga $\int_Af+\int_{X\setminus A}f=\int f$, maka
$f\times\chi A$ terintegralkan.

",bede008cc924130b0dd0e716caa14b7e1b2ddd2379c384e9b761f6d844d450eb,bd890ccd09b5e307625906c6bf10a530ee4bf108c9486af65c2f453a1a9f8344,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
